[2025-02-03 14:43:07.888250] [0x0000007f9f196010] [MocapTag] [0x00005057] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:43:08.205540] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [104] , 1.19666, -0.00956954, -0.190905, -0.143362, -0.999864, -0.0035449, 0.0138625, 0.00823544, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.208255] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [105] , 1.20665, -0.00956954, -0.190905, -0.143362, -0.999864, -0.0035449, 0.0138625, 0.00823544, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.212539] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [106] , 1.20665, -0.00956954, -0.190905, -0.143362, -0.999864, -0.0035449, 0.0138625, 0.00823544, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.214219] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [107] , 1.20665, -0.00955796, -0.190906, -0.143369, -0.999862, -0.00356917, 0.0139837, 0.00826487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.217305] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [108] , 1.21665, -0.00955796, -0.190906, -0.143369, -0.999862, -0.00356917, 0.0139837, 0.00826487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.220186] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [109] , 1.21665, -0.00955796, -0.190906, -0.143369, -0.999862, -0.00356917, 0.0139837, 0.00826487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.222898] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [110] , 1.21665, -0.00957329, -0.190912, -0.14338, -0.999859, -0.00360505, 0.0141246, 0.00829055, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.225771] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [111] , 1.21665, -0.00957329, -0.190912, -0.14338, -0.999859, -0.00360505, 0.0141246, 0.00829055, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.231492] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [112] , 1.22665, -0.00957329, -0.190912, -0.14338, -0.999859, -0.00360505, 0.0141246, 0.00829055, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.234526] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [113] , 1.22665, -0.00957079, -0.19091, -0.143386, -0.99986, -0.003618, 0.0140921, 0.00828336, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.235816] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [114] , 1.22665, -0.00957079, -0.19091, -0.143386, -0.99986, -0.003618, 0.0140921, 0.00828336, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.238525] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [115] , 1.23664, -0.00957079, -0.19091, -0.143386, -0.99986, -0.003618, 0.0140921, 0.00828336, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.241140] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [116] , 1.23664, -0.00957079, -0.19091, -0.143386, -0.99986, -0.003618, 0.0140921, 0.00828336, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.245003] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [117] , 1.23664, -0.00956209, -0.190918, -0.143395, -0.99986, -0.00360849, 0.0140826, 0.00828323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.247784] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [118] , 1.24665, -0.00956209, -0.190918, -0.143395, -0.99986, -0.00360849, 0.0140826, 0.00828323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.250730] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [119] , 1.24665, -0.00956209, -0.190918, -0.143395, -0.99986, -0.00360849, 0.0140826, 0.00828323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.253410] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [120] , 1.24665, -0.00956529, -0.19092, -0.143394, -0.999861, -0.00358893, 0.0140147, 0.00827447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.256343] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [121] , 1.24665, -0.00956529, -0.19092, -0.143394, -0.999861, -0.00358893, 0.0140147, 0.00827447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.260429] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [122] , 1.25666, -0.00956529, -0.19092, -0.143394, -0.999861, -0.00358893, 0.0140147, 0.00827447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.262697] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [123] , 1.25666, -0.00956868, -0.190923, -0.143373, -0.999862, -0.00359092, 0.0139264, 0.00826184, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.265562] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [124] , 1.25666, -0.00956868, -0.190923, -0.143373, -0.999862, -0.00359092, 0.0139264, 0.00826184, 0, 0, 0.00205571, 0, 0, 0, 
[2025-02-03 14:43:08.268257] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [125] , 1.26666, -0.00956868, -0.190923, -0.143373, -0.999862, -0.00359092, 0.0139264, 0.00826184, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.271176] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [126] , 1.26666, -0.00956868, -0.190923, -0.143373, -0.999862, -0.00359092, 0.0139264, 0.00826184, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.275576] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [127] , 1.26666, -0.00956849, -0.190927, -0.14337, -0.999864, -0.0035633, 0.0138134, 0.00825897, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.278512] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [128] , 1.27666, -0.00956849, -0.190927, -0.14337, -0.999864, -0.0035633, 0.0138134, 0.00825897, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.281132] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [129] , 1.27666, -0.00956849, -0.190927, -0.14337, -0.999864, -0.0035633, 0.0138134, 0.00825897, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.283812] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [130] , 1.27666, -0.00957377, -0.190933, -0.143364, -0.999866, -0.003559, 0.0137116, 0.00824442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.289605] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [131] , 1.28665, -0.00957377, -0.190933, -0.143364, -0.999866, -0.003559, 0.0137116, 0.00824442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.291146] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [132] , 1.28665, -0.00957377, -0.190933, -0.143364, -0.999866, -0.003559, 0.0137116, 0.00824442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.293766] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [133] , 1.28665, -0.0095808, -0.190929, -0.143346, -0.999866, -0.0035575, 0.0136495, 0.00825063, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.298488] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [134] , 1.29665, -0.0095808, -0.190929, -0.143346, -0.999866, -0.0035575, 0.0136495, 0.00825063, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.299380] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [135] , 1.29665, -0.0095808, -0.190929, -0.143346, -0.999866, -0.0035575, 0.0136495, 0.00825063, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.302025] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [136] , 1.29665, -0.00958811, -0.190948, -0.143338, -0.999865, -0.00356067, 0.0137107, 0.00826648, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.306318] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [137] , 1.29665, -0.00958811, -0.190948, -0.143338, -0.999865, -0.00356067, 0.0137107, 0.00826648, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.309044] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [138] , 1.30665, -0.00958811, -0.190948, -0.143338, -0.999865, -0.00356067, 0.0137107, 0.00826648, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.311837] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [139] , 1.30665, -0.00960298, -0.190944, -0.143353, -0.999865, -0.00354965, 0.0137378, 0.00829026, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.315404] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [140] , 1.30665, -0.00960298, -0.190944, -0.143353, -0.999865, -0.00354965, 0.0137378, 0.00829026, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.317577] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [141] , 1.31668, -0.00960298, -0.190944, -0.143353, -0.999865, -0.00354965, 0.0137378, 0.00829026, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.321343] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [142] , 1.31668, -0.00960298, -0.190944, -0.143353, -0.999865, -0.00354965, 0.0137378, 0.00829026, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.324014] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [143] , 1.31668, -0.00960578, -0.19094, -0.143354, -0.999864, -0.00355899, 0.0137925, 0.00827985, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.327190] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [144] , 1.32665, -0.00960578, -0.19094, -0.143354, -0.999864, -0.00355899, 0.0137925, 0.00827985, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.329792] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [145] , 1.32665, -0.00960578, -0.19094, -0.143354, -0.999864, -0.00355899, 0.0137925, 0.00827985, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.333498] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [146] , 1.32665, -0.00958437, -0.190931, -0.14336, -0.999863, -0.00357427, 0.0138552, 0.00827323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.337457] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [147] , 1.33664, -0.00958437, -0.190931, -0.14336, -0.999863, -0.00357427, 0.0138552, 0.00827323, 0.0021408, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.340449] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [148] , 1.33664, -0.00958437, -0.190931, -0.14336, -0.999863, -0.00357427, 0.0138552, 0.00827323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.343023] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [149] , 1.33664, -0.00958367, -0.190929, -0.143372, -0.999863, -0.0035737, 0.0138977, 0.00828268, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.345961] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [150] , 1.33664, -0.00958367, -0.190929, -0.143372, -0.999863, -0.0035737, 0.0138977, 0.00828268, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.348692] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [151] , 1.34665, -0.00958367, -0.190929, -0.143372, -0.999863, -0.0035737, 0.0138977, 0.00828268, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.353463] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [152] , 1.34665, -0.00958367, -0.190929, -0.143372, -0.999863, -0.0035737, 0.0138977, 0.00828268, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.356192] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [153] , 1.34665, -0.00957206, -0.190916, -0.143376, -0.999862, -0.00356541, 0.0139471, 0.00824314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.359710] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [154] , 1.35666, -0.00957206, -0.190916, -0.143376, -0.999862, -0.00356541, 0.0139471, 0.00824314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.361832] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [155] , 1.35666, -0.00954841, -0.190913, -0.143382, -0.999862, -0.00356417, 0.0139415, 0.00824541, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.364677] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [156] , 1.35666, -0.00954841, -0.190913, -0.143382, -0.999862, -0.00356417, 0.0139415, 0.00824541, 0.00236502, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.369486] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [157] , 1.36675, -0.00954841, -0.190913, -0.143382, -0.999862, -0.00356417, 0.0139415, 0.00824541, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.372118] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [158] , 1.36675, -0.00955433, -0.190909, -0.143386, -0.999862, -0.00359656, 0.0139867, 0.00823986, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.375219] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [159] , 1.36675, -0.00955433, -0.190909, -0.143386, -0.999862, -0.00359656, 0.0139867, 0.00823986, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.377668] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [160] , 1.37666, -0.00955433, -0.190909, -0.143386, -0.999862, -0.00359656, 0.0139867, 0.00823986, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.380444] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [161] , 1.37666, -0.00955433, -0.190909, -0.143386, -0.999862, -0.00359656, 0.0139867, 0.00823986, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.385356] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [162] , 1.37666, -0.0095435, -0.190901, -0.143383, -0.999861, -0.00358296, 0.0140323, 0.00825307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.388596] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [163] , 1.38666, -0.0095435, -0.190901, -0.143383, -0.999861, -0.00358296, 0.0140323, 0.00825307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.390895] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [164] , 1.38666, -0.0095435, -0.190901, -0.143383, -0.999861, -0.00358296, 0.0140323, 0.00825307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.393433] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [165] , 1.38666, -0.00955773, -0.190906, -0.143385, -0.999861, -0.00361189, 0.0139882, 0.00826855, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.396322] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [166] , 1.38666, -0.00955773, -0.190906, -0.143385, -0.999861, -0.00361189, 0.0139882, 0.00826855, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.401694] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [167] , 1.39666, -0.00955773, -0.190906, -0.143385, -0.999861, -0.00361189, 0.0139882, 0.00826855, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.404329] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [168] , 1.39666, -0.00957094, -0.190909, -0.143373, -0.999861, -0.00361327, 0.014016, 0.00828585, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.407304] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [169] , 1.40665, -0.00957094, -0.190909, -0.143373, -0.999861, -0.00361327, 0.014016, 0.00828585, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.410018] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [170] , 1.40665, -0.00957094, -0.190909, -0.143373, -0.999861, -0.00361327, 0.014016, 0.00828585, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.412708] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [171] , 1.40665, -0.00958347, -0.19092, -0.143366, -0.999862, -0.00360228, 0.0139171, 0.0082916, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.417858] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [172] , 1.41666, -0.00958347, -0.19092, -0.143366, -0.999862, -0.00360228, 0.0139171, 0.0082916, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.420784] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [173] , 1.41666, -0.00958347, -0.19092, -0.143366, -0.999862, -0.00360228, 0.0139171, 0.0082916, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.423410] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [174] , 1.41666, -0.00958476, -0.190937, -0.143366, -0.999864, -0.00357773, 0.0137947, 0.00828058, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.426370] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [175] , 1.41666, -0.00958476, -0.190937, -0.143366, -0.999864, -0.00357773, 0.0137947, 0.00828058, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.429082] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [176] , 1.42667, -0.00958476, -0.190937, -0.143366, -0.999864, -0.00357773, 0.0137947, 0.00828058, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.433288] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [177] , 1.42667, -0.00959087, -0.190937, -0.143351, -0.999864, -0.00357831, 0.0137782, 0.00827796, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.436338] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [178] , 1.42667, -0.00959087, -0.190937, -0.143351, -0.999864, -0.00357831, 0.0137782, 0.00827796, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.439041] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [179] , 1.43666, -0.00959087, -0.190937, -0.143351, -0.999864, -0.00357831, 0.0137782, 0.00827796, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.443594] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [180] , 1.43666, -0.00959271, -0.190938, -0.143351, -0.999866, -0.00354499, 0.0136689, 0.00825532, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.444679] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [181] , 1.43666, -0.00959271, -0.190938, -0.143351, -0.999866, -0.00354499, 0.0136689, 0.00825532, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.449236] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [182] , 1.44666, -0.00959271, -0.190938, -0.143351, -0.999866, -0.00354499, 0.0136689, 0.00825532, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.451923] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [183] , 1.44666, -0.00958745, -0.190934, -0.143344, -0.999866, -0.00353695, 0.0136849, 0.00824784, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.455169] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [184] , 1.44666, -0.00958745, -0.190934, -0.143344, -0.999866, -0.00353695, 0.0136849, 0.00824784, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.458634] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [185] , 1.4567, -0.00958745, -0.190934, -0.143344, -0.999866, -0.00353695, 0.0136849, 0.00824784, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.460452] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [186] , 1.4567, -0.00958745, -0.190934, -0.143344, -0.999866, -0.00353695, 0.0136849, 0.00824784, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.466667] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [187] , 1.4567, -0.00957775, -0.190934, -0.143353, -0.999866, -0.00352818, 0.0137022, 0.00824331, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.467933] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [188] , 1.46669, -0.00957775, -0.190934, -0.143353, -0.999866, -0.00352818, 0.0137022, 0.00824331, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.471010] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [189] , 1.46669, -0.00957775, -0.190934, -0.143353, -0.999866, -0.00352818, 0.0137022, 0.00824331, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.474843] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [190] , 1.46669, -0.00957901, -0.190932, -0.143358, -0.999865, -0.00353371, 0.0137933, 0.00825045, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.476104] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [191] , 1.46669, -0.00957901, -0.190932, -0.143358, -0.999865, -0.00353371, 0.0137933, 0.00825045, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.481035] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [192] , 1.47668, -0.00957901, -0.190932, -0.143358, -0.999865, -0.00353371, 0.0137933, 0.00825045, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.483577] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [193] , 1.47668, -0.00957057, -0.190912, -0.143373, -0.999864, -0.00355429, 0.0138525, 0.00824064, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.487770] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [194] , 1.48668, -0.00957057, -0.190912, -0.143373, -0.999864, -0.00355429, 0.0138525, 0.00824064, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.489221] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [195] , 1.48668, -0.00957057, -0.190912, -0.143373, -0.999864, -0.00355429, 0.0138525, 0.00824064, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.492081] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [196] , 1.48668, -0.00956918, -0.190912, -0.143382, -0.999862, -0.00358935, 0.0139695, 0.00827058, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.497976] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [197] , 1.49672, -0.00956918, -0.190912, -0.143382, -0.999862, -0.00358935, 0.0139695, 0.00827058, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.499442] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [198] , 1.49672, -0.00956918, -0.190912, -0.143382, -0.999862, -0.00358935, 0.0139695, 0.00827058, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.502270] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [199] , 1.49672, -0.00956568, -0.190906, -0.143388, -0.999861, -0.00362205, 0.0140248, 0.00827969, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.505812] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [200] , 1.49672, -0.00956568, -0.190906, -0.143388, -0.999861, -0.00362205, 0.0140248, 0.00827969, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.507648] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [201] , 1.50669, -0.00956568, -0.190906, -0.143388, -0.999861, -0.00362205, 0.0140248, 0.00827969, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.513718] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [202] , 1.50669, -0.00956568, -0.190906, -0.143388, -0.999861, -0.00362205, 0.0140248, 0.00827969, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.515072] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [203] , 1.50669, -0.00957232, -0.190907, -0.143382, -0.99986, -0.00362325, 0.0140423, 0.00828982, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.518113] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [204] , 1.51666, -0.00957232, -0.190907, -0.143382, -0.99986, -0.00362325, 0.0140423, 0.00828982, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.520827] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [205] , 1.51666, -0.00957232, -0.190907, -0.143382, -0.99986, -0.00362325, 0.0140423, 0.00828982, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.523413] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [206] , 1.51666, -0.0095721, -0.190913, -0.143376, -0.999861, -0.00363278, 0.0140283, 0.00828806, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.528226] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [207] , 1.52665, -0.0095721, -0.190913, -0.143376, -0.999861, -0.00363278, 0.0140283, 0.00828806, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.530778] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [208] , 1.52665, -0.0095721, -0.190913, -0.143376, -0.999861, -0.00363278, 0.0140283, 0.00828806, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.533604] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [209] , 1.52665, -0.00956983, -0.190915, -0.143375, -0.999862, -0.0036095, 0.0139361, 0.00828983, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.536401] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [210] , 1.52665, -0.00956983, -0.190915, -0.143375, -0.999862, -0.0036095, 0.0139361, 0.00828983, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.539227] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [211] , 1.53667, -0.00956983, -0.190915, -0.143375, -0.999862, -0.0036095, 0.0139361, 0.00828983, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.543722] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [212] , 1.53667, -0.00957582, -0.190915, -0.14337, -0.999863, -0.00359527, 0.0138954, 0.00826397, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.546930] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [213] , 1.53667, -0.00957582, -0.190915, -0.14337, -0.999863, -0.00359527, 0.0138954, 0.00826397, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:08.550529] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [214] , 1.54666, -0.00957582, -0.190915, -0.14337, -0.999863, -0.00359527, 0.0138954, 0.00826397, 0, 0, 0, 0, 0, 0, 
