[2024-10-16 17:54:22.609861] [0x0000007f8e48c010] [VioTag] [0x000063df] [3] , Controller time [s], VIO Position x [m], VIO Position y [m], VIO Position z [m], VIO velocity x [m/s], VIO velocity y [m/s], VIO velocity z [m/s], VIO acceleration x [m/s^2], VIO acceleration y [m/s^2], VIO acceleration z [m/s^2], VIO Quaternion q0 [-], VIO Quaternion q1 [-], VIO Quaternion q2 [-], VIO Quaternion q3 [-], VIO Angular velocity x [rad/s], VIO Angular velocity y [rad/s], VIO Angular velocity z [rad/s], VIO Angular acceleration x [rad/s], VIO Angular acceleration y [rad/s], VIO Angular acceleration z [rad/s], VIO pose confidence level [-], VIO map confidence level [-], 
[2024-10-16 17:54:43.343819] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12065] , 26.3365, 0.0795562, 0.0171458, -0.931929, -0.0360801, 0.00704029, -0.0627872, 0.0497425, -0.197625, 0.0617664, 0.998309, -0.0014635, -0.0250852, 0.0524242, -0.137664, -0.156077, -0.0947924, -0.137664, -0.156077, -0.0947924, 3, 0, 
[2024-10-16 17:54:43.346251] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12067] , 26.3365, 0.0793766, 0.0171788, -0.932243, -0.0356631, 0.0060657, -0.0627419, 0.0643802, -0.196366, 0.0387745, 0.998299, -0.00189478, -0.0254897, 0.0523967, -0.125452, -0.180276, -0.0844868, -0.125452, -0.180276, -0.0844868, 3, 0, 
[2024-10-16 17:54:43.351117] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12071] , 26.3465, 0.0790375, 0.0155839, -0.92894, -0.0351146, -0.00496915, -0.0413061, 0.0922014, -0.184611, -0.162008, 0.998291, -0.0023443, -0.0258656, 0.0523454, -0.118533, -0.163642, -0.0825579, -0.118533, -0.163642, -0.0825579, 3, 0, 
[2024-10-16 17:54:43.358084] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12074] , 26.3465, 0.0788567, 0.0155441, -0.929087, -0.0357775, -0.00742542, -0.0355585, 0.0171848, -0.285261, 0.266127, 0.998283, -0.00275034, -0.0262348, 0.0522997, -0.127048, -0.161322, -0.109075, -0.127048, -0.161322, -0.109075, 3, 0, 
[2024-10-16 17:54:43.361253] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12077] , 26.3565, 0.0786842, 0.0155029, -0.929261, -0.0354286, -0.00883812, -0.0344749, 0.0289727, -0.284236, 0.25294, 0.998276, -0.00320175, -0.0266017, 0.0522257, -0.135554, -0.134969, -0.115407, -0.135554, -0.134969, -0.115407, 3, 0, 
[2024-10-16 17:54:43.366290] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12080] , 26.3565, 0.0785156, 0.015457, -0.929424, -0.0352966, -0.0102629, -0.0334363, 0.0265676, -0.284582, 0.241908, 0.998267, -0.00366619, -0.0269845, 0.052175, -0.14789, -0.24254, -0.102428, -0.14789, -0.24254, -0.102428, 3, 0, 
[2024-10-16 17:54:43.371147] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12083] , 26.3665, 0.0781813, 0.0154112, -0.929492, -0.0590253, -0.010749, -0.0196969, -1.86995, -0.208556, 1.27113, 0.99825, -0.00412188, -0.0275598, 0.0521622, -0.126388, -0.140699, -0.0802438, -0.126388, -0.140699, -0.0802438, 3, 0, 
[2024-10-16 17:54:43.376133] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12086] , 26.3665, 0.0778767, 0.0153553, -0.929563, -0.0685623, -0.0118065, -0.0123953, -1.89369, -0.20972, 1.35693, 0.998242, -0.00450763, -0.0278403, 0.0521309, -0.128759, -0.231946, -0.113375, -0.128759, -0.231946, -0.113375, 3, 0, 
[2024-10-16 17:54:43.381157] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12090] , 26.3765, 0.0775063, 0.0141782, -0.926633, -0.0847886, -0.0202898, 0.0134471, -1.8134, -0.196791, 1.11645, 0.998222, -0.00494611, -0.0285362, 0.0521075, -0.122829, -0.258135, -0.0769463, -0.122829, -0.258135, -0.0769463, 3, 0, 
[2024-10-16 17:54:43.386233] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12092] , 26.3765, 0.0770907, 0.0140715, -0.926558, -0.0927844, -0.0212255, 0.0179344, -1.78169, -0.194123, 1.07877, 0.998203, -0.00529292, -0.0290923, 0.0521294, -0.111328, -0.276024, -0.0730942, -0.111328, -0.276024, -0.0730942, 3, 0, 
[2024-10-16 17:54:43.391168] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12096] , 26.3865, 0.0767637, 0.0139913, -0.9265, -0.0877483, -0.0191803, 0.0187961, -1.00655, -0.0206233, 0.840594, 0.99818, -0.0056615, -0.0298065, 0.0521143, -0.104671, -0.242189, -0.0423715, -0.104671, -0.242189, -0.0423715, 3, 0, 
[2024-10-16 17:54:43.396246] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12099] , 26.3865, 0.0763098, 0.01389, -0.926378, -0.0941145, -0.0194125, 0.0248527, -1.08569, -0.0265349, 0.946253, 0.99816, -0.00598586, -0.0303064, 0.0521788, -0.142398, -0.230113, -0.081947, -0.142398, -0.230113, -0.081947, 3, 0, 
[2024-10-16 17:54:43.401323] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12102] , 26.3965, 0.0758188, 0.0137889, -0.926226, -0.10049, -0.0196314, 0.0310225, -1.1286, -0.0296274, 1.01022, 0.998139, -0.00651995, -0.0309317, 0.0521411, -0.168306, -0.259336, -0.117432, -0.168306, -0.259336, -0.117432, 3, 0, 
[2024-10-16 17:54:43.406163] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12105] , 26.3965, 0.0753565, 0.0136638, -0.926081, -0.0979184, -0.0233642, 0.0324784, -0.442684, -0.312906, 0.702016, 0.998119, -0.00704934, -0.0315221, 0.0521003, -0.154823, -0.247391, -0.140114, -0.154823, -0.247391, -0.140114, 3, 0, 
[2024-10-16 17:54:43.411091] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12109] , 26.4065, 0.0748637, 0.0135408, -0.925912, -0.0989318, -0.024841, 0.0352841, -0.337202, -0.303852, 0.639886, 0.998099, -0.00755595, -0.0321459, 0.0520364, -0.141217, -0.272465, -0.0504363, -0.141217, -0.272465, -0.0504363, 3, 0, 
[2024-10-16 17:54:43.416099] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12111] , 26.4065, 0.0753076, 0.0135886, -0.922541, -0.0814042, -0.0270881, 0.044113, -0.207265, -0.282592, 0.30145, 0.998067, -0.00790167, -0.0328031, 0.0521898, -0.116881, -0.286522, -0.0282789, -0.116881, -0.286522, -0.0282789, 3, 0, 
[2024-10-16 17:54:43.421157] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12114] , 26.4165, 0.0749989, 0.013503, -0.922345, -0.0719542, -0.0226275, 0.0427983, 0.433698, 0.0845905, 0.131565, 0.99804, -0.00821037, -0.0334908, 0.0522185, -0.0843269, -0.282261, -0.0412051, -0.0843269, -0.282261, -0.0412051, 3, 0, 
[2024-10-16 17:54:43.426124] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12117] , 26.4165, 0.0746409, 0.0133898, -0.922121, -0.0702951, -0.0222355, 0.0445054, 0.404494, 0.0830786, 0.190943, 0.998011, -0.00849255, -0.0342533, 0.052236, -0.103065, -0.355032, -0.0652674, -0.103065, -0.355032, -0.0652674, 3, 0, 
[2024-10-16 17:54:43.431475] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12121] , 26.4265, 0.0742885, 0.0132785, -0.921882, -0.0689004, -0.0218571, 0.046728, 0.376421, 0.0815958, 0.246701, 0.997977, -0.00887164, -0.0351486, 0.05222, -0.103489, -0.337977, -0.0562824, -0.103489, -0.337977, -0.0562824, 3, 0, 
[2024-10-16 17:54:43.436115] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12123] , 26.4265, 0.0739496, 0.0131856, -0.921652, -0.0669839, -0.0192695, 0.0465099, 0.377066, 0.255109, 0.113115, 0.997943, -0.00913733, -0.0359539, 0.0522896, -0.0871581, -0.354371, 0.0121156, -0.0871581, -0.354371, 0.0121156, 3, 0, 
[2024-10-16 17:54:43.441282] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12127] , 26.4365, 0.0736184, 0.0130926, -0.921417, -0.0656379, -0.0180402, 0.0471964, 0.328341, 0.250627, 0.123756, 0.997899, -0.00933849, -0.0369036, 0.0524277, -0.073254, -0.387013, 0.00260673, -0.073254, -0.387013, 0.00260673, 3, 0, 
[2024-10-16 17:54:43.446116] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12129] , 26.4365, 0.074762, 0.0143447, -0.918726, -0.0515009, -0.00724391, 0.0489502, 0.660922, 0.278698, -0.431476, 0.997865, -0.00957159, -0.0378281, 0.0523777, -0.0513331, -0.376755, -0.0183989, -0.0513331, -0.376755, -0.0183989, 3, 0, 
[2024-10-16 17:54:43.451169] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12133] , 26.4465, 0.0744796, 0.0142645, -0.918436, -0.0519933, -0.0119858, 0.0537337, 0.400025, -0.129174, 0.0479722, 0.997826, -0.00976773, -0.0387991, 0.0523748, -0.0577744, -0.418371, -0.0544781, -0.0577744, -0.418371, -0.0544781, 3, 0, 
[2024-10-16 17:54:43.456256] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12136] , 26.4465, 0.0742521, 0.0142197, -0.918225, -0.0479148, -0.0124096, 0.0508231, 0.4826, -0.124338, -0.0727435, 0.997784, -0.00996196, -0.0398349, 0.0523534, -0.00773273, -0.383337, 0.0411865, -0.00773273, -0.383337, 0.0411865, 3, 0, 
[2024-10-16 17:54:43.461168] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12139] , 26.4565, 0.0740559, 0.0141734, -0.918045, -0.0430804, -0.0127925, 0.0467897, 0.562909, -0.119647, -0.190628, 0.997739, -0.0098953, -0.0407894, 0.0524834, -0.00170836, -0.416369, 0.0401257, -0.00170836, -0.416369, 0.0401257, 3, 0, 
[2024-10-16 17:54:43.466502] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12142] , 26.4565, 0.0738611, 0.0140968, -0.917894, -0.0399602, -0.0160572, 0.039258, 0.522541, -0.339734, -0.596981, 0.997692, -0.00997159, -0.0418897, 0.0524954, 0.00232994, -0.42346, 0.0113924, 0.00232994, -0.42346, 0.0113924, 3, 0, 
[2024-10-16 17:54:43.471281] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12146] , 26.4665, 0.073676, 0.0140202, -0.91773, -0.0380191, -0.017748, 0.0373483, 0.441099, -0.343977, -0.457642, 0.997649, -0.0100557, -0.0429305, 0.0524581, -0.0394976, -0.445444, -0.0951481, -0.0394976, -0.445444, -0.0951481, 3, 0, 
[2024-10-16 17:54:43.476327] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12148] , 26.4665, 0.0734979, 0.0139368, -0.917567, -0.0372358, -0.0195011, 0.0370302, 0.333256, -0.350392, -0.303074, 0.997608, -0.0103681, -0.0440268, 0.0522832, -0.0213428, -0.396425, -0.0329856, -0.0213428, -0.396425, -0.0329856, 3, 0, 
[2024-10-16 17:54:43.481399] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12152] , 26.4765, 0.0757128, 0.0153241, -0.916745, -0.0287334, -0.0149508, 0.0444978, 0.144292, -0.365654, -0.13249, 0.99756, -0.0104973, -0.0449475, 0.0523869, 0.00456448, -0.399236, 0.00523367, 0.00456448, -0.399236, 0.00523367, 3, 0, 
[2024-10-16 17:54:43.486359] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12155] , 26.4765, 0.0756644, 0.0153278, -0.916701, -0.0197864, -0.00928922, 0.0291088, 0.579876, 0.0674605, -0.921939, 0.997515, -0.0105216, -0.0459637, 0.0523556, 0.0428964, -0.376544, 0.0372207, 0.0428964, -0.376544, 0.0372207, 3, 0, 
[2024-10-16 17:54:43.491337] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12158] , 26.4865, 0.0755703, 0.0152895, -0.916575, -0.0178769, -0.00894252, 0.0263437, 0.510352, 0.0645396, -0.785413, 0.997472, -0.0104047, -0.0468739, 0.0523814, 0.0236829, -0.376959, 0.0118025, 0.0236829, -0.376959, 0.0118025, 3, 0, 
[2024-10-16 17:54:43.496415] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12161] , 26.4865, 0.0754813, 0.0152513, -0.91645, -0.0164765, -0.00864017, 0.0242119, 0.450079, 0.0614032, -0.688559, 0.997427, -0.0104428, -0.0478428, 0.0523601, 0.0164589, -0.370851, 0.0384876, 0.0164589, -0.370851, 0.0384876, 3, 0, 
[2024-10-16 17:54:43.501617] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12165] , 26.4965, 0.075369, 0.0152229, -0.916305, -0.0193583, -0.00674018, 0.0253468, 0.0719759, 0.189288, -0.355457, 0.997382, -0.010308, -0.0486824, 0.0524654, 0.0449524, -0.293287, 0.0826467, 0.0449524, -0.293287, 0.0826467, 3, 0, 
[2024-10-16 17:54:43.506208] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12168] , 26.4965, 0.0752779, 0.015193, -0.916182, -0.0186696, -0.00575954, 0.0234198, 0.0967696, 0.191335, -0.368022, 0.997342, -0.0101396, -0.0494406, 0.052554, 0.0548855, -0.340994, 0.0862071, 0.0548855, -0.340994, 0.0862071, 3, 0, 
[2024-10-16 17:54:43.511278] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12172] , 26.5065, 0.0751884, 0.0151675, -0.916067, -0.0181638, -0.0048004, 0.0214617, 0.0972275, 0.191168, -0.37538, 0.997294, -0.00993925, -0.0503099, 0.05268, 0.0444509, -0.289242, 0.104565, 0.0444509, -0.289242, 0.104565, 3, 0, 
[2024-10-16 17:54:43.516230] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12174] , 26.5065, 0.0750066, 0.0158372, -0.914303, -0.0143512, -0.00102327, 0.0154361, 0.488738, -0.0355235, -1.1219, 0.997253, -0.00984598, -0.050997, 0.052805, 0.0341612, -0.288756, 0.0574148, 0.0341612, -0.288756, 0.0574148, 3, 0, 
[2024-10-16 17:54:43.521350] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12178] , 26.5165, 0.0749558, 0.0158288, -0.914245, -0.010409, -0.00112915, 0.00817016, 0.574246, -0.0298635, -1.22018, 0.997213, -0.00971061, -0.0517538, 0.0528565, 0.0695712, -0.257549, 0.100208, 0.0695712, -0.257549, 0.100208, 3, 0, 
[2024-10-16 17:54:43.526287] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12181] , 26.5165, 0.0749294, 0.0158206, -0.914233, -0.00602484, -0.00120612, 0.000205201, 0.64127, -0.0256484, -1.30529, 0.997176, -0.00940516, -0.0523838, 0.052989, 0.079893, -0.294585, 0.0899594, 0.079893, -0.294585, 0.0899594, 3, 0, 
[2024-10-16 17:54:43.531579] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12184] , 26.5265, 0.0749509, 0.0158135, -0.914265, 0.00202442, -0.00127823, -0.00815275, 0.976275, -0.0233528, -1.39007, 0.997135, -0.00918329, -0.0531664, 0.0530212, 0.0917984, -0.254638, 0.0895295, 0.0917984, -0.254638, 0.0895295, 3, 0, 
[2024-10-16 17:54:43.536401] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12187] , 26.5265, 0.0749743, 0.0158053, -0.914317, 0.0061658, -0.0014452, -0.0137982, 0.909477, -0.0268383, -1.27595, 0.997102, -0.00890497, -0.0537656, 0.0530847, 0.0640578, -0.284712, 0.049618, 0.0640578, -0.284712, 0.049618, 3, 0, 
[2024-10-16 17:54:43.541352] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12191] , 26.5365, 0.0750132, 0.015796, -0.914389, 0.00975835, -0.00163584, -0.0183346, 0.850191, -0.0296353, -1.16369, 0.997063, -0.00876121, -0.0545164, 0.0530808, 0.087872, -0.231866, 0.084278, 0.087872, -0.231866, 0.084278, 3, 0, 
[2024-10-16 17:54:43.546331] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12193] , 26.5365, 0.0762732, 0.01718, -0.913151, 0.0147502, 0.00662743, -0.00648324, 0.538591, 0.0617229, -0.849693, 0.997026, -0.00829793, -0.0551634, 0.0531647, 0.0955157, -0.232798, 0.0842514, 0.0955157, -0.232798, 0.0842514, 3, 0, 
[2024-10-16 17:54:43.551340] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12197] , 26.5465, 0.0764054, 0.0172062, -0.913231, 0.0193441, 0.00695769, -0.0137122, 0.597237, 0.0650156, -0.950819, 0.996993, -0.00801547, -0.055759, 0.0532071, 0.109999, -0.178289, 0.116088, 0.109999, -0.178289, 0.116088, 3, 0, 
[2024-10-16 17:54:43.556372] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12200] , 26.5465, 0.0765668, 0.0172348, -0.913359, 0.0244058, 0.00732673, -0.0215662, 0.652944, 0.0682982, -1.04058, 0.996968, -0.00762385, -0.0561736, 0.0533068, 0.0994241, -0.207423, 0.0875299, 0.0994241, -0.207423, 0.0875299, 3, 0, 
[2024-10-16 17:54:43.561482] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12203] , 26.5565, 0.0767531, 0.0172643, -0.913548, 0.0297316, 0.00770635, -0.0301565, 0.702268, 0.0710736, -1.12538, 0.996934, -0.00731957, -0.0567803, 0.0533396, 0.136876, -0.207846, 0.137016, 0.136876, -0.207846, 0.137016, 3, 0, 
[2024-10-16 17:54:43.566530] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12206] , 26.5565, 0.0768975, 0.0173243, -0.91368, 0.0281889, 0.0112562, -0.0273246, 0.288726, 0.283045, -0.445134, 0.996906, -0.00677857, -0.0572132, 0.0534633, 0.155617, -0.14098, 0.136659, 0.155617, -0.14098, 0.136659, 3, 0, 
[2024-10-16 17:54:43.571476] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12210] , 26.5665, 0.0770966, 0.0173811, -0.913883, 0.0324661, 0.0128437, -0.0325067, 0.384072, 0.29026, -0.543582, 0.996883, -0.00631099, -0.0576177, 0.0535282, 0.156282, -0.169454, 0.174802, 0.156282, -0.169454, 0.174802, 3, 0, 
[2024-10-16 17:54:43.576377] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12213] , 26.5665, 0.0773267, 0.0174477, -0.914112, 0.0374063, 0.0145009, -0.0378262, 0.471141, 0.297211, -0.61756, 0.996851, -0.00573752, -0.0580675, 0.0536963, 0.154327, -0.142708, 0.137791, 0.154327, -0.142708, 0.137791, 3, 0, 
[2024-10-16 17:54:43.581463] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12217] , 26.5765, 0.076338, 0.0181323, -0.914356, 0.0332869, 0.0133057, -0.0528545, 0.473891, -0.126607, -1.02503, 0.99682, -0.00541541, -0.0585961, 0.0537378, 0.143551, -0.1219, 0.147132, 0.143551, -0.1219, 0.147132, 3, 0, 
[2024-10-16 17:54:43.586509] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12219] , 26.5765, 0.0765027, 0.0181929, -0.914631, 0.034865, 0.0125782, -0.0575719, 0.437591, -0.129764, -1.00571, 0.996794, -0.00493341, -0.0589568, 0.0538638, 0.135332, -0.141747, 0.123316, 0.135332, -0.141747, 0.123316, 3, 0, 
[2024-10-16 17:54:43.591480] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12223] , 26.5865, 0.0766785, 0.0182518, -0.914924, 0.0365285, 0.0118723, -0.0621157, 0.417462, -0.131347, -0.987826, 0.996777, -0.00451804, -0.0592611, 0.0538907, 0.143623, -0.0573739, 0.112165, 0.143623, -0.0573739, 0.112165, 3, 0, 
[2024-10-16 17:54:43.598508] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12227] , 26.5965, 0.0768752, 0.0183081, -0.915242, 0.0393339, 0.0110993, -0.0670353, 0.466137, -0.137954, -0.99898, 0.996768, -0.00405191, -0.059386, 0.0539563, 0.134073, -0.0713222, 0.125365, 0.134073, -0.0713222, 0.125365, 3, 0, 
[2024-10-16 17:54:43.601548] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12229] , 26.5965, 0.0770787, 0.018362, -0.915593, 0.0415341, 0.0103857, -0.072558, 0.458275, -0.139254, -1.02806, 0.996751, -0.00363827, -0.0596281, 0.0540158, 0.131235, -0.0625135, 0.102674, 0.131235, -0.0625135, 0.102674, 3, 0, 
[2024-10-16 17:54:43.606381] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12232] , 26.5965, 0.0772869, 0.0184124, -0.915965, 0.04328, 0.00964009, -0.0774937, 0.434553, -0.141483, -1.01926, 0.996744, -0.0031989, -0.0597433, 0.0540521, 0.149267, -0.0386969, 0.132604, 0.149267, -0.0386969, 0.132604, 3, 0, 
[2024-10-16 17:54:43.611470] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12235] , 26.6065, 0.0774834, 0.0184665, -0.916352, 0.0425829, 0.00995529, -0.0813938, 0.242971, -0.0567371, -0.950986, 0.996736, -0.0027025, -0.0598436, 0.0541193, 0.150265, 0.00708972, 0.105935, 0.150265, 0.00708972, 0.105935, 3, 0, 
[2024-10-16 17:54:43.618507] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12240] , 26.6165, 0.0781332, 0.0198698, -0.916592, 0.054233, 0.0192547, -0.0881753, 0.514591, -0.0443764, -1.10556, 0.996739, -0.00226663, -0.0598317, 0.0540973, 0.146727, 0.0399366, 0.14506, 0.146727, 0.0399366, 0.14506, 3, 0, 
[2024-10-16 17:54:43.621464] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12242] , 26.6165, 0.0784084, 0.0199668, -0.917045, 0.0566069, 0.0190235, -0.0935412, 0.507953, -0.044986, -1.09992, 0.996734, -0.00174877, -0.0598065, 0.054241, 0.126387, -0.0089103, 0.132278, 0.126387, -0.0089103, 0.132278, 3, 0, 
[2024-10-16 17:54:43.626371] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12244] , 26.6165, 0.0787016, 0.0200683, -0.917535, 0.0597605, 0.0194998, -0.0999458, 0.553452, 0.000967531, -1.16552, 0.996732, -0.00131714, -0.0597865, 0.0543127, 0.145847, 0.0970321, 0.148487, 0.145847, 0.0970321, 0.148487, 3, 0, 
[2024-10-16 17:54:43.631708] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12248] , 26.6265, 0.0789894, 0.0201652, -0.91802, 0.061037, 0.0193915, -0.103079, 0.482898, -0.00463458, -1.03715, 0.996744, -0.000776812, -0.059475, 0.0544367, 0.123412, 0.108655, 0.118299, 0.123412, 0.108655, 0.118299, 3, 0, 
[2024-10-16 17:54:43.636528] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12251] , 26.6265, 0.0792735, 0.0202607, -0.918512, 0.061521, 0.0192101, -0.105565, 0.408989, -0.010876, -0.933331, 0.996753, -0.00037847, -0.0592406, 0.0545278, 0.116777, 0.157839, 0.170835, 0.116777, 0.157839, 0.170835, 3, 0, 
[2024-10-16 17:54:43.641691] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12255] , 26.6365, 0.0794499, 0.020344, -0.918884, 0.0472467, 0.0175273, -0.0896409, -0.783567, -0.131562, 0.585177, 0.996764, 0.000158108, -0.0588566, 0.054755, 0.108559, 0.0926853, 0.139199, 0.108559, 0.0926853, 0.139199, 3, 0, 
[2024-10-16 17:54:43.648118] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12259] , 26.6365, 0.0771843, 0.0201629, -0.919633, 0.0295255, 0.0171283, -0.0950641, -0.475032, -0.115641, 0.0311688, 0.996746, 0.00048693, -0.0590759, 0.0548368, 0.116627, 0.14194, 0.158972, 0.116627, 0.14194, 0.158972, 3, 0, 
[2024-10-16 17:54:43.651437] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12261] , 26.6465, 0.0772855, 0.0202643, -0.920104, 0.0256623, 0.016567, -0.0932688, -0.529699, -0.120623, 0.101945, 0.996763, 0.000988225, -0.0586026, 0.0550296, 0.0997408, 0.215677, 0.136381, 0.0997408, 0.215677, 0.136381, 3, 0, 
[2024-10-16 17:54:43.656431] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12263] , 26.6465, 0.0773865, 0.0203576, -0.920554, 0.0219291, 0.0159524, -0.0917469, -0.56515, -0.123952, 0.136158, 0.996785, 0.00133441, -0.0581108, 0.0551476, 0.0703269, 0.205113, 0.125645, 0.0703269, 0.205113, 0.125645, 3, 0, 
[2024-10-16 17:54:43.661550] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12267] , 26.6565, 0.0774758, 0.0204113, -0.921003, 0.0189413, 0.012432, -0.0901327, -0.548978, -0.291136, 0.17819, 0.996801, 0.00169242, -0.0576536, 0.0553315, 0.0722387, 0.156869, 0.11616, 0.0722387, 0.156869, 0.11616, 3, 0, 
[2024-10-16 17:54:43.668177] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12272] , 26.6565, 0.0775627, 0.0204735, -0.921465, 0.0170354, 0.0110836, -0.0900647, -0.49955, -0.286299, 0.134408, 0.996815, 0.0020167, -0.0572903, 0.055435, 0.0868124, 0.186171, 0.11141, 0.0868124, 0.186171, 0.11141, 3, 0, 
[2024-10-16 17:54:43.671708] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12274] , 26.6666, 0.0776445, 0.0205286, -0.921924, 0.0149135, 0.00970266, -0.0902071, -0.482657, -0.284781, 0.0989311, 0.99684, 0.00238594, -0.0567117, 0.0555693, 0.0676023, 0.283551, 0.11064, 0.0676023, 0.283551, 0.11064, 3, 0, 
[2024-10-16 17:54:43.678168] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12278] , 26.6666, 0.077762, 0.0205884, -0.922414, 0.0186511, 0.00992219, -0.0956581, -0.000991485, -0.155364, -0.350768, 0.99687, 0.00269436, -0.0560416, 0.0557005, 0.0699846, 0.226294, 0.10993, 0.0699846, 0.226294, 0.10993, 3, 0, 
[2024-10-16 17:54:43.681766] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12281] , 26.6765, 0.0780039, 0.0195166, -0.921725, 0.0296603, 0.00375032, -0.0897506, 0.0332644, -0.158945, -0.0809533, 0.99689, 0.00320729, -0.0555307, 0.0558306, 0.0788106, 0.230507, 0.0958487, 0.0788106, 0.230507, 0.0958487, 3, 0, 
[2024-10-16 17:54:43.688202] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12284] , 26.6765, 0.0781531, 0.019534, -0.922173, 0.0297288, 0.00294743, -0.0901397, 0.0297367, -0.159313, -0.0808958, 0.996919, 0.00352733, -0.0548931, 0.0559145, 0.0735694, 0.265142, 0.0914693, 0.0735694, 0.265142, 0.0914693, 3, 0, 
[2024-10-16 17:54:43.691766] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12287] , 26.6865, 0.0783149, 0.0195336, -0.92265, 0.0311911, 0.000673943, -0.0934455, 0.113037, -0.25159, -0.26557, 0.996948, 0.00382522, -0.0542475, 0.0560105, 0.0538714, 0.277192, 0.0834527, 0.0538714, 0.277192, 0.0834527, 3, 0, 
[2024-10-16 17:54:43.698475] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12291] , 26.6965, 0.078473, 0.0195343, -0.923124, 0.0317499, -0.000584613, -0.0951742, 0.112487, -0.251683, -0.288159, 0.99698, 0.0040761, -0.0535445, 0.0561051, 0.053641, 0.282669, 0.0787568, 0.053641, 0.282669, 0.0787568, 3, 0, 
