[2024-10-16 17:54:18.016659] [0x0000007f8e48c010] [MocapTag] [0x000063df] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-10-16 17:54:42.601538] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11596] , 25.5965, -0.163977, -0.299918, -0.966997, -0.99889, -0.0100166, 0.00770383, -0.0453866, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.604813] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11597] , 25.5965, -0.163977, -0.299918, -0.966997, -0.99889, -0.0100166, 0.00770383, -0.0453866, 0.0941281, 0.00421101, -0.0975159, 0, -0.0485386, 0, 
[2024-10-16 17:54:42.606957] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11599] , 25.6065, -0.163977, -0.299918, -0.966997, -0.99889, -0.0100166, 0.00770383, -0.0453866, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.609716] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11601] , 25.6065, -0.163736, -0.299972, -0.968243, -0.998845, -0.0106096, 0.0098108, -0.0458204, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.612932] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11603] , 25.6065, -0.163736, -0.299972, -0.968243, -0.998845, -0.0106096, 0.0098108, -0.0458204, 0.0241128, -0.00536, -0.124586, 0.138545, 0.414592, -0.0926599, 
[2024-10-16 17:54:42.615570] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11605] , 25.6065, -0.163736, -0.299972, -0.968243, -0.998845, -0.0106096, 0.0098108, -0.0458204, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.618309] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11607] , 25.6165, -0.163736, -0.299972, -0.968243, -0.998845, -0.0106096, 0.0098108, -0.0458204, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.620875] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11609] , 25.6165, -0.163113, -0.299889, -0.969022, -0.998845, -0.0107852, 0.00919367, -0.0459215, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.623327] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11610] , 25.6165, -0.163113, -0.299889, -0.969022, -0.998845, -0.0107852, 0.00919367, -0.0459215, 0.0622604, 0.00824569, -0.0779111, 0, -0.125131, 0, 
[2024-10-16 17:54:42.627918] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11613] , 25.6265, -0.163113, -0.299889, -0.969022, -0.998845, -0.0107852, 0.00919367, -0.0459215, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.630370] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11615] , 25.6265, -0.162598, -0.299884, -0.970004, -0.998825, -0.0110258, 0.0108887, -0.0459233, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.633155] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11616] , 25.6265, -0.162598, -0.299884, -0.970004, -0.998825, -0.0110258, 0.0108887, -0.0459233, 0.0514948, 0, -0.0981771, 0.0637531, 0.336408, 0, 
[2024-10-16 17:54:42.635907] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11618] , 25.6265, -0.162598, -0.299884, -0.970004, -0.998825, -0.0110258, 0.0108887, -0.0459233, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.638780] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11620] , 25.6365, -0.162598, -0.299884, -0.970004, -0.998825, -0.0110258, 0.0108887, -0.0459233, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.641155] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11622] , 25.6365, -0.161491, -0.299757, -0.971166, -0.998826, -0.010596, 0.0107052, -0.046048, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.644827] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11623] , 25.6365, -0.161491, -0.299757, -0.971166, -0.998826, -0.010596, 0.0107052, -0.046048, 0.110728, 0.0126398, -0.116194, -0.0873327, 0, 0, 
[2024-10-16 17:54:42.647382] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11626] , 25.6465, -0.161491, -0.299757, -0.971166, -0.998826, -0.010596, 0.0107052, -0.046048, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.650077] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11627] , 25.6465, -0.161589, -0.299577, -0.971782, -0.998806, -0.0102851, 0.0115953, -0.0463318, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.653046] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11629] , 25.6465, -0.161589, -0.299577, -0.971782, -0.998806, -0.0102851, 0.0115953, -0.0463318, -0.0097977, 0.0180711, -0.0615877, -0.0532389, 0.180096, -0.0582807, 
[2024-10-16 17:54:42.655504] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11631] , 25.6465, -0.161589, -0.299577, -0.971782, -0.998806, -0.0102851, 0.0115953, -0.0463318, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.660393] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11634] , 25.6565, -0.161589, -0.299577, -0.971782, -0.998806, -0.0102851, 0.0115953, -0.0463318, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.662801] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11635] , 25.6565, -0.160579, -0.299476, -0.972953, -0.998814, -0.00963119, 0.0120414, -0.0461902, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.665459] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11637] , 25.6565, -0.160579, -0.299476, -0.972953, -0.998814, -0.00963119, 0.0120414, -0.0461902, 0.101023, 0.0100424, -0.117169, -0.126839, 0.0954792, 0, 
[2024-10-16 17:54:42.668504] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11639] , 25.6665, -0.160579, -0.299476, -0.972953, -0.998814, -0.00963119, 0.0120414, -0.0461902, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.671126] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11641] , 25.6665, -0.159709, -0.299321, -0.973772, -0.99883, -0.00956856, 0.0109173, -0.0461192, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.675662] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11643] , 25.6665, -0.159709, -0.299321, -0.973772, -0.99883, -0.00956856, 0.0109173, -0.0461192, 0.0870142, 0.0155304, -0.0818464, 0, -0.223861, 0, 
[2024-10-16 17:54:42.678449] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11645] , 25.6765, -0.159709, -0.299321, -0.973772, -0.99883, -0.00956856, 0.0109173, -0.0461192, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.680966] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11647] , 25.6765, -0.158868, -0.299154, -0.974831, -0.998831, -0.00906693, 0.0114387, -0.0460763, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.683614] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11648] , 25.6765, -0.158868, -0.299154, -0.974831, -0.998831, -0.00906693, 0.0114387, -0.0460763, 0.0840956, 0.016647, -0.105946, -0.0954866, 0.108902, 0, 
[2024-10-16 17:54:42.686596] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11650] , 25.6765, -0.158868, -0.299154, -0.974831, -0.998831, -0.00906693, 0.0114387, -0.0460763, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.688974] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11652] , 25.6865, -0.158868, -0.299154, -0.974831, -0.998831, -0.00906693, 0.0114387, -0.0460763, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.692426] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11654] , 25.6865, -0.157481, -0.298987, -0.97589, -0.998849, -0.00922788, 0.0106866, -0.0458427, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.695144] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11656] , 25.6865, -0.157481, -0.298987, -0.97589, -0.998849, -0.00922788, 0.0106866, -0.0458427, 0.138694, 0.0167365, -0.105904, 0, -0.151303, 0.0480242, 
[2024-10-16 17:54:42.698297] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11658] , 25.6965, -0.157481, -0.298987, -0.97589, -0.998849, -0.00922788, 0.0106866, -0.0458427, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.700544] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11660] , 25.6965, -0.156994, -0.298765, -0.976834, -0.998858, -0.00806486, 0.0101775, -0.0459795, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.703288] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11661] , 25.6965, -0.156994, -0.298765, -0.976834, -0.998858, -0.00806486, 0.0101775, -0.0459795, 0.0486345, 0.022215, -0.0943964, -0.236821, -0.0912601, 0, 
[2024-10-16 17:54:42.708112] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11664] , 25.7065, -0.156994, -0.298765, -0.976834, -0.998858, -0.00806486, 0.0101775, -0.0459795, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.710281] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11665] , 25.7065, -0.156152, -0.29853, -0.977294, -0.998882, -0.00676654, 0.00820698, -0.0460649, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.713028] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11667] , 25.7065, -0.156152, -0.29853, -0.977294, -0.998882, -0.00676654, 0.00820698, -0.0460649, 0.0842417, 0.0235019, -0.046007, -0.277495, -0.381844, 0, 
[2024-10-16 17:54:42.715808] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11669] , 25.7065, -0.156152, -0.29853, -0.977294, -0.998882, -0.00676654, 0.00820698, -0.0460649, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.718444] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11671] , 25.7165, -0.156152, -0.29853, -0.977294, -0.998882, -0.00676654, 0.00820698, -0.0460649, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.721138] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11673] , 25.7165, -0.155444, -0.298297, -0.977953, -0.998896, -0.006789, 0.00713277, -0.0459382, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.725243] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11674] , 25.7165, -0.155444, -0.298297, -0.977953, -0.998896, -0.006789, 0.00713277, -0.0459382, 0.0708155, 0.0232745, -0.0658375, 0, -0.214639, 0, 
[2024-10-16 17:54:42.727301] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11676] , 25.7265, -0.155444, -0.298297, -0.977953, -0.998896, -0.006789, 0.00713277, -0.0459382, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.729819] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11678] , 25.7265, -0.154034, -0.298067, -0.979314, -0.998904, -0.00561172, 0.00637613, -0.0460235, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.732457] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11680] , 25.7265, -0.154034, -0.298067, -0.979314, -0.998904, -0.00561172, 0.00637613, -0.0460235, 0.141003, 0.0230409, -0.13617, -0.24209, -0.140441, 0, 
[2024-10-16 17:54:42.735249] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11681] , 25.7265, -0.154034, -0.298067, -0.979314, -0.998904, -0.00561172, 0.00637613, -0.0460235, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.739706] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11684] , 25.7365, -0.154034, -0.298067, -0.979314, -0.998904, -0.00561172, 0.00637613, -0.0460235, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.742780] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11686] , 25.7365, -0.152888, -0.297778, -0.980105, -0.998927, -0.00499475, 0.00432086, -0.0458468, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.745027] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11687] , 25.7365, -0.152888, -0.297778, -0.980105, -0.998927, -0.00499475, 0.00432086, -0.0458468, 0.114595, 0.0288659, -0.0790385, -0.142384, -0.40475, 0.0384778, 
[2024-10-16 17:54:42.747846] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11690] , 25.7465, -0.152888, -0.297778, -0.980105, -0.998927, -0.00499475, 0.00432086, -0.0458468, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.750542] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11692] , 25.7465, -0.151353, -0.297543, -0.981173, -0.998931, -0.00501194, 0.002324, -0.045902, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.753063] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11693] , 25.7465, -0.151353, -0.297543, -0.981173, -0.998931, -0.00501194, 0.002324, -0.045902, 0.1535, 0.0235491, -0.10685, 0, -0.399162, 0, 
[2024-10-16 17:54:42.756425] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11695] , 25.7465, -0.151353, -0.297543, -0.981173, -0.998931, -0.00501194, 0.002324, -0.045902, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.759071] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11697] , 25.7565, -0.151353, -0.297543, -0.981173, -0.998931, -0.00501194, 0.002324, -0.045902, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.761730] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11699] , 25.7565, -0.150579, -0.297344, -0.981968, -0.998929, -0.00471102, 0.00215815, -0.0459779, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.764385] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11700] , 25.7565, -0.150579, -0.297344, -0.981968, -0.998929, -0.00471102, 0.00215815, -0.0459779, 0.0774069, 0.0198219, -0.0794867, -0.0616312, 0, 0, 
[2024-10-16 17:54:42.767310] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11702] , 25.7665, -0.150579, -0.297344, -0.981968, -0.998929, -0.00471102, 0.00215815, -0.0459779, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.771086] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11705] , 25.7665, -0.149352, -0.29709, -0.982872, -0.998932, -0.0043093, -0.000368053, -0.0459998, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.773772] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11706] , 25.7665, -0.149352, -0.29709, -0.982872, -0.998932, -0.0043093, -0.000368053, -0.0459998, 0.122628, 0.0254057, -0.0904449, -0.103498, -0.501025, 0, 
[2024-10-16 17:54:42.776290] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11708] , 25.7665, -0.149352, -0.29709, -0.982872, -0.998932, -0.0043093, -0.000368053, -0.0459998, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.778958] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11710] , 25.7765, -0.149352, -0.29709, -0.982872, -0.998932, -0.0043093, -0.000368053, -0.0459998, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.781460] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11712] , 25.7765, -0.148209, -0.296877, -0.983786, -0.998929, -0.00360853, -0.00126387, -0.0461117, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.787453] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11715] , 25.7865, -0.148209, -0.296877, -0.983786, -0.998929, -0.00360853, -0.00126387, -0.0461117, 0.114314, 0.0213086, -0.0913073, -0.148273, -0.172606, 0, 
[2024-10-16 17:54:42.789162] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11716] , 25.7865, -0.148209, -0.296877, -0.983786, -0.998929, -0.00360853, -0.00126387, -0.0461117, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.791795] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11718] , 25.7865, -0.146978, -0.296678, -0.984412, -0.998927, -0.0040815, -0.0037442, -0.0459781, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.794537] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11719] , 25.7865, -0.146978, -0.296678, -0.984412, -0.998927, -0.0040815, -0.0037442, -0.0459781, 0.123084, 0.019908, -0.0626367, 0.0717402, -0.499792, 0, 
[2024-10-16 17:54:42.797318] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11721] , 25.7965, -0.146978, -0.296678, -0.984412, -0.998927, -0.0040815, -0.0037442, -0.0459781, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.802429] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11724] , 25.7965, -0.145773, -0.296495, -0.98525, -0.99891, -0.00373947, -0.00556673, -0.0461879, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.805295] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11725] , 25.7965, -0.145773, -0.296495, -0.98525, -0.99891, -0.00373947, -0.00556673, -0.0461879, 0.120564, 0.0183208, -0.0837807, -0.08533, -0.361125, -0.0411518, 
[2024-10-16 17:54:42.808115] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11728] , 25.8066, -0.145773, -0.296495, -0.98525, -0.99891, -0.00373947, -0.00556673, -0.0461879, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.810758] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11730] , 25.8066, -0.144608, -0.296207, -0.985936, -0.998897, -0.00264145, -0.00898441, -0.0460207, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.813304] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11731] , 25.8066, -0.144608, -0.296207, -0.985936, -0.998897, -0.00264145, -0.00898441, -0.0460207, 0.116516, 0.0287861, -0.0686475, -0.250602, -0.672611, 0, 
[2024-10-16 17:54:42.818319] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11734] , 25.8165, -0.144608, -0.296207, -0.985936, -0.998897, -0.00264145, -0.00898441, -0.0460207, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.820675] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11736] , 25.8165, -0.143144, -0.295952, -0.986742, -0.998858, -0.00295092, -0.011719, -0.0462197, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.823757] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11737] , 25.8165, -0.143144, -0.295952, -0.986742, -0.998858, -0.00295092, -0.011719, -0.0462197, 0.146414, 0.025475, -0.0805768, 0.0362158, -0.549321, -0.0384666, 
[2024-10-16 17:54:42.825990] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11739] , 25.8165, -0.143144, -0.295952, -0.986742, -0.998858, -0.00295092, -0.011719, -0.0462197, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.828802] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11741] , 25.8265, -0.143144, -0.295952, -0.986742, -0.998858, -0.00295092, -0.011719, -0.0462197, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.833314] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11743] , 25.8265, -0.142043, -0.295827, -0.987251, -0.998826, -0.00322325, -0.0138485, -0.0463131, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.836121] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11745] , 25.8265, -0.142043, -0.295827, -0.987251, -0.998826, -0.00322325, -0.0138485, -0.0463131, 0.110035, 0.0125119, -0.0508546, 0, -0.428041, 0, 
[2024-10-16 17:54:42.838770] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11747] , 25.8365, -0.142043, -0.295827, -0.987251, -0.998826, -0.00322325, -0.0138485, -0.0463131, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.841183] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11749] , 25.8365, -0.140789, -0.29563, -0.988091, -0.998802, -0.00295481, -0.0155267, -0.0463119, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.843934] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11750] , 25.8365, -0.140789, -0.29563, -0.988091, -0.998802, -0.00295481, -0.0155267, -0.0463119, 0.125442, 0.0196933, -0.084046, -0.0691652, -0.332818, 0, 
[2024-10-16 17:54:42.846557] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11752] , 25.8365, -0.140789, -0.29563, -0.988091, -0.998802, -0.00295481, -0.0155267, -0.0463119, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.850188] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11754] , 25.8465, -0.140789, -0.29563, -0.988091, -0.998802, -0.00295481, -0.0155267, -0.0463119, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.853498] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11756] , 25.8465, -0.139558, -0.295333, -0.988828, -0.998768, -0.00218165, -0.0179548, -0.0462002, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.855676] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11758] , 25.8465, -0.139558, -0.295333, -0.988828, -0.998768, -0.00218165, -0.0179548, -0.0462002, 0.123033, 0.0297001, -0.0736625, -0.176597, -0.477983, 0, 
[2024-10-16 17:54:42.858378] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11760] , 25.8565, -0.139558, -0.295333, -0.988828, -0.998768, -0.00218165, -0.0179548, -0.0462002, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.861006] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11762] , 25.8565, -0.138419, -0.295214, -0.989383, -0.998709, -0.00271249, -0.0205521, -0.0463656, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.865274] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11763] , 25.8565, -0.138419, -0.295214, -0.989383, -0.998709, -0.00271249, -0.0205521, -0.0463656, 0.113944, 0.0119521, -0.0555841, 0.0814438, -0.523959, 0, 
[2024-10-16 17:54:42.868515] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11766] , 25.8665, -0.138419, -0.295214, -0.989383, -0.998709, -0.00271249, -0.0205521, -0.0463656, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.870816] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11768] , 25.8665, -0.137279, -0.295086, -0.989866, -0.99868, -0.00379382, -0.0220118, -0.0462639, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.873367] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11769] , 25.8665, -0.137279, -0.295086, -0.989866, -0.99868, -0.00379382, -0.0220118, -0.0462639, 0.11403, 0.012772, -0.0482295, 0.203133, -0.30167, 0, 
[2024-10-16 17:54:42.876179] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11771] , 25.8665, -0.137279, -0.295086, -0.989866, -0.99868, -0.00379382, -0.0220118, -0.0462639, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.880627] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11774] , 25.8765, -0.137279, -0.295086, -0.989866, -0.99868, -0.00379382, -0.0220118, -0.0462639, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.883169] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11775] , 25.8765, -0.136211, -0.294931, -0.990191, -0.998616, -0.00401502, -0.024609, -0.0463012, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.886259] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11777] , 25.8765, -0.136211, -0.294931, -0.990191, -0.998616, -0.00401502, -0.024609, -0.0463012, 0.106763, 0.015486, -0.0325089, 0, -0.521094, 0, 
[2024-10-16 17:54:42.888881] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11779] , 25.8865, -0.136211, -0.294931, -0.990191, -0.998616, -0.00401502, -0.024609, -0.0463012, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.891212] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11781] , 25.8865, -0.135186, -0.294764, -0.990904, -0.998581, -0.0036647, -0.0258221, -0.0464308, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.895539] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11782] , 25.8865, -0.135186, -0.294764, -0.990904, -0.998581, -0.0036647, -0.0258221, -0.0464308, 0.102535, 0.016739, -0.0713005, -0.0819445, -0.239251, 0, 
[2024-10-16 17:54:42.898427] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11785] , 25.8965, -0.135186, -0.294764, -0.990904, -0.998581, -0.0036647, -0.0258221, -0.0464308, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.900783] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11787] , 25.8965, -0.134192, -0.294586, -0.991299, -0.99858, -0.00394721, -0.0266906, -0.0459391, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.903518] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11788] , 25.8965, -0.134192, -0.294586, -0.991299, -0.99858, -0.00394721, -0.0266906, -0.0459391, 0.0993508, 0.0178196, -0.0395409, 0.0510931, -0.175937, 0.100065, 
[2024-10-16 17:54:42.906264] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11790] , 25.8965, -0.134192, -0.294586, -0.991299, -0.99858, -0.00394721, -0.0266906, -0.0459391, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.908923] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11792] , 25.9065, -0.134192, -0.294586, -0.991299, -0.99858, -0.00394721, -0.0266906, -0.0459391, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.912297] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11794] , 25.9065, -0.133223, -0.294454, -0.991634, -0.998537, -0.00428485, -0.0283803, -0.0458173, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.914665] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11795] , 25.9065, -0.133223, -0.294454, -0.991634, -0.998537, -0.00428485, -0.0283803, -0.0458173, 0.0968847, 0.0131648, -0.0334342, 0.052762, -0.340728, 0, 
[2024-10-16 17:54:42.917531] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11798] , 25.9165, -0.133223, -0.294454, -0.991634, -0.998537, -0.00428485, -0.0283803, -0.0458173, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.920182] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11799] , 25.9165, -0.132317, -0.294192, -0.991773, -0.998514, -0.00579631, -0.0290368, -0.04576, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.922933] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11801] , 25.9165, -0.132317, -0.294192, -0.991773, -0.998514, -0.00579631, -0.0290368, -0.04576, 0.0906528, 0.0262061, -0.0139536, 0.296712, -0.145005, 0, 
