[2024-10-16 17:54:18.016659] [0x0000007f8e48c010] [MocapTag] [0x000063df] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-10-16 17:54:22.951969] [0x0000007f857f99a0] [MocapTag] [0x000063df] [118] , 5.94648, -0.166606, -0.314302, -0.107313, -0.999931, -0.00266695, -0.0081501, 0.00799475, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:22.956023] [0x0000007f857f99a0] [MocapTag] [0x000063df] [119] , 5.94648, -0.166606, -0.314302, -0.107313, -0.999931, -0.00266695, -0.0081501, 0.00799475, -0.00500474, -0.00204933, -0.00278767, -0.0381947, 0.0895329, 0, 
[2024-10-16 17:54:22.959031] [0x0000007f857f99a0] [MocapTag] [0x000063df] [120] , 5.95648, -0.166606, -0.314302, -0.107313, -0.999931, -0.00266695, -0.0081501, 0.00799475, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:22.961773] [0x0000007f857f99a0] [MocapTag] [0x000063df] [121] , 5.95648, -0.166532, -0.31427, -0.10729, -0.999925, -0.00282353, -0.00867837, 0.00812736, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:22.964510] [0x0000007f857f99a0] [MocapTag] [0x000063df] [122] , 5.95648, -0.166532, -0.31427, -0.10729, -0.999925, -0.00282353, -0.00867837, 0.00812736, 0.00744399, 0.0032289, 0.00234646, 0, -0.105325, 0, 
[2024-10-16 17:54:22.967320] [0x0000007f857f99a0] [MocapTag] [0x000063df] [123] , 5.96648, -0.166532, -0.31427, -0.10729, -0.999925, -0.00282353, -0.00867837, 0.00812736, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:22.972016] [0x0000007f857f99a0] [MocapTag] [0x000063df] [124] , 5.96648, -0.166532, -0.31427, -0.10729, -0.999925, -0.00282353, -0.00867837, 0.00812736, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:22.974633] [0x0000007f857f99a0] [MocapTag] [0x000063df] [125] , 5.96648, -0.166555, -0.314221, -0.107333, -0.999927, -0.00249191, -0.00828151, 0.00845661, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:22.977724] [0x0000007f857f99a0] [MocapTag] [0x000063df] [126] , 5.97648, -0.166555, -0.314221, -0.107333, -0.999927, -0.00249191, -0.00828151, 0.00845661, -0.00226384, 0.00490245, -0.00437698, -0.0664473, 0.0789998, 0.0650702, 
[2024-10-16 17:54:22.980397] [0x0000007f857f99a0] [MocapTag] [0x000063df] [127] , 5.97648, -0.166555, -0.314221, -0.107333, -0.999927, -0.00249191, -0.00828151, 0.00845661, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:22.982757] [0x0000007f857f99a0] [MocapTag] [0x000063df] [128] , 5.97648, -0.166489, -0.314224, -0.107347, -0.999925, -0.00276665, -0.00866431, 0.00814678, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:22.987539] [0x0000007f857f99a0] [MocapTag] [0x000063df] [129] , 5.98648, -0.166489, -0.314224, -0.107347, -0.999925, -0.00276665, -0.00866431, 0.00814678, 0.00658102, 0, 0, 0.0550747, -0.0762686, -0.0612933, 
[2024-10-16 17:54:22.990242] [0x0000007f857f99a0] [MocapTag] [0x000063df] [130] , 5.98648, -0.166489, -0.314224, -0.107347, -0.999925, -0.00276665, -0.00866431, 0.00814678, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:22.992720] [0x0000007f857f99a0] [MocapTag] [0x000063df] [131] , 5.98648, -0.16666, -0.314305, -0.107245, -0.999923, -0.00274673, -0.00869059, 0.00839328, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:22.995300] [0x0000007f857f99a0] [MocapTag] [0x000063df] [132] , 5.98648, -0.16666, -0.314305, -0.107245, -0.999923, -0.00274673, -0.00869059, 0.00839328, -0.0170934, -0.00811591, 0.0102522, 0, 0, 0.0492897, 
[2024-10-16 17:54:22.999022] [0x0000007f857f99a0] [MocapTag] [0x000063df] [133] , 5.99649, -0.16666, -0.314305, -0.107245, -0.999923, -0.00274673, -0.00869059, 0.00839328, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.002439] [0x0000007f857f99a0] [MocapTag] [0x000063df] [134] , 5.99649, -0.16666, -0.314305, -0.107245, -0.999923, -0.00274673, -0.00869059, 0.00839328, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.004876] [0x0000007f857f99a0] [MocapTag] [0x000063df] [135] , 5.99649, -0.166482, -0.314262, -0.107332, -0.999925, -0.00287964, -0.00859551, 0.00817691, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.007771] [0x0000007f857f99a0] [MocapTag] [0x000063df] [136] , 6.00648, -0.166482, -0.314262, -0.107332, -0.999925, -0.00287964, -0.00859551, 0.00817691, 0.0177769, 0.00430189, -0.00873415, 0, 0, -0.0431087, 
[2024-10-16 17:54:23.010509] [0x0000007f857f99a0] [MocapTag] [0x000063df] [137] , 6.00648, -0.166482, -0.314262, -0.107332, -0.999925, -0.00287964, -0.00859551, 0.00817691, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.013013] [0x0000007f857f99a0] [MocapTag] [0x000063df] [138] , 6.00648, -0.166635, -0.314332, -0.10722, -0.999924, -0.00277691, -0.00876206, 0.008204, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.017552] [0x0000007f857f99a0] [MocapTag] [0x000063df] [139] , 6.01648, -0.166635, -0.314332, -0.10722, -0.999924, -0.00277691, -0.00876206, 0.008204, -0.0152551, -0.00694163, 0.0112386, 0, 0, 0, 
[2024-10-16 17:54:23.020269] [0x0000007f857f99a0] [MocapTag] [0x000063df] [140] , 6.01648, -0.166635, -0.314332, -0.10722, -0.999924, -0.00277691, -0.00876206, 0.008204, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.023071] [0x0000007f857f99a0] [MocapTag] [0x000063df] [141] , 6.01648, -0.166498, -0.314266, -0.107335, -0.999926, -0.00290682, -0.00857369, 0.00815841, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.026840] [0x0000007f857f99a0] [MocapTag] [0x000063df] [142] , 6.02648, -0.166498, -0.314266, -0.107335, -0.999926, -0.00290682, -0.00857369, 0.00815841, 0.0136706, 0.00652643, -0.0114619, 0, 0.0378603, 0, 
[2024-10-16 17:54:23.028360] [0x0000007f857f99a0] [MocapTag] [0x000063df] [143] , 6.02648, -0.166498, -0.314266, -0.107335, -0.999926, -0.00290682, -0.00857369, 0.00815841, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.032776] [0x0000007f857f99a0] [MocapTag] [0x000063df] [144] , 6.02648, -0.166574, -0.314333, -0.107221, -0.999924, -0.00276587, -0.00883852, 0.00811902, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.035375] [0x0000007f857f99a0] [MocapTag] [0x000063df] [145] , 6.02648, -0.166574, -0.314333, -0.107221, -0.999924, -0.00276587, -0.00883852, 0.00811902, -0.00762017, -0.0066888, 0.0113383, 0, -0.0532199, 0, 
[2024-10-16 17:54:23.038040] [0x0000007f857f99a0] [MocapTag] [0x000063df] [146] , 6.03648, -0.166574, -0.314333, -0.107221, -0.999924, -0.00276587, -0.00883852, 0.00811902, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.040623] [0x0000007f857f99a0] [MocapTag] [0x000063df] [147] , 6.03648, -0.166574, -0.314333, -0.107221, -0.999924, -0.00276587, -0.00883852, 0.00811902, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.043230] [0x0000007f857f99a0] [MocapTag] [0x000063df] [148] , 6.03648, -0.16648, -0.314269, -0.107341, -0.999925, -0.00291286, -0.00861597, 0.00815951, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.047764] [0x0000007f857f99a0] [MocapTag] [0x000063df] [149] , 6.04648, -0.16648, -0.314269, -0.107341, -0.999925, -0.00291286, -0.00861597, 0.00815951, 0.00942321, 0.00643087, -0.0119926, 0, 0.0447733, 0, 
[2024-10-16 17:54:23.050139] [0x0000007f857f99a0] [MocapTag] [0x000063df] [150] , 6.04648, -0.16648, -0.314269, -0.107341, -0.999925, -0.00291286, -0.00861597, 0.00815951, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.054141] [0x0000007f857f99a0] [MocapTag] [0x000063df] [151] , 6.04648, -0.166559, -0.314317, -0.107208, -0.999923, -0.00268658, -0.00883623, 0.00826135, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.055493] [0x0000007f857f99a0] [MocapTag] [0x000063df] [152] , 6.04648, -0.166559, -0.314317, -0.107208, -0.999923, -0.00268658, -0.00883623, 0.00826135, -0.0079681, -0.0047755, 0.0132944, -0.0447273, -0.0443663, 0, 
[2024-10-16 17:54:23.058324] [0x0000007f857f99a0] [MocapTag] [0x000063df] [153] , 6.05647, -0.166559, -0.314317, -0.107208, -0.999923, -0.00268658, -0.00883623, 0.00826135, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.062804] [0x0000007f857f99a0] [MocapTag] [0x000063df] [154] , 6.05647, -0.16646, -0.314255, -0.107353, -0.999925, -0.00281507, -0.0086251, 0.00819108, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.065491] [0x0000007f857f99a0] [MocapTag] [0x000063df] [155] , 6.05647, -0.16646, -0.314255, -0.107353, -0.999925, -0.00281507, -0.0086251, 0.00819108, 0.00999479, 0.00613627, -0.0145355, 0, 0.042399, 0, 
[2024-10-16 17:54:23.068511] [0x0000007f857f99a0] [MocapTag] [0x000063df] [156] , 6.06648, -0.16646, -0.314255, -0.107353, -0.999925, -0.00281507, -0.0086251, 0.00819108, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.070616] [0x0000007f857f99a0] [MocapTag] [0x000063df] [157] , 6.06648, -0.16646, -0.314255, -0.107353, -0.999925, -0.00281507, -0.0086251, 0.00819108, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.073270] [0x0000007f857f99a0] [MocapTag] [0x000063df] [158] , 6.06648, -0.166584, -0.314295, -0.10721, -0.999922, -0.00261921, -0.00881019, 0.00845552, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.077916] [0x0000007f857f99a0] [MocapTag] [0x000063df] [159] , 6.07647, -0.166584, -0.314295, -0.10721, -0.999922, -0.00261921, -0.00881019, 0.00845552, -0.0124115, -0.00399094, 0.0143033, -0.0384092, -0.0371967, 0.0526635, 
[2024-10-16 17:54:23.080664] [0x0000007f857f99a0] [MocapTag] [0x000063df] [160] , 6.07647, -0.166584, -0.314295, -0.10721, -0.999922, -0.00261921, -0.00881019, 0.00845552, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.083288] [0x0000007f857f99a0] [MocapTag] [0x000063df] [161] , 6.07647, -0.166462, -0.314246, -0.107361, -0.999926, -0.00274752, -0.00866743, 0.00812501, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.085859] [0x0000007f857f99a0] [MocapTag] [0x000063df] [162] , 6.07647, -0.166462, -0.314246, -0.107361, -0.999926, -0.00274752, -0.00866743, 0.00812501, 0.0121649, 0.00492525, -0.0151025, 0, 0, -0.0659708, 
[2024-10-16 17:54:23.088672] [0x0000007f857f99a0] [MocapTag] [0x000063df] [163] , 6.08648, -0.166462, -0.314246, -0.107361, -0.999926, -0.00274752, -0.00866743, 0.00812501, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.091121] [0x0000007f857f99a0] [MocapTag] [0x000063df] [164] , 6.08648, -0.16667, -0.314296, -0.107308, -0.999931, -0.00233968, -0.00789831, 0.00836169, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.095830] [0x0000007f857f99a0] [MocapTag] [0x000063df] [165] , 6.08648, -0.16667, -0.314296, -0.107308, -0.999931, -0.00233968, -0.00789831, 0.00836169, -0.020794, -0.00498505, 0.00538539, -0.082469, 0.153273, 0.0462444, 
[2024-10-16 17:54:23.098391] [0x0000007f857f99a0] [MocapTag] [0x000063df] [166] , 6.09648, -0.16667, -0.314296, -0.107308, -0.999931, -0.00233968, -0.00789831, 0.00836169, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.102142] [0x0000007f857f99a0] [MocapTag] [0x000063df] [167] , 6.09648, -0.166541, -0.314275, -0.107287, -0.999926, -0.00283871, -0.00862721, 0.00811748, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.103781] [0x0000007f857f99a0] [MocapTag] [0x000063df] [168] , 6.09648, -0.166541, -0.314275, -0.107287, -0.999926, -0.00283871, -0.00862721, 0.00811748, 0.0128766, 0.00206716, 0.00205675, 0.100636, -0.145085, -0.0476189, 
[2024-10-16 17:54:23.106119] [0x0000007f857f99a0] [MocapTag] [0x000063df] [169] , 6.09648, -0.166541, -0.314275, -0.107287, -0.999926, -0.00283871, -0.00862721, 0.00811748, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.110295] [0x0000007f857f99a0] [MocapTag] [0x000063df] [170] , 6.10649, -0.166541, -0.314275, -0.107287, -0.999926, -0.00283871, -0.00862721, 0.00811748, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.112633] [0x0000007f857f99a0] [MocapTag] [0x000063df] [171] , 6.10649, -0.166671, -0.314322, -0.107333, -0.999931, -0.00273172, -0.00809288, 0.00804018, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.115507] [0x0000007f857f99a0] [MocapTag] [0x000063df] [172] , 6.10649, -0.166671, -0.314322, -0.107333, -0.999931, -0.00273172, -0.00809288, 0.00804018, -0.013025, -0.00473074, -0.00459555, 0, 0.106647, 0, 
[2024-10-16 17:54:23.118142] [0x0000007f857f99a0] [MocapTag] [0x000063df] [173] , 6.11647, -0.166671, -0.314322, -0.107333, -0.999931, -0.00273172, -0.00809288, 0.00804018, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.120634] [0x0000007f857f99a0] [MocapTag] [0x000063df] [174] , 6.11647, -0.166671, -0.314322, -0.107333, -0.999931, -0.00273172, -0.00809288, 0.00804018, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.125200] [0x0000007f857f99a0] [MocapTag] [0x000063df] [175] , 6.11647, -0.166538, -0.314275, -0.107299, -0.999926, -0.00285407, -0.00863404, 0.00811798, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.129266] [0x0000007f857f99a0] [MocapTag] [0x000063df] [176] , 6.12648, -0.166538, -0.314275, -0.107299, -0.999926, -0.00285407, -0.00863404, 0.00811798, 0.0133072, 0.00477333, 0.00339635, 0, -0.107988, 0, 
[2024-10-16 17:54:23.130765] [0x0000007f857f99a0] [MocapTag] [0x000063df] [177] , 6.12648, -0.166538, -0.314275, -0.107299, -0.999926, -0.00285407, -0.00863404, 0.00811798, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.133267] [0x0000007f857f99a0] [MocapTag] [0x000063df] [178] , 6.12648, -0.166562, -0.314279, -0.107309, -0.999925, -0.00285174, -0.00865702, 0.00811945, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.136118] [0x0000007f857f99a0] [MocapTag] [0x000063df] [179] , 6.12648, -0.166562, -0.314279, -0.107309, -0.999925, -0.00285174, -0.00865702, 0.00811945, -0.00239761, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.139009] [0x0000007f857f99a0] [MocapTag] [0x000063df] [180] , 6.13648, -0.166562, -0.314279, -0.107309, -0.999925, -0.00285174, -0.00865702, 0.00811945, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.142251] [0x0000007f857f99a0] [MocapTag] [0x000063df] [181] , 6.13648, -0.166557, -0.314289, -0.107308, -0.999925, -0.00285993, -0.00866433, 0.00813054, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.145083] [0x0000007f857f99a0] [MocapTag] [0x000063df] [182] , 6.13648, -0.166557, -0.314289, -0.107308, -0.999925, -0.00285993, -0.00866433, 0.00813054, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.147947] [0x0000007f857f99a0] [MocapTag] [0x000063df] [183] , 6.14648, -0.166557, -0.314289, -0.107308, -0.999925, -0.00285993, -0.00866433, 0.00813054, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.150513] [0x0000007f857f99a0] [MocapTag] [0x000063df] [184] , 6.14648, -0.166557, -0.314289, -0.107308, -0.999925, -0.00285993, -0.00866433, 0.00813054, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.153006] [0x0000007f857f99a0] [MocapTag] [0x000063df] [185] , 6.14648, -0.166578, -0.314287, -0.107301, -0.999925, -0.00283921, -0.00868183, 0.00812911, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.158047] [0x0000007f857f99a0] [MocapTag] [0x000063df] [186] , 6.15648, -0.166578, -0.314287, -0.107301, -0.999925, -0.00283921, -0.00868183, 0.00812911, -0.00203139, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.160632] [0x0000007f857f99a0] [MocapTag] [0x000063df] [187] , 6.15648, -0.166578, -0.314287, -0.107301, -0.999925, -0.00283921, -0.00868183, 0.00812911, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.163443] [0x0000007f857f99a0] [MocapTag] [0x000063df] [188] , 6.15648, -0.166577, -0.314288, -0.107297, -0.999926, -0.00285503, -0.00863687, 0.00810515, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.166153] [0x0000007f857f99a0] [MocapTag] [0x000063df] [189] , 6.15648, -0.166577, -0.314288, -0.107297, -0.999926, -0.00285503, -0.00863687, 0.00810515, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.169048] [0x0000007f857f99a0] [MocapTag] [0x000063df] [190] , 6.16648, -0.166577, -0.314288, -0.107297, -0.999926, -0.00285503, -0.00863687, 0.00810515, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.172992] [0x0000007f857f99a0] [MocapTag] [0x000063df] [191] , 6.16648, -0.166562, -0.314292, -0.107291, -0.999925, -0.00287572, -0.00865023, 0.00813782, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.175728] [0x0000007f857f99a0] [MocapTag] [0x000063df] [192] , 6.16648, -0.166562, -0.314292, -0.107291, -0.999925, -0.00287572, -0.00865023, 0.00813782, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.179695] [0x0000007f857f99a0] [MocapTag] [0x000063df] [193] , 6.17647, -0.166562, -0.314292, -0.107291, -0.999925, -0.00287572, -0.00865023, 0.00813782, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.180899] [0x0000007f857f99a0] [MocapTag] [0x000063df] [194] , 6.17647, -0.166554, -0.314285, -0.107305, -0.999925, -0.00282932, -0.00869761, 0.00817986, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.184357] [0x0000007f857f99a0] [MocapTag] [0x000063df] [195] , 6.17647, -0.166554, -0.314285, -0.107305, -0.999925, -0.00282932, -0.00869761, 0.00817986, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.187775] [0x0000007f857f99a0] [MocapTag] [0x000063df] [196] , 6.18648, -0.166554, -0.314285, -0.107305, -0.999925, -0.00282932, -0.00869761, 0.00817986, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.190361] [0x0000007f857f99a0] [MocapTag] [0x000063df] [197] , 6.18648, -0.166554, -0.314285, -0.107305, -0.999925, -0.00282932, -0.00869761, 0.00817986, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.192975] [0x0000007f857f99a0] [MocapTag] [0x000063df] [198] , 6.18648, -0.166471, -0.314254, -0.10737, -0.999925, -0.00276129, -0.00868595, 0.00817315, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.195625] [0x0000007f857f99a0] [MocapTag] [0x000063df] [199] , 6.18648, -0.166471, -0.314254, -0.10737, -0.999925, -0.00276129, -0.00868595, 0.00817315, 0.00827071, 0.00305962, -0.00652792, 0, 0, 0, 
[2024-10-16 17:54:23.198281] [0x0000007f857f99a0] [MocapTag] [0x000063df] [200] , 6.19647, -0.166471, -0.314254, -0.10737, -0.999925, -0.00276129, -0.00868595, 0.00817315, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.200849] [0x0000007f857f99a0] [MocapTag] [0x000063df] [201] , 6.19647, -0.16657, -0.314291, -0.107363, -0.999933, -0.0024109, -0.0079338, 0.00812509, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.204991] [0x0000007f857f99a0] [MocapTag] [0x000063df] [202] , 6.19647, -0.16657, -0.314291, -0.107363, -0.999933, -0.0024109, -0.0079338, 0.00812509, -0.00989199, -0.00370577, 0, -0.0713825, 0.149832, 0, 
[2024-10-16 17:54:23.208068] [0x0000007f857f99a0] [MocapTag] [0x000063df] [203] , 6.20648, -0.16657, -0.314291, -0.107363, -0.999933, -0.0024109, -0.0079338, 0.00812509, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.210291] [0x0000007f857f99a0] [MocapTag] [0x000063df] [204] , 6.20648, -0.16657, -0.314291, -0.107363, -0.999933, -0.0024109, -0.0079338, 0.00812509, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.212772] [0x0000007f857f99a0] [MocapTag] [0x000063df] [205] , 6.20648, -0.166538, -0.314301, -0.107308, -0.999926, -0.00283155, -0.0086192, 0.00811425, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.215477] [0x0000007f857f99a0] [MocapTag] [0x000063df] [206] , 6.20648, -0.166538, -0.314301, -0.107308, -0.999926, -0.00283155, -0.0086192, 0.00811425, 0.00319141, 0, 0.00548942, 0.0852346, -0.136401, 0, 
[2024-10-16 17:54:23.220290] [0x0000007f857f99a0] [MocapTag] [0x000063df] [207] , 6.21646, -0.166538, -0.314301, -0.107308, -0.999926, -0.00283155, -0.0086192, 0.00811425, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.223155] [0x0000007f857f99a0] [MocapTag] [0x000063df] [208] , 6.21646, -0.166561, -0.314338, -0.107217, -0.999925, -0.0027806, -0.00875509, 0.0081, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.225519] [0x0000007f857f99a0] [MocapTag] [0x000063df] [209] , 6.21646, -0.166561, -0.314338, -0.107217, -0.999925, -0.0027806, -0.00875509, 0.0081, -0.00229214, -0.0036966, 0.00910334, 0, 0, 0, 
[2024-10-16 17:54:23.228324] [0x0000007f857f99a0] [MocapTag] [0x000063df] [210] , 6.22648, -0.166561, -0.314338, -0.107217, -0.999925, -0.0027806, -0.00875509, 0.0081, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.231649] [0x0000007f857f99a0] [MocapTag] [0x000063df] [211] , 6.22648, -0.166561, -0.314338, -0.107217, -0.999925, -0.0027806, -0.00875509, 0.0081, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.235063] [0x0000007f857f99a0] [MocapTag] [0x000063df] [212] , 6.22648, -0.16654, -0.314295, -0.107312, -0.999926, -0.002829, -0.00859619, 0.00813644, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.237966] [0x0000007f857f99a0] [MocapTag] [0x000063df] [213] , 6.23648, -0.16654, -0.314295, -0.107312, -0.999926, -0.002829, -0.00859619, 0.00813644, 0.00209627, 0.00431604, -0.00941975, 0, 0, 0, 
[2024-10-16 17:54:23.240459] [0x0000007f857f99a0] [MocapTag] [0x000063df] [214] , 6.23648, -0.16654, -0.314295, -0.107312, -0.999926, -0.002829, -0.00859619, 0.00813644, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.243068] [0x0000007f857f99a0] [MocapTag] [0x000063df] [215] , 6.23648, -0.166612, -0.314313, -0.107289, -0.999926, -0.0028898, -0.00858697, 0.00813783, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.245843] [0x0000007f857f99a0] [MocapTag] [0x000063df] [216] , 6.23648, -0.166612, -0.314313, -0.107289, -0.999926, -0.0028898, -0.00858697, 0.00813783, -0.00725483, 0, 0.00231204, 0, 0, 0, 
[2024-10-16 17:54:23.248518] [0x0000007f857f99a0] [MocapTag] [0x000063df] [217] , 6.24648, -0.166612, -0.314313, -0.107289, -0.999926, -0.0028898, -0.00858697, 0.00813783, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.252481] [0x0000007f857f99a0] [MocapTag] [0x000063df] [218] , 6.24648, -0.166553, -0.314284, -0.107295, -0.999926, -0.00281325, -0.00859728, 0.00812731, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.255253] [0x0000007f857f99a0] [MocapTag] [0x000063df] [219] , 6.24648, -0.166553, -0.314284, -0.107295, -0.999926, -0.00281325, -0.00859728, 0.00812731, 0.00599111, 0.00285119, 0, 0, 0, 0, 
[2024-10-16 17:54:23.257752] [0x0000007f857f99a0] [MocapTag] [0x000063df] [220] , 6.25648, -0.166553, -0.314284, -0.107295, -0.999926, -0.00281325, -0.00859728, 0.00812731, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.260514] [0x0000007f857f99a0] [MocapTag] [0x000063df] [221] , 6.25648, -0.166553, -0.314284, -0.107295, -0.999926, -0.00281325, -0.00859728, 0.00812731, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.263068] [0x0000007f857f99a0] [MocapTag] [0x000063df] [222] , 6.25648, -0.166468, -0.314255, -0.107334, -0.999925, -0.0028568, -0.00863521, 0.00817464, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.267695] [0x0000007f857f99a0] [MocapTag] [0x000063df] [223] , 6.26646, -0.166468, -0.314255, -0.107334, -0.999925, -0.0028568, -0.00863521, 0.00817464, 0.00841523, 0.00295695, -0.00390933, 0, 0, 0, 
[2024-10-16 17:54:23.270401] [0x0000007f857f99a0] [MocapTag] [0x000063df] [224] , 6.26646, -0.166468, -0.314255, -0.107334, -0.999925, -0.0028568, -0.00863521, 0.00817464, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.273158] [0x0000007f857f99a0] [MocapTag] [0x000063df] [225] , 6.26646, -0.166528, -0.314223, -0.107354, -0.999926, -0.00247248, -0.00835124, 0.00845816, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.275775] [0x0000007f857f99a0] [MocapTag] [0x000063df] [226] , 6.26646, -0.166528, -0.314223, -0.107354, -0.999926, -0.00247248, -0.00835124, 0.00845816, -0.00593487, 0.00317465, 0, -0.0768661, 0.0563072, 0.055897, 
[2024-10-16 17:54:23.278644] [0x0000007f857f99a0] [MocapTag] [0x000063df] [227] , 6.27647, -0.166528, -0.314223, -0.107354, -0.999926, -0.00247248, -0.00835124, 0.00845816, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:23.283122] [0x0000007f857f99a0] [MocapTag] [0x000063df] [228] , 6.27647, -0.166575, -0.314283, -0.107285, -0.999925, -0.00285399, -0.00869596, 0.00811814, 0, 0, 0, 0, 0, 0, 
