[2024-07-25 21:08:05.118167] [0x0000007f9da45010] [LogDataTag] [0x0000624f] [1] , Controller Time [s], Algorithm Execution Time [us], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Phi [rad], Theta [rad], Psi [rad], omega_x [rad/s], omega_y [rad/s], omega_z [rad/s], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m], User Velocity y [m], User Velocity z [m], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Deisred Phi rate [rad/s], Deisred Theta rate [rad/s], Deisred Psi rate [rad/s], Desired Omega_x [rad/s], Desired Omega_y [rad/s], Desired Omega_z [rad/s], Desired Alpha_x [rad/s^2], Desired Alpha_y [rad/s^2], Desired Alpha_z [rad/s^2], Error in x [m], Error in y [m], Error in z [m], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in omega_x [rad/s], Error in omega_y [rad/s], Error in omega_z [rad/s], Virtual Mu x I [N], Virtual Mu y I [N], Virtual Mu z I [N], Virtual Mu x J [N], Virtual Mu y J [N], Virtual Mu z J [N], u1 [N], u2 [Nm], u3 [Nm], u4 [Nm], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust Motor 1 [-], Normalized Thrust Motor 2 [-], Normalized Thrust Motor 3 [-], Normalized Thrust Motor 4 [-], 
[2024-07-25 21:08:24.931916] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7862] , 19.9311, 476, 5.52898, -0.0143364, -0.495701, 0.0193198, -0.00424053, 0.564032, -0.0182867, 0.0124196, 0.0611432, -0.146206, -0.00957833, -0.0142737, 5.5, 0, -0.550711, 0, 0, 0.543341, 0.0820506, -0.0610976, 0, 0.115276, 0.270081, 0, 0.115276, 0.270036, 0.00493863, 0.374361, 0.223545, 0.00720812, 0.0289812, -0.0143364, 0.0550103, -0.68633, -0.285673, 0.519535, 0.0193198, -0.00424053, 0.0206911, -0.100337, 0.0735172, 0.0611432, -0.974761, 1.83453, 0.388013, -0.261482, -0.279614, -0.0192123, 1.14092, 1.70777, -25.5607, 1.56049, 2.10167, -25.5092, 25.6431, 0.112403, -0.00281716, -0.0635174, 5.99354, 6.51573, 6.81357, 6.32026, 0.429462, 0.454617, 0.468597, 0.445305, 
[2024-07-25 21:08:24.941849] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7868] , 19.9411, 430, 5.52923, -0.014469, -0.490271, 0.0272817, 0.00944954, 0.568401, -0.0199759, 0.0115223, 0.0607253, -0.189004, -0.0864, -0.0710515, 5.5, 0, -0.545271, 0, 0, 0.544059, 0.074327, -0.0532894, 0, 0.228923, 0.14888, 0, 0.228923, 0.14885, 0.0029738, -0.17572, 0.630184, 0.0157248, 0.0292261, -0.014469, 0.0550006, -0.68604, -0.285816, 0.520086, 0.0272817, 0.00944954, 0.0243414, -0.0943028, 0.0648117, 0.0607253, -0.975764, 1.83526, 0.388624, -0.417927, -0.23525, -0.0740253, 0.983479, 1.4599, -25.6518, 1.36575, 1.90935, -25.6048, 25.7121, 0.116751, 0.00356206, -0.0367141, 6.08322, 6.59235, 6.79111, 6.24546, 0.433847, 0.458236, 0.467551, 0.441709, 
[2024-07-25 21:08:24.951900] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7873] , 19.9511, 455, 5.52959, -0.0145878, -0.484754, 0.0319589, -0.00462247, 0.574214, -0.0208288, 0.0116959, 0.0603604, -0.0851612, 0.0648518, -0.0243861, 5.5, 0, -0.53983, 0, 0, 0.544696, 0.0854108, -0.0499545, 0, 0.118723, 0.196662, 0, 0.118723, 0.196619, 0.00409593, -0.118171, 0.323171, 0.010813, 0.0295928, -0.0145878, 0.0550768, -0.685747, -0.285961, 0.520636, 0.0319589, -0.00462247, 0.0295178, -0.10624, 0.0616504, 0.0603604, -0.976707, 1.83591, 0.389231, -0.203884, -0.131767, -0.028482, 0.882508, 1.72592, -25.7864, 1.28654, 2.20597, -25.7328, 25.8592, 0.0912328, -0.0115403, -0.0580664, 6.0864, 6.5577, 6.784, 6.43106, 0.434002, 0.456601, 0.467219, 0.450597, 
[2024-07-25 21:08:24.961924] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7877] , 19.9611, 474, 5.52959, -0.0145878, -0.484754, 0.0319589, -0.00462247, 0.574214, -0.0208288, 0.0116959, 0.0603604, -0.0851612, 0.0648518, -0.0243861, 5.5, 0, -0.53438, 0, 0, 0.545252, 0.0863995, -0.0504871, 0, 0.22858, 0.239579, 0, 0.22858, 0.239527, 0.00498978, -0.458718, 0.191253, 0.00863388, 0.0295928, -0.0145878, 0.0496261, -0.685452, -0.286106, 0.521186, 0.0319589, -0.00462247, 0.0289617, -0.107228, 0.062183, 0.0603604, -0.97777, 1.83653, 0.389835, -0.313741, -0.174675, -0.0293759, 0.881411, 1.72646, -25.4051, 1.28101, 2.19863, -25.3516, 25.4789, 0.098274, -0.0100948, -0.0577157, 5.98001, 6.4757, 6.70769, 6.31553, 0.428798, 0.452719, 0.463654, 0.445078, 
[2024-07-25 21:08:24.971923] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7881] , 19.9711, 476, 5.52985, -0.014808, -0.479364, 0.0121896, -0.00716024, 0.556572, -0.0217435, 0.011539, 0.0602456, -0.117439, -0.0462257, -0.020003, 5.5, 0, -0.528926, 0, 0, 0.545727, 0.089811, -0.0653864, 0, 0.256165, 0.211608, 0, 0.256165, 0.211558, 0.00460073, -0.187486, 0.205405, 0.00819301, 0.0298522, -0.014808, 0.0495619, -0.685156, -0.286252, 0.521683, 0.0121896, -0.00716024, 0.0108448, -0.111554, 0.0769253, 0.0602456, -0.978842, 1.83715, 0.390439, -0.373604, -0.257784, -0.0246037, 1.2373, 1.78279, -24.9576, 1.63028, 2.24691, -24.8975, 25.0518, 0.118222, -0.00644118, -0.059984, 5.83197, 6.39903, 6.66091, 6.1599, 0.421486, 0.449071, 0.461461, 0.437575, 
[2024-07-25 21:08:24.981835] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7886] , 19.9811, 427, 5.53049, -0.0151262, -0.468432, 0.0208917, -0.0102017, 0.557037, -0.0240319, 0.0119191, 0.0596717, -0.090417, 0.0711102, -0.00585324, 5.5, 0, -0.523467, 0, 0, 0.546119, 0.0943149, -0.0578137, 0, 0.2819, -0.0729453, 0, 0.2819, -0.0729242, -0.00175284, 0.166253, 0.0597843, 0.00435515, 0.0304892, -0.0151262, 0.0550349, -0.684857, -0.2864, 0.522178, 0.0208917, -0.0102017, 0.0109176, -0.118347, 0.0697328, 0.0596717, -0.979958, 1.83792, 0.391041, -0.372317, 0.144034, -0.00410039, 1.05197, 1.85236, -25.3333, 1.46243, 2.39419, -25.2674, 25.4227, 0.132423, -0.046441, -0.0691351, 5.76756, 6.60388, 6.70564, 6.3456, 0.418279, 0.458779, 0.463558, 0.446518, 
[2024-07-25 21:08:24.991920] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7890] , 19.9911, 484, 5.53049, -0.0151262, -0.468432, 0.0208917, -0.0102017, 0.557037, -0.0240319, 0.0119191, 0.0596717, -0.090417, 0.0711102, -0.00585324, 5.5, 0, -0.518004, 0, 0, 0.54643, 0.0953918, -0.0584608, 0, 0.320182, -0.0653143, 0, 0.320182, -0.0652954, -0.00156947, 0.486499, -1.13119, -0.0234379, 0.0304892, -0.0151262, 0.0495716, -0.684552, -0.286552, 0.522729, 0.0208917, -0.0102017, 0.0106066, -0.119424, 0.0703799, 0.0596717, -0.981141, 1.83861, 0.391638, -0.410598, 0.136406, -0.00428376, 1.05084, 1.85292, -24.9576, 1.45686, 2.38579, -24.8919, 25.0483, 0.148844, -0.069309, -0.0700447, 5.57602, 6.60378, 6.59275, 6.27579, 0.408644, 0.458775, 0.458255, 0.44317, 
[2024-07-25 21:08:25.001838] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7894] , 20.0011, 431, 5.53141, -0.0157783, -0.452212, 0.0212343, -0.0169916, 0.552278, -0.0264585, 0.0131232, 0.0588034, 0.0253754, 0.0472931, -0.0296948, 5.5, 0, -0.512547, 0, 0, 0.546659, 0.102166, -0.0572798, 0, 0.303027, -0.0618606, 0, 0.303027, -0.0618389, -0.00163655, 0.748617, -1.71301, -0.0377356, 0.0314097, -0.0157783, 0.0603345, -0.684247, -0.286703, 0.523224, 0.0212343, -0.0169916, 0.00561926, -0.128625, 0.070403, 0.0588034, -0.982335, 1.83932, 0.392234, -0.277651, 0.109132, -0.0280582, 1.01018, 2.00525, -25.5683, 1.46172, 2.6177, -25.4909, 25.6667, 0.14102, -0.0780643, -0.0583558, 5.75456, 6.79187, 6.67848, 6.44175, 0.41763, 0.467586, 0.462285, 0.451106, 
[2024-07-25 21:08:25.011882] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7899] , 20.0111, 429, 5.53141, -0.0157783, -0.452212, 0.0212343, -0.0169916, 0.552278, -0.0264585, 0.0131232, 0.0588034, 0.0253754, 0.0472931, -0.0296948, 5.5, 0, -0.507065, 0, 0, 0.546807, 0.103304, -0.0578878, 0, 0.355383, -0.0315475, 0, 0.355383, -0.0315365, -0.000834601, 0.693721, -1.70816, -0.0392765, 0.0314097, -0.0157783, 0.0548529, -0.683933, -0.286861, 0.523828, 0.0212343, -0.0169916, 0.0054718, -0.129762, 0.071011, 0.0588034, -0.983622, 1.84002, 0.392822, -0.330008, 0.0788296, -0.0288601, 1.00902, 2.00583, -25.196, 1.4557, 2.60851, -25.1189, 25.2959, 0.148046, -0.075195, -0.0580256, 5.65416, 6.7085, 6.60819, 6.32502, 0.412593, 0.463692, 0.458983, 0.445533, 
[2024-07-25 21:08:25.021832] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7903] , 20.0211, 426, 5.53207, -0.0162242, -0.441349, 0.0180227, -0.00162984, 0.553008, -0.0277863, 0.0146313, 0.0580135, -0.110185, 0.078403, -0.0596068, 5.5, 0, -0.501604, 0, 0, 0.546871, 0.0930955, -0.0594, 0, 0.339758, -0.0228904, 0, 0.339758, -0.0228816, -0.000635957, 0.675455, -1.16385, -0.0276057, 0.0320692, -0.0162242, 0.0602553, -0.683619, -0.287019, 0.524376, 0.0180227, -0.00162984, 0.00613607, -0.120882, 0.0740314, 0.0580135, -0.984919, 1.84073, 0.39341, -0.449943, 0.101285, -0.0589709, 1.0436, 1.7395, -25.5824, 1.51687, 2.38563, -25.5065, 25.6627, 0.161549, -0.0677373, -0.0422066, 5.77337, 6.85046, 6.71062, 6.32821, 0.418569, 0.470312, 0.463791, 0.445686, 
[2024-07-25 21:08:25.031847] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7908] , 20.0311, 429, 5.53241, -0.0165254, -0.435956, 0.0305722, -0.0206478, 0.572149, -0.0269826, 0.0149906, 0.0576028, 0.160792, 0.0513245, -0.0322684, 5.5, 0, -0.496131, 0, 0, 0.546854, 0.105623, -0.0503108, 0, 0.115192, -0.0396135, 0, 0.115192, -0.0395991, -0.00106875, 0.434297, -0.432201, -0.0112063, 0.0324142, -0.0165254, 0.0601754, -0.683298, -0.287181, 0.524979, 0.0305722, -0.0206478, 0.0252941, -0.132606, 0.0653014, 0.0576028, -0.986128, 1.84147, 0.393991, 0.0455997, 0.0909237, -0.0311997, 0.797426, 2.1045, -26.0516, 1.30767, 2.75676, -25.97, 26.1486, 0.0831499, -0.0494326, -0.0547688, 6.08798, 6.71706, 6.73285, 6.61072, 0.434079, 0.464093, 0.464831, 0.459102, 
[2024-07-25 21:08:25.041869] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7912] , 20.0411, 440, 5.53277, -0.0168119, -0.430472, 0.0174019, 0.00101546, 0.558146, -0.0272452, 0.0161703, 0.0574003, -0.0759024, 0.102037, -0.0239687, 5.5, 0, -0.490676, 0, 0, 0.546756, 0.0913387, -0.0599872, 0, 0.198391, 0.104794, 0, 0.198391, 0.104755, 0.00285479, -0.697268, 0.161897, 0.00227185, 0.0327678, -0.0168119, 0.0602034, -0.682974, -0.287346, 0.52558, 0.0174019, 0.00101546, 0.0113898, -0.118584, 0.0761574, 0.0574003, -0.987454, 1.84213, 0.394567, -0.274294, -0.00271774, -0.0268235, 1.02753, 1.71508, -25.7157, 1.53989, 2.35265, -25.6396, 25.7933, 0.0906522, -0.032125, -0.0559588, 6.02366, 6.59788, 6.70827, 6.4635, 0.430938, 0.458497, 0.463681, 0.45214, 
[2024-07-25 21:08:25.051843] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7917] , 20.0511, 457, 5.53312, -0.0169956, -0.425056, 0.0326835, -0.00763041, 0.568946, -0.0273686, 0.0162944, 0.0567407, 0.0710646, 0.00950953, -0.076879, 5.5, 0, -0.485197, 0, 0, 0.546574, 0.0979436, -0.0485753, 0, -0.0252904, -0.00325591, 0, -0.0252904, -0.00325469, -8.90987e-05, -1.05963, 1.10832, 0.0265258, 0.0331161, -0.0169956, 0.0601409, -0.682647, -0.287514, 0.526182, 0.0326835, -0.00763041, 0.0223714, -0.125312, 0.0648697, 0.0567407, -0.98864, 1.84289, 0.395141, 0.096355, 0.0127642, -0.0767899, 0.730585, 1.88323, -25.9855, 1.2595, 2.54871, -25.9084, 26.0639, 0.0253824, -0.0113412, -0.03068, 6.35414, 6.52695, 6.61964, 6.56313, 0.446927, 0.455148, 0.459521, 0.456858, 
[2024-07-25 21:08:25.061864] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7921] , 20.0611, 433, 5.53312, -0.0169956, -0.425056, 0.0326835, -0.00763041, 0.568946, -0.0273686, 0.0162944, 0.0567407, 0.0710646, 0.00950953, -0.076879, 5.5, 0, -0.479734, 0, 0, 0.546312, 0.0989582, -0.048983, 0, -0.013986, 0.132314, 0, -0.013986, 0.132264, 0.00362079, -1.9053, 1.13603, 0.0270452, 0.0331161, -0.0169956, 0.0546775, -0.682315, -0.287684, 0.526784, 0.0326835, -0.00763041, 0.0226343, -0.126327, 0.0652774, 0.0567407, -0.989893, 1.84354, 0.395708, 0.0850505, -0.122755, -0.0804998, 0.729358, 1.88386, -25.6253, 1.25244, 2.53955, -25.5484, 25.7048, 0.00150149, 0.00238537, -0.0289412, 6.35779, 6.35234, 6.50686, 6.48785, 0.447102, 0.446841, 0.454197, 0.453296, 
[2024-07-25 21:08:25.071862] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7926] , 20.0711, 430, 5.53427, -0.0178153, -0.408818, 0.0239973, -0.0140573, 0.557404, -0.0249943, 0.0182953, 0.0553137, 0.0815761, 0.137686, -0.0551102, 5.5, 0, -0.474267, 0, 0, 0.545966, 0.100902, -0.0551558, 0, 0.0094585, 0.164271, 0, 0.0094585, 0.164219, 0.00410541, -2.02083, 1.38099, 0.0345856, 0.03427, -0.0178153, 0.0654486, -0.681984, -0.287854, 0.527331, 0.0239973, -0.0140573, 0.0114381, -0.125896, 0.0734511, 0.0553137, -0.991156, 1.84419, 0.396275, 0.0721176, -0.026533, -0.0592156, 0.847493, 2.0362, -26.0854, 1.43582, 2.63698, -26.0057, 26.1785, -0.000399636, -0.00491272, -0.0373927, 6.44101, 6.46439, 6.62304, 6.65004, 0.451071, 0.452182, 0.459681, 0.46095, 
[2024-07-25 21:08:25.081845] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7930] , 20.0811, 429, 5.53427, -0.0178153, -0.408818, 0.0239973, -0.0140573, 0.557404, -0.0249943, 0.0182953, 0.0553137, 0.0815761, 0.137686, -0.0551102, 5.5, 0, -0.468818, 0, 0, 0.54554, 0.10197, -0.0556162, 0, 0.0493619, 0.053283, 0, 0.0493619, 0.0532664, 0.00133164, -1.51436, 1.3393, 0.0334118, 0.03427, -0.0178153, 0.0599996, -0.681642, -0.288032, 0.527985, 0.0239973, -0.0140573, 0.011864, -0.126965, 0.0739115, 0.0553137, -0.992415, 1.84492, 0.396829, 0.0322142, 0.0844201, -0.0564418, 0.846223, 2.03686, -25.7309, 1.42811, 2.62885, -25.6514, 25.8253, 0.0220274, -0.0167901, -0.0387276, 6.26832, 6.45392, 6.55822, 6.54481, 0.44281, 0.451685, 0.456626, 0.455993, 
[2024-07-25 21:08:25.091852] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7935] , 20.0911, 427, 5.53498, -0.0184284, -0.398094, 0.0354889, -0.00371093, 0.565578, -0.0224231, 0.0194356, 0.0548736, 0.0949788, 0.0662798, -0.0199027, 5.5, 0, -0.463358, 0, 0, 0.545032, 0.0919828, -0.0464262, 0, 0.0761164, -0.0114431, 0, 0.0761164, -0.0114403, -0.000256569, -0.606277, 0.557133, 0.0137768, 0.0349827, -0.0184284, 0.0652649, -0.681299, -0.28821, 0.528585, 0.0354889, -0.00371093, 0.0205459, -0.114406, 0.0658618, 0.0548736, -0.993685, 1.84566, 0.397382, 0.0188625, 0.0777201, -0.0196461, 0.606321, 1.87019, -26.3064, 1.2191, 2.42307, -26.24, 26.3798, 0.0458776, -0.0289136, -0.0564606, 6.27841, 6.63391, 6.76323, 6.70425, 0.443295, 0.460192, 0.46625, 0.463493, 
[2024-07-25 21:08:25.101915] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7940] , 20.1011, 489, 5.5353, -0.018657, -0.392752, 0.0117803, -0.019849, 0.53082, -0.0221634, 0.0206132, 0.0545435, 0.0723859, 0.109995, -0.0369184, 5.5, 0, -0.457913, 0, 0, 0.544442, 0.105071, -0.0658841, 0, -0.0840928, 0.108949, 0, -0.0840928, 0.108922, 0.00241448, 0.326683, -0.411426, -0.0103494, 0.0353022, -0.018657, 0.0651607, -0.680949, -0.288395, 0.529238, 0.0117803, -0.019849, -0.0136221, -0.127234, 0.0864973, 0.0545435, -0.994829, 1.84632, 0.39793, 0.156479, 0.00107319, -0.0393328, 1.03284, 2.17902, -25.4648, 1.67473, 2.68264, -25.3825, 25.5787, 0.0599052, -0.0471068, -0.0475715, 6.02167, 6.53382, 6.52615, 6.4971, 0.430841, 0.455473, 0.45511, 0.453734, 
[2024-07-25 21:08:25.111848] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7944] , 20.1111, 429, 5.53561, -0.0190267, -0.387497, 0.0318384, -0.0242123, 0.54934, -0.0201397, 0.0214835, 0.0543639, 0.271775, 0.0876642, -0.0119207, 5.5, 0, -0.452475, 0, 0, 0.543772, 0.106122, -0.0513215, 0, 0.0682826, -0.166837, 0, 0.0682826, -0.166803, -0.00335982, 0.343948, -0.583629, -0.0158402, 0.0356126, -0.0190267, 0.0649778, -0.680596, -0.288581, 0.529889, 0.0318384, -0.0242123, 0.0055687, -0.126262, 0.072805, 0.0543639, -0.996101, 1.84719, 0.398476, 0.203492, 0.254467, -0.00856084, 0.648657, 2.27527, -25.9294, 1.32816, 2.75793, -25.8566, 26.0372, 0.0526906, -0.0709474, -0.062481, 6.05479, 6.6566, 6.59999, 6.72577, 0.43246, 0.461259, 0.458596, 0.4645, 
[2024-07-25 21:08:25.121868] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7949] , 20.1211, 430, 5.53599, -0.0192882, -0.382117, 0.0190717, -0.00623442, 0.542777, -0.0194825, 0.0229985, 0.0540754, 0.0441886, 0.19028, -0.0521033, 5.5, 0, -0.447037, 0, 0, 0.543019, 0.0930671, -0.0608773, 0, 0.141219, -0.0284874, 0, 0.141219, -0.028482, -0.000554972, 0.842318, -1.60084, -0.0376519, 0.0359862, -0.0192882, 0.0649203, -0.68024, -0.288771, 0.530539, 0.0190717, -0.00623442, -0.000241694, -0.11255, 0.0838758, 0.0540754, -0.997364, 1.84791, 0.39902, -0.09703, 0.218762, -0.0515483, 0.870442, 1.95324, -25.7883, 1.56752, 2.4048, -25.7171, 25.8768, 0.107678, -0.0910343, -0.0421469, 5.88899, 6.84219, 6.5826, 6.563, 0.424312, 0.469928, 0.457777, 0.456852, 
[2024-07-25 21:08:25.131875] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7954] , 20.1311, 430, 5.53624, -0.0195728, -0.376884, 0.0157628, -0.0278194, 0.525886, -0.0190281, 0.0243632, 0.0535409, 0.123494, 0.120727, -0.0601531, 5.5, 0, -0.441616, 0, 0, 0.542187, 0.109754, -0.0656948, 0, -0.058164, -0.115948, 0, -0.058164, -0.115928, -0.00220615, 1.27903, -1.44484, -0.0340796, 0.0362363, -0.0195728, 0.0647315, -0.67988, -0.288964, 0.531188, 0.0157628, -0.0278194, -0.0163008, -0.128782, 0.090058, 0.0535409, -0.998489, 1.84875, 0.39956, 0.181658, 0.236654, -0.0579469, 0.921409, 2.36527, -25.3864, 1.66479, 2.79455, -25.3048, 25.513, 0.0862585, -0.0917025, -0.0384877, 5.85371, 6.71358, 6.43258, 6.51316, 0.422565, 0.46393, 0.45067, 0.454495, 
[2024-07-25 21:08:25.141892] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7959] , 20.1411, 459, 5.53655, -0.0199742, -0.371559, 0.0242916, -0.0208856, 0.545813, -0.017004, 0.02564, 0.0531255, 0.24237, 0.163206, -0.0313053, 5.5, 0, -0.436192, 0, 0, 0.541272, 0.102072, -0.059293, 0, 0.13041, -0.212959, 0, 0.13041, -0.212928, -0.00362098, 0.539115, -1.29455, -0.0290723, 0.0365472, -0.0199742, 0.0646329, -0.679518, -0.28916, 0.531836, 0.0242916, -0.0208856, 0.00454112, -0.119076, 0.084933, 0.0531255, -0.999777, 1.84965, 0.400096, 0.111961, 0.376134, -0.0276843, 0.750816, 2.25347, -25.8978, 1.53308, 2.64993, -25.8257, 26.0065, 0.0692653, -0.100793, -0.0526264, 5.9574, 6.78712, 6.52901, 6.73297, 0.427686, 0.467365, 0.455246, 0.464837, 
[2024-07-25 21:08:25.151872] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7963] , 20.1511, 450, 5.53655, -0.0199742, -0.371559, 0.0242916, -0.0208856, 0.545813, -0.017004, 0.02564, 0.0531255, 0.24237, 0.163206, -0.0313053, 5.5, 0, -0.430789, 0, 0, 0.540279, 0.103216, -0.0596847, 0, 0.0695988, -0.119142, 0, 0.0695988, -0.119125, -0.00202579, 0.556554, -1.22195, -0.0233544, 0.0365472, -0.0199742, 0.0592301, -0.679152, -0.28936, 0.532482, 0.0242916, -0.0208856, 0.00553412, -0.12022, 0.0853247, 0.0531255, -1.00097, 1.8505, 0.400627, 0.172771, 0.282331, -0.0292795, 0.749462, 2.25421, -25.5614, 1.52314, 2.64502, -25.4895, 25.6716, 0.0609534, -0.0902811, -0.0516782, 5.92172, 6.66, 6.45113, 6.63873, 0.425929, 0.461418, 0.451552, 0.460419, 
[2024-07-25 21:08:25.161901] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7967] , 20.1611, 468, 5.53738, -0.0210481, -0.354888, 0.020846, -0.0347057, 0.54131, -0.0139743, 0.0312476, 0.0517598, 0.176098, 0.272267, -0.0124605, 5.5, 0, -0.425396, 0, 0, 0.539206, 0.109218, -0.066113, 0, 0.0500144, -0.0650675, 0, 0.0500144, -0.0650612, -0.000909242, 0.202455, -0.510243, -0.00724539, 0.037379, -0.0210481, 0.0705081, -0.678787, -0.28956, 0.533074, 0.020846, -0.0347057, 0.00210429, -0.123192, 0.0973606, 0.0517598, -1.00217, 1.85136, 0.401158, 0.126084, 0.337328, -0.0115513, 0.781971, 2.55378, -26.2485, 1.73267, 2.87587, -26.1695, 26.384, 0.0587966, -0.0856364, -0.0581605, 6.10067, 6.80539, 6.65221, 6.82573, 0.434697, 0.468216, 0.461053, 0.469163, 
[2024-07-25 21:08:25.171923] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7972] , 20.1711, 475, 5.53738, -0.0210481, -0.354888, 0.020846, -0.0347057, 0.54131, -0.0139743, 0.0312476, 0.0517598, 0.176098, 0.272267, -0.0124605, 5.5, 0, -0.420002, 0, 0, 0.538051, 0.110458, -0.0665068, 0, 0.129416, -0.133717, 0, 0.129416, -0.133704, -0.00186854, -0.187175, 0.353833, 0.0108347, 0.037379, -0.0210481, 0.0651143, -0.678413, -0.28977, 0.533779, 0.020846, -0.0347057, 0.00325954, -0.124432, 0.0977544, 0.0517598, -1.0034, 1.85233, 0.401676, 0.0466824, 0.405971, -0.010592, 0.780586, 2.55456, -25.9174, 1.72098, 2.8721, -25.8386, 26.0547, 0.059716, -0.0755361, -0.0579619, 6.04265, 6.69973, 6.59736, 6.71494, 0.431867, 0.463281, 0.458473, 0.463994, 
[2024-07-25 21:08:25.181823] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7977] , 20.1811, 426, 5.53775, -0.0216482, -0.344511, 0.0128424, -0.0177724, 0.525906, -0.0119309, 0.0346082, 0.0506886, 0.203372, 0.173795, -0.0628269, 5.5, 0, -0.414633, 0, 0, 0.536819, 0.0971409, -0.0743231, 0, 0.163493, -0.148828, 0, 0.163493, -0.148818, -0.00177561, -0.134847, 0.656022, 0.0180888, 0.0377522, -0.0216482, 0.070122, -0.678039, -0.289981, 0.534431, 0.0128424, -0.0177724, -0.0109132, -0.109072, 0.108931, 0.0506886, -1.00465, 1.85331, 0.402193, 0.0398794, 0.322613, -0.0610513, 0.91406, 2.26544, -25.9155, 1.92376, 2.52464, -25.8361, 26.0303, 0.0544625, -0.0649789, -0.0322702, 6.13865, 6.71786, 6.54332, 6.6305, 0.436544, 0.46413, 0.455922, 0.460032, 
[2024-07-25 21:08:25.191834] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7981] , 20.191, 422, 5.538, -0.02199, -0.339312, 0.00548959, -0.0268899, 0.52202, -0.0105068, 0.0368048, 0.050384, 0.131427, 0.199924, -0.0343229, 5.5, 0, -0.409281, 0, 0, 0.535509, 0.102705, -0.081815, 0, -0.0607455, -0.256725, 0, -0.0607455, -0.256711, -0.00269731, 0.0658973, 0.66198, 0.0193556, 0.0379977, -0.02199, 0.0699691, -0.677662, -0.290197, 0.535132, 0.00548959, -0.0268899, -0.0134896, -0.113212, 0.11862, 0.050384, -1.00574, 1.8544, 0.4027, 0.192172, 0.456635, -0.0316256, 1.04006, 2.44879, -25.8487, 2.11242, 2.66412, -25.7619, 25.9852, 0.0391984, -0.081218, -0.045883, 6.08676, 6.68029, 6.4894, 6.7288, 0.43402, 0.46237, 0.453369, 0.464642, 
[2024-07-25 21:08:25.201838] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7986] , 20.2011, 426, 5.53814, -0.022301, -0.334228, 0.0015938, -0.0150097, 0.508905, -0.00908776, 0.0382457, 0.0498439, 0.162782, 0.134806, -0.0626238, 5.5, 0, -0.403922, 0, 0, 0.534116, 0.0942322, -0.085879, 0, -0.0606666, -0.382995, 0, -0.0606666, -0.382979, -0.00348052, -0.640912, 0.096354, 0.0120105, 0.0381379, -0.022301, 0.0696941, -0.677282, -0.290417, 0.535831, 0.0015938, -0.0150097, -0.0252113, -0.10332, 0.124125, 0.0498439, -1.00687, 1.85558, 0.403204, 0.223449, 0.517785, -0.0591433, 1.10579, 2.24184, -25.549, 2.19212, 2.41546, -25.4629, 25.671, 0.00742951, -0.100092, -0.0324162, 6.06467, 6.61147, 6.2576, 6.73728, 0.432942, 0.459137, 0.442294, 0.465038, 
