[2024-07-25 21:08:05.118167] [0x0000007f9da45010] [LogDataTag] [0x0000624f] [1] , Controller Time [s], Algorithm Execution Time [us], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Phi [rad], Theta [rad], Psi [rad], omega_x [rad/s], omega_y [rad/s], omega_z [rad/s], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m], User Velocity y [m], User Velocity z [m], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Deisred Phi rate [rad/s], Deisred Theta rate [rad/s], Deisred Psi rate [rad/s], Desired Omega_x [rad/s], Desired Omega_y [rad/s], Desired Omega_z [rad/s], Desired Alpha_x [rad/s^2], Desired Alpha_y [rad/s^2], Desired Alpha_z [rad/s^2], Error in x [m], Error in y [m], Error in z [m], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in omega_x [rad/s], Error in omega_y [rad/s], Error in omega_z [rad/s], Virtual Mu x I [N], Virtual Mu y I [N], Virtual Mu z I [N], Virtual Mu x J [N], Virtual Mu y J [N], Virtual Mu z J [N], u1 [N], u2 [Nm], u3 [Nm], u4 [Nm], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust Motor 1 [-], Normalized Thrust Motor 2 [-], Normalized Thrust Motor 3 [-], Normalized Thrust Motor 4 [-], 
[2024-07-25 21:08:15.012077] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3386] , 10.0111, 531, -3.12328e-05, 2.41697e-05, 3.83407e-05, -0.00319859, -0.00245395, -0.00212785, -0.0138337, 0.0230599, -7.31119e-05, -0.00764663, 0.0151712, -0.0107607, 1.02016e-07, 0, -8.37209e-07, 3.66705e-05, 0, -0.000299461, 0.0161413, -0.027235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.13348e-05, 2.41697e-05, 3.91779e-05, 0, 0, 0, -0.00323526, -0.00245395, -0.00182838, -0.0299751, 0.0502948, -7.31119e-05, 0, 0, 0, -0.00764663, 0.0151712, -0.0107607, 0.0803013, 0.0445109, -19.2485, 0.524104, 0.310686, -19.239, 19.2487, 0.0165103, -0.0178001, 0.00525831, 4.74217, 4.90803, 4.7909, 4.80759, 0.364817, 0.373794, 0.367469, 0.368374, 
[2024-07-25 21:08:15.021881] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3391] , 10.0211, 426, -5.91278e-05, 4.60446e-05, 4.02331e-07, -0.00304935, -0.00280776, 0.00181233, -0.0137741, 0.0230009, 8.17379e-05, 0.00586673, -0.00553893, 0.0171204, 1.31551e-06, 0, -1.06047e-05, 0.000247369, 0, -0.00197497, 0.0163078, -0.0296291, 0, 0.258261, -0.435759, 0, 0.258261, -0.435718, -0.00600202, 0, 0, 0, -6.04433e-05, 4.60446e-05, 1.1007e-05, -3.13348e-07, 2.41697e-07, 3.91779e-07, -0.00329671, -0.00280776, 0.0037873, -0.0300819, 0.05263, 8.17379e-05, -0.000299751, 0.000502948, -7.31119e-07, -0.252394, 0.430179, 0.0231224, 0.130897, 0.0501959, -19.76, 0.585324, 0.322236, -19.7492, 19.7605, 0.0545715, -0.0593371, -0.011034, 4.63762, 5.1884, 4.93838, 4.99613, 0.359087, 0.388668, 0.375423, 0.378509, 
[2024-07-25 21:08:15.031922] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3395] , 10.0311, 468, -8.89301e-05, 6.36876e-05, 3.21418e-05, -0.00335893, -0.00417172, -0.000257814, -0.0137961, 0.0230966, -2.06383e-05, 0.00302066, 0.0109594, -0.0133965, 6.09943e-06, 0, -4.82823e-05, 0.000774835, 0, -0.00604464, 0.0174588, -0.0340352, 0, 0.333237, -0.596079, 0, 0.333237, -0.596022, -0.00822328, 0.968479, -1.63394, -0.0225076, -9.50296e-05, 6.36876e-05, 8.04241e-05, -9.17782e-07, 7.02143e-07, 5.01849e-07, -0.00413376, -0.00417172, 0.00578683, -0.0312549, 0.0571318, -2.06383e-05, -0.000600569, 0.00102925, 8.62592e-08, -0.330217, 0.606982, -0.00517325, 0.222709, 0.0747669, -20.3682, 0.693041, 0.35561, -20.3546, 20.3695, 0.0972605, -0.110282, 0.00186137, 4.59453, 5.59937, 5.02473, 5.15088, 0.35671, 0.409826, 0.380031, 0.386699, 
[2024-07-25 21:08:15.041988] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3400] , 10.0411, 467, -0.000110865, 7.61151e-05, -3.9041e-06, -0.00320061, -0.00153733, -0.000252613, -0.0137845, 0.0230351, 9.43055e-06, 0.00023088, -0.00912481, 0.00872186, 1.83307e-05, 0, -0.000142428, 0.00175324, 0, -0.0133552, 0.0149715, -0.0389819, 0, 0.331326, -0.641744, 0, 0.331326, -0.641683, -0.00884581, 1.73388, -3.05205, -0.0420911, -0.000129195, 7.61151e-05, 0.000138524, -1.86808e-06, 1.33902e-06, 1.30609e-06, -0.00495385, -0.00153733, 0.0131026, -0.028756, 0.062017, 9.43055e-06, -0.000913118, 0.00160057, -1.20123e-07, -0.331095, 0.632558, 0.0175677, 0.338801, 0.0254536, -21.2497, 0.828158, 0.318169, -21.2339, 21.2524, 0.119799, -0.142249, -0.00971562, 4.65394, 5.92451, 5.24286, 5.43112, 0.359985, 0.426066, 0.391515, 0.401253, 
[2024-07-25 21:08:15.052014] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3404] , 10.0511, 466, -0.000110865, 7.61151e-05, -3.9041e-06, -0.00320061, -0.00153733, -0.000252613, -0.0137845, 0.0230351, 9.43055e-06, 0.00023088, -0.00912481, 0.00872186, 4.30449e-05, 0, -0.000328181, 0.00329706, 0, -0.0245094, 0.0149093, -0.0449629, 0, 0.237676, -0.638305, 0, 0.237676, -0.638244, -0.0087984, 1.86729, -3.52385, -0.0485904, -0.00015391, 7.61151e-05, 0.000324277, -3.16003e-06, 2.10017e-06, 2.69133e-06, -0.00649767, -0.00153733, 0.0242567, -0.0286938, 0.067998, 9.43055e-06, -0.00120068, 0.00222074, -2.5818e-08, -0.237445, 0.629119, 0.0175203, 0.489829, 0.0254507, -22.3398, 1.00425, 0.333139, -22.3201, 22.3452, 0.109355, -0.153121, -0.00994884, 4.92227, 6.20141, 5.46516, 5.75634, 0.374559, 0.439584, 0.402997, 0.417719, 
[2024-07-25 21:08:15.061927] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3409] , 10.0611, 419, -0.00014925, 0.000101924, -0.000166431, -0.000481294, -0.00323361, -0.0196991, -0.0139143, 0.0231752, 0.000923554, -0.0163404, 0.0186538, 0.0512583, 8.65287e-05, 0, -0.000647082, 0.00551808, 0, -0.0400034, 0.0162854, -0.0502023, 0, 0.157446, -0.630359, 0, 0.157446, -0.630298, -0.00877069, 1.14934, -2.98384, -0.0411396, -0.000235779, 0.000101924, 0.000480651, -4.69913e-06, 2.86132e-06, 5.9341e-06, -0.00599937, -0.00323361, 0.0203043, -0.0301996, 0.0733775, 0.000923554, -0.00148762, 0.00290072, 6.84875e-08, -0.173786, 0.648951, 0.060029, 0.625165, 0.0558538, -23.1329, 1.16111, 0.37685, -23.1092, 23.1414, 0.0780105, -0.146194, -0.0310566, 5.158, 6.26003, 5.66308, 6.06033, 0.387074, 0.442411, 0.413042, 0.432731, 
[2024-07-25 21:08:15.071943] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3413] , 10.0711, 417, -0.000142813, 8.34167e-05, -0.00037162, 0.00082525, 0.000116177, -0.025341, -0.0142132, 0.0230451, 0.000816957, -0.062627, -0.0335149, -0.0300537, 0.00015587, 0, -0.00114293, 0.00850624, 0, -0.0601008, 0.0139387, -0.056513, 0, 0.118971, -0.609835, 0, 0.118971, -0.609773, -0.0086674, 0.0226802, -1.80307, -0.0251626, -0.000298682, 8.34167e-05, 0.000771312, -7.05691e-06, 3.88056e-06, 1.07406e-05, -0.00768099, 0.000116177, 0.0347598, -0.0281519, 0.0795581, 0.000816957, -0.00178961, 0.00363449, 9.30402e-06, -0.181598, 0.576258, -0.0213863, 0.817895, -0.00548647, -24.433, 1.38068, 0.340744, -24.4052, 24.4466, 0.0433735, -0.117873, 0.00847055, 5.73231, 6.53266, 5.88659, 6.29508, 0.416517, 0.455418, 0.424194, 0.444097, 
[2024-07-25 21:08:15.082069] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3417] , 10.0811, 511, -0.000142813, 8.34167e-05, -0.00037162, 0.00082525, 0.000116177, -0.025341, -0.0142132, 0.0230451, 0.000816957, -0.062627, -0.0335149, -0.0300537, 0.000259644, 0, -0.00186597, 0.0123651, 0, -0.0850832, 0.0139399, -0.0640747, 0, 0.0454603, -0.604202, 0, 0.0454603, -0.604141, -0.00858735, -0.972268, -0.389763, -0.00650189, -0.000402456, 8.34167e-05, 0.00149435, -1.00437e-05, 4.71473e-06, 1.84537e-05, -0.0115398, 0.000116177, 0.0597422, -0.0281531, 0.0871198, 0.000816957, -0.00207113, 0.00443007, 1.74736e-05, -0.108087, 0.570626, -0.0214664, 1.06907, -0.00548956, -26.0453, 1.66895, 0.363364, -26.0113, 26.0673, 0.00116856, -0.0919981, 0.00911454, 6.30072, 6.77774, 6.26118, 6.72765, 0.444367, 0.466927, 0.442467, 0.464588, 
[2024-07-25 21:08:15.091926] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3421] , 10.091, 420, -9.46522e-05, -1.5676e-05, -0.000950679, 0.00410683, -0.00380409, -0.0421392, -0.0143893, 0.022851, -0.000114158, -0.033975, -0.0603943, -0.0662642, 0.000405952, 0, -0.00285855, 0.0171414, 0, -0.114801, 0.0169574, -0.0700103, 0, 0.00586107, -0.62604, 0, 0.00586107, -0.625975, -0.00900795, -1.75108, 0.788782, 0.00941931, -0.000500604, -1.5676e-05, 0.00190787, -1.40683e-05, 5.54889e-06, 3.33973e-05, -0.0130345, -0.00380409, 0.0726621, -0.0313467, 0.0928613, -0.000114158, -0.00235266, 0.00530127, 2.56432e-05, -0.0398361, 0.56558, -0.0572563, 1.28978, 0.0710945, -27.3347, 1.91401, 0.46402, -27.2942, 27.3652, -0.0318218, -0.0702093, 0.0277717, 6.80143, 7.0177, 6.52115, 7.02491, 0.468032, 0.478051, 0.454873, 0.478384, 
[2024-07-25 21:08:15.101940] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3426] , 10.1011, 421, -4.26769e-05, -9.67383e-05, -0.00133412, 0.00738604, -0.020455, -0.0418894, -0.0142054, 0.022814, -0.000579905, 0.14521, -0.0333089, -0.019008, 0.000606031, 0, -0.00417921, 0.0229524, 0, -0.149491, 0.0272953, -0.0757284, 0, 0.0357793, -0.630451, 0, 0.0357793, -0.630388, -0.00895549, -2.04591, 1.39362, 0.0174281, -0.000648708, -9.67383e-05, 0.00284509, -1.90743e-05, 5.39213e-06, 5.2476e-05, -0.0155664, -0.020455, 0.107601, -0.0415007, 0.0985424, -0.000579905, -0.00266613, 0.00622988, 2.45016e-05, 0.109431, 0.597079, -0.0100525, 1.54529, 0.38287, -29.1842, 2.21042, 0.797677, -29.133, 29.2276, -0.0590311, -0.0632315, 0.00604446, 7.29296, 7.35054, 6.99659, 7.58748, 0.490665, 0.493287, 0.477078, 0.504027, 
[2024-07-25 21:08:15.111941] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3431] , 10.1111, 418, 2.64645e-05, -0.000154048, -0.00182831, 0.0034415, -0.0274004, -0.0555447, -0.0152398, 0.0224283, -0.000665451, -0.00522402, -0.0330142, 0.0196984, 0.000869347, 0, -0.00586897, 0.029829, 0, -0.188802, 0.031883, -0.0862658, 0, 0.208625, -0.62301, 0, 0.208625, -0.622937, -0.00949418, -1.64336, 1.48229, 0.0192745, -0.000842882, -0.000154048, 0.00404066, -2.55614e-05, 4.42475e-06, 8.09269e-05, -0.0263875, -0.0274004, 0.133257, -0.0471228, 0.108694, -0.000665451, -0.00308114, 0.00721531, 1.87025e-05, -0.213849, 0.589923, 0.0291926, 1.96713, 0.513855, -30.7829, 2.65665, 0.983421, -30.7196, 30.85, 0.00646035, -0.0641098, -0.0124908, 7.50282, 7.86074, 7.59342, 7.89297, 0.500198, 0.516339, 0.504295, 0.517787, 
[2024-07-25 21:08:15.121993] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3435] , 10.1211, 446, 0.00011158, -0.000210285, -0.00239074, 0.00894509, 0.00821659, -0.0696498, -0.0158739, 0.0218312, -0.000538683, -0.352235, -0.080449, -0.00532119, 0.00120627, 0, -0.00796953, 0.0378125, 0, -0.23243, 0.0114208, -0.0909519, 0, 0.324699, -0.688652, 0, 0.324699, -0.688566, -0.0109311, -0.282443, 1.20616, 0.0138205, -0.00109469, -0.000210285, 0.00557878, -3.39902e-05, 2.88427e-06, 0.000121333, -0.0288674, 0.00821659, 0.162781, -0.0272947, 0.112783, -0.000538683, -0.00355236, 0.00830225, 1.2048e-05, -0.676934, 0.608117, 0.00560996, 2.24588, -0.1439, -32.4439, 2.95366, 0.371417, -32.3853, 32.5219, 0.110407, -0.0726961, -0.00168925, 7.69057, 8.56206, 8.1976, 8.07164, 0.508679, 0.547814, 0.531457, 0.525808, 
[2024-07-25 21:08:15.131912] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3440] , 10.1311, 409, 0.000211239, -0.000324726, -0.00303432, 0.0122057, -0.0259415, -0.0880866, -0.0152966, 0.0214859, -0.000126655, 0.208497, -0.0881889, 0.0420366, 0.00162903, 0, -0.0105283, 0.0469699, 0, -0.280177, 0.0296835, -0.0976849, 0, -0.00357447, -0.682328, 0, -0.00357447, -0.682248, -0.0104369, 1.24414, 0.45142, 0.000886235, -0.00141779, -0.000324726, 0.007494, -4.49371e-05, 7.81417e-07, 0.000177121, -0.0347642, -0.0259415, 0.192091, -0.0449801, 0.119171, -0.000126655, -0.00382531, 0.00943008, 6.6612e-06, 0.212072, 0.594059, 0.0524735, 2.59924, 0.493626, -34.059, 3.3303, 1.01389, -33.9838, 34.1617, 0.0284943, -0.0882378, -0.0246361, 8.18927, 8.77044, 8.4391, 8.76285, 0.531083, 0.557195, 0.54229, 0.556853, 
[2024-07-25 21:08:15.141926] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3444] , 10.1411, 411, 0.000349998, -0.000385612, -0.00382733, 0.0148945, -0.0087996, -0.0802002, -0.0170642, 0.0204526, 0.000180096, -0.211935, -0.0632822, 0.0451521, 0.0021497, 0, -0.0135854, 0.0573445, 0, -0.331681, 0.0218498, -0.102673, 0, 0.144761, -0.678101, 0, 0.144761, -0.678002, -0.0115707, 0.847012, -0.203802, -0.00718249, -0.0017997, -0.000385612, 0.00975807, -5.9115e-05, -2.46584e-06, 0.000252061, -0.0424501, -0.0087996, 0.25148, -0.038914, 0.123126, 0.000180096, -0.00427511, 0.0106218, 5.39465e-06, -0.356695, 0.61472, 0.0567227, 2.99542, 0.178413, -36.3603, 3.73844, 0.797102, -36.2831, 36.4839, 0.101469, -0.104339, -0.0275274, 8.55661, 9.54999, 9.1503, 9.22697, 0.547569, 0.592745, 0.574409, 0.577906, 
[2024-07-25 21:08:15.151963] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3449] , 10.1511, 450, 0.000487804, -0.00050202, -0.00479679, 0.0156193, -0.0179576, -0.125764, -0.018349, 0.019084, 0.000288732, -0.184274, -0.236235, 0.011819, 0.0027802, 0, -0.0171737, 0.0689636, 0, -0.38648, 0.0276084, -0.111492, 0, 0.0615269, -0.647554, 0, 0.0615269, -0.647445, -0.0118813, 0.893672, -0.628345, -0.0156902, -0.0022924, -0.00050202, 0.0123769, -7.7112e-05, -6.32197e-06, 0.000349642, -0.0533444, -0.0179576, 0.260716, -0.0459574, 0.130576, 0.000288732, -0.00466425, 0.011853, 7.19561e-06, -0.245801, 0.411209, 0.0237003, 3.46133, 0.352761, -37.367, 4.17387, 1.03597, -37.2814, 37.5286, 0.0893135, -0.0951512, -0.0125385, 8.90565, 9.797, 9.37074, 9.4552, 0.563303, 0.604223, 0.584488, 0.588372, 
[2024-07-25 21:08:15.161949] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3453] , 10.1611, 442, 0.000860453, -0.000902355, -0.00704002, 0.0156106, -0.0169421, -0.158544, -0.021222, 0.0148308, 0.000683863, -0.338201, -0.314036, -6.98205e-05, 0.0035325, 0, -0.0213205, 0.0818464, 0, -0.444072, 0.0300199, -0.117213, 0, 0.107197, -0.671604, 0, 0.107197, -0.671453, -0.0142517, 0.393122, -0.675076, -0.0193131, -0.00267204, -0.000902355, 0.0142805, -0.000100036, -1.13422e-05, 0.000473411, -0.0662358, -0.0169421, 0.285528, -0.0512419, 0.132044, 0.000683863, -0.00512382, 0.0131588, 1.00829e-05, -0.445398, 0.357417, 0.0141819, 3.96527, 0.349893, -38.6153, 4.53775, 1.1652, -38.5362, 38.8199, 0.107587, -0.0912899, -0.00923389, 9.20522, 10.1593, 9.73661, 9.71873, 0.576913, 0.621293, 0.601406, 0.600573, 
[2024-07-25 21:08:15.172018] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3458] , 10.1711, 413, 0.000860453, -0.000902355, -0.00704002, 0.0156106, -0.0169421, -0.158544, -0.021222, 0.0148308, 0.000683863, -0.338201, -0.314036, -6.98205e-05, 0.00442801, 0, -0.0260972, 0.0961523, 0, -0.504534, 0.0294967, -0.125125, 0, 0.148726, -0.666274, 0, 0.148726, -0.666124, -0.0141386, 0.0906926, -0.631385, -0.0260912, -0.00356756, -0.000902355, 0.0190571, -0.000126756, -2.03657e-05, 0.000616216, -0.0805417, -0.0169421, 0.34599, -0.0507187, 0.139956, 0.000683863, -0.00563624, 0.0144792, 1.69216e-05, -0.486926, 0.352088, 0.0140688, 4.52057, 0.349926, -40.841, 5.12599, 1.2119, -40.7529, 41.0919, 0.104418, -0.0924801, -0.00943464, 9.77683, 10.7227, 10.2949, 10.2974, 0.603281, 0.648432, 0.627756, 0.627877, 
[2024-07-25 21:08:15.181918] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3462] , 10.1811, 412, 0.00132704, -0.00131899, -0.0104888, 0.0339911, -0.0364862, -0.213661, -0.0258313, 0.00762078, 0.000969242, -0.299335, -0.396815, 0.0329907, 0.00545775, 0, -0.0314084, 0.111558, 0, -0.565942, 0.0430017, -0.121722, 0, 0.13483, -0.683917, 0, 0.13483, -0.683689, -0.0176645, -0.00307126, -0.420787, -0.0242277, -0.00413072, -0.00131899, 0.0209196, -0.000162432, -2.93893e-05, 0.000806788, -0.077567, -0.0364862, 0.352281, -0.068833, 0.129343, 0.000969242, -0.00614343, 0.0158788, 2.37602e-05, -0.434165, 0.286875, 0.0506552, 4.74342, 0.728697, -41.4324, 5.05974, 1.79302, -41.3625, 41.7094, 0.102324, -0.0784419, -0.0273157, 9.92798, 10.7924, 10.5245, 10.4645, 0.610361, 0.651841, 0.638799, 0.635902, 
[2024-07-25 21:08:15.191932] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3467] , 10.1911, 409, 0.00203013, -0.00200626, -0.0150161, 0.0422397, -0.048122, -0.296112, -0.0325606, -0.00192748, 0.00216094, -0.456657, -0.61803, 0.0333154, 0.00665685, 0, -0.0373847, 0.128417, 0, -0.629162, 0.0554022, -0.123221, 0, 0.323224, -0.527799, 0, 0.323224, -0.527519, -0.0171824, -0.124733, -0.223513, -0.0299953, -0.00462672, -0.00200626, 0.0223686, -0.000203739, -4.25792e-05, 0.00101598, -0.0861775, -0.048122, 0.33305, -0.0879628, 0.121293, 0.00216094, -0.00683176, 0.0171722, 3.34526e-05, -0.779881, -0.090511, 0.0504978, 5.18333, 0.97171, -41.27, 5.10586, 2.30386, -41.2268, 41.6056, 0.161897, -0.0348772, -0.0305119, 9.87131, 10.7815, 10.7526, 10.2002, 0.607701, 0.651305, 0.649894, 0.623235, 
[2024-07-25 21:08:15.201927] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3471] , 10.2011, 410, 0.00203013, -0.00200626, -0.0150161, 0.0422397, -0.048122, -0.296112, -0.0325606, -0.00192748, 0.00216094, -0.456657, -0.61803, 0.0333154, 0.00803175, 0, -0.0439999, 0.146632, 0, -0.69322, 0.0541761, -0.131917, 0, 0.552808, -0.398642, 0, 0.552808, -0.39843, -0.0129777, 0.52168, 0.56596, -0.0250144, -0.00600162, -0.00200626, 0.0289838, -0.000250006, -6.26418e-05, 0.00123967, -0.104393, -0.048122, 0.397108, -0.0867367, 0.12999, 0.00216094, -0.00771139, 0.0183852, 5.5062e-05, -1.00947, -0.219599, 0.0462931, 5.83508, 0.971784, -43.4042, 5.75349, 2.37205, -43.3611, 43.8054, 0.216931, -0.00952247, -0.0282247, 10.3676, 11.3963, 11.4863, 10.5552, 0.63124, 0.681817, 0.686343, 0.640285, 
[2024-07-25 21:08:15.211911] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3476] , 10.2111, 408, 0.00246143, -0.00241822, -0.0179443, 0.0491455, -0.0544416, -0.35924, -0.0363814, -0.00788742, 0.00291558, -0.410145, -0.653009, 0.0808065, 0.00959468, 0, -0.0512534, 0.166196, 0, -0.757542, 0.0606219, -0.137161, 0, 0.545758, -0.417174, 0, 0.545758, -0.416898, -0.015174, 1.73701, 1.50066, 0.000742442, -0.00713325, -0.00241822, 0.0333091, -0.000310022, -8.27044e-05, 0.00152951, -0.11705, -0.0544416, 0.398302, -0.0970033, 0.129273, 0.00291558, -0.00857876, 0.0196851, 7.66715e-05, -0.955904, -0.236111, 0.0959805, 6.3764, 1.10536, -43.7386, 6.03441, 2.67874, -43.719, 44.2147, 0.250872, 0.0107912, -0.0516374, 10.3878, 11.4657, 11.7749, 10.5863, 0.63221, 0.685306, 0.700954, 0.641795, 
[2024-07-25 21:08:15.221915] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3480] , 10.2211, 411, 0.00296044, -0.0029307, -0.021391, 0.0590749, -0.0628897, -0.412038, -0.0408641, -0.0141207, 0.00388882, -0.538103, -0.695396, 0.0747629, 0.0113594, 0, -0.0591466, 0.187117, 0, -0.821643, 0.0684994, -0.140844, 0, 0.558469, -0.442473, 0, 0.558469, -0.442103, -0.0180762, 2.18782, 1.75726, 0.0116384, -0.00839899, -0.0029307, 0.0377557, -0.000381355, -0.000106887, 0.0018626, -0.128042, -0.0628897, 0.409605, -0.109363, 0.126723, 0.00388882, -0.00954879, 0.0209778, 0.000105827, -1.09657, -0.253293, 0.0928391, 6.89249, 1.28239, -44.2331, 6.27216, 3.06536, -44.2378, 44.7852, 0.293008, 0.0183657, -0.0519363, 10.4539, 11.6833, 12.0329, 10.6151, 0.635392, 0.696305, 0.714102, 0.643191, 
[2024-07-25 21:08:15.231939] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3485] , 10.2311, 437, 0.00296044, -0.0029307, -0.021391, 0.0590749, -0.0628897, -0.412038, -0.0408641, -0.0141207, 0.00388882, -0.538103, -0.695396, 0.0747629, 0.0133436, 0, -0.0676922, 0.209443, 0, -0.885161, 0.0671519, -0.150281, 0, 0.600746, -0.441746, 0, 0.600746, -0.441377, -0.0180465, 2.02663, 1.41588, 0.00601755, -0.0103831, -0.0029307, 0.0463012, -0.000465345, -0.000136194, 0.00224016, -0.150368, -0.0628897, 0.473123, -0.108016, 0.13616, 0.00388882, -0.0106424, 0.022245, 0.000144716, -1.13885, -0.254019, 0.0928094, 7.64532, 1.28249, -46.1961, 6.99719, 3.14317, -46.2097, 46.842, 0.293912, 0.00866258, -0.0521261, 10.9408, 12.224, 12.5247, 11.1526, 0.659132, 0.723883, 0.739297, 0.669628, 
[2024-07-25 21:08:15.241945] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [3489] , 10.2411, 420, 0.00497603, -0.00469133, -0.0348238, 0.090431, -0.0795138, -0.595107, -0.0568343, -0.0365275, 0.00888743, -0.658816, -0.868652, 0.168208, 0.0155535, 0, -0.0768496, 0.233092, 0, -0.947401, 0.0929184, -0.144596, 0, 0.501669, -0.521734, 0, 0.501669, -0.520891, -0.0296364, 1.55763, 0.808595, 0.00040884, -0.0105775, -0.00469133, 0.0420258, -0.000569176, -0.000165501, 0.00270317, -0.142661, -0.0795138, 0.352294, -0.149753, 0.108068, 0.00888743, -0.0117226, 0.0236066, 0.000183604, -1.16048, -0.347761, 0.197844, 7.7765, 1.66071, -42.671, 6.22743, 4.02738, -42.7674, 43.4056, 0.302403, 0.0154481, -0.110267, 9.93695, 11.2237, 11.8451, 10.3999, 0.610782, 0.673174, 0.704523, 0.632789, 
