[2024-10-16 17:54:17.983659] [0x0000007f8e48c010] [LogDataTag] [0x000063df] [1] , Controller Time [s], Algorithm Execution Time [us], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Phi [rad], Theta [rad], Psi [rad], omega_x [rad/s], omega_y [rad/s], omega_z [rad/s], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m], User Velocity y [m], User Velocity z [m], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Deisred Phi rate [rad/s], Deisred Theta rate [rad/s], Deisred Psi rate [rad/s], Desired Omega_x [rad/s], Desired Omega_y [rad/s], Desired Omega_z [rad/s], Desired Alpha_x [rad/s^2], Desired Alpha_y [rad/s^2], Desired Alpha_z [rad/s^2], Error in x [m], Error in y [m], Error in z [m], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in omega_x [rad/s], Error in omega_y [rad/s], Error in omega_z [rad/s], Virtual Mu x I [N], Virtual Mu y I [N], Virtual Mu z I [N], Virtual Mu x J [N], Virtual Mu y J [N], Virtual Mu z J [N], u1 [N], u2 [Nm], u3 [Nm], u4 [Nm], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust Motor 1 [-], Normalized Thrust Motor 2 [-], Normalized Thrust Motor 3 [-], Normalized Thrust Motor 4 [-], 
[2024-10-16 17:54:32.277462] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5053] , 15.2765, 590, 0.000697326, -5.99438e-05, -0.00106915, -0.00304887, -0.0218234, -0.0337199, -0.0130002, -0.005622, -0.000194682, 0.0572417, -0.0417701, -0.0222973, 0, 0, -0.000674051, 0, 0, -0.00932522, 0.0347583, 0.00397461, 0, -0.51109, -0.0247306, 0, -0.51109, -0.0247286, -0.000321494, -2.3238, 0.00927968, 0.000174314, 0.000697326, -5.99438e-05, -0.0003951, 0.000131684, 9.59946e-06, -3.24221e-05, -0.00304887, -0.0218234, -0.0243947, -0.0477585, -0.00959661, -0.000194682, -0.00876912, -0.00497645, 5.30124e-06, 0.568331, -0.0170416, -0.0219758, 0.0323454, 0.425798, -19.5667, -0.0777412, 0.680129, -19.5593, 19.5713, -0.138396, 0.00544473, 0.00652221, 5.2354, 4.58232, 4.57817, 5.17542, 0.391126, 0.356034, 0.355804, 0.387988, 
[2024-10-16 17:54:32.287423] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5059] , 15.2865, 568, 0.000572145, -5.17585e-05, -0.00119504, 0.00696864, -0.00684068, -0.0298004, -0.0125191, -0.00595511, -6.81812e-05, 0.0913841, -0.0678742, 0.0376361, 0, 0, -0.000771989, 0, 0, -0.0102898, 0.01936, 0.0139406, 0, -0.0113143, -0.0920044, 0, -0.0113143, -0.0919972, -0.00115178, -4.02339, 0.859681, 0.011215, 0.000572145, -5.17585e-05, -0.000423054, 0.000138657, 9.00002e-06, -3.63731e-05, 0.00696864, -0.00684068, -0.0195107, -0.0318791, -0.0198957, -6.81812e-05, -0.00924671, -0.00507241, 3.35442e-06, 0.102698, 0.024123, 0.0387879, -0.157279, 0.134821, -19.7021, -0.274613, 0.381429, -19.6976, 19.7032, -0.12764, 0.0227208, -0.0225333, 5.21694, 4.52386, 4.75115, 5.21122, 0.390162, 0.352789, 0.365307, 0.389863, 
[2024-10-16 17:54:32.297343] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5067] , 15.2965, 562, 0.000572145, -5.17585e-05, -0.00119504, 0.00696864, -0.00684068, -0.0298004, -0.0125191, -0.00595511, -6.81812e-05, 0.0913841, -0.0678742, 0.0376361, 0, 0, -0.000879861, 0, 0, -0.0113125, 0.0193441, 0.0139231, 0, -0.0359768, 0.0525712, 0, -0.0359768, 0.0525671, 0.000658127, -2.41808, 1.0303, 0.0135782, 0.000572145, -5.17585e-05, -0.000315182, 0.000144379, 8.48243e-06, -4.06037e-05, 0.00696864, -0.00684068, -0.0184879, -0.0318632, -0.0198782, -6.81812e-05, -0.0095655, -0.00527137, 2.67261e-06, 0.127361, -0.120441, 0.036978, -0.1573, 0.134822, -19.748, -0.274908, 0.382006, -19.7435, 19.7491, -0.0806379, 0.0416913, -0.0200397, 5.17704, 4.599, 4.9113, 5.06178, 0.388073, 0.356956, 0.37397, 0.381997, 
[2024-10-16 17:54:32.307383] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5073] , 15.3065, 564, 0.000423726, 8.37713e-06, -0.00132757, 0.00323455, 0.00283827, -0.0357511, -0.0122549, -0.00580893, 0.0002933, 0.0553893, 0.0248704, 0.0525655, 0, 0, -0.000998271, 0, 0, -0.0123946, 0.00943206, 0.00984834, 0, -0.041325, 0.107493, 0, -0.041325, 0.107485, 0.00131729, -0.702058, 1.44281, 0.0187432, 0.000423726, 8.37713e-06, -0.000329304, 0.0001501, 7.96485e-06, -4.37555e-05, 0.00323455, 0.00283827, -0.0233566, -0.021687, -0.0156573, 0.0002933, -0.00988413, -0.00547015, 1.9908e-06, 0.0967143, -0.0826145, 0.0512482, -0.0792857, -0.0554359, -19.6339, -0.193352, 0.185188, -19.6323, 19.6341, -0.0268189, 0.0449559, -0.0255781, 5.02149, 4.66982, 5.0261, 4.91672, 0.379859, 0.360858, 0.380104, 0.374261, 
[2024-10-16 17:54:32.317414] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5079] , 15.3165, 550, 0.000423726, 8.37713e-06, -0.00132757, 0.00323455, 0.00283827, -0.0357511, -0.0122549, -0.00580893, 0.0002933, 0.0553893, 0.0248704, 0.0525655, 0, 0, -0.00112794, 0, 0, -0.0135378, 0.00943935, 0.00983867, 0, -0.19566, 0.049264, 0, -0.19566, 0.0492603, 0.000603712, 0.740416, 1.59743, 0.020403, 0.000423726, 8.37713e-06, -0.00019963, 0.000154337, 8.04862e-06, -4.70485e-05, 0.00323455, 0.00283827, -0.0222133, -0.0216943, -0.0156476, 0.0002933, -0.010101, -0.00562673, 4.92379e-06, 0.251049, -0.02439, 0.0519618, -0.0793013, -0.0554362, -19.6848, -0.193663, 0.185812, -19.6833, 19.6851, -0.00555163, 0.0420471, -0.0251767, 4.97972, 4.73904, 5.07843, 4.8879, 0.377634, 0.364646, 0.382879, 0.372712, 
[2024-10-16 17:54:32.327348] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5086] , 15.3265, 531, 0.0003286, 5.72252e-05, -0.00144908, -0.00722685, -0.0114989, -0.0290997, -0.0126893, -0.00567773, 0.00024409, -0.0251496, -0.050461, -0.0215761, 0, 0, -0.00126936, 0, 0, -0.014742, 0.0237744, -0.000717038, 0, -0.232145, 0.0156065, 0, -0.232145, 0.0156052, 0.00019803, 1.05841, 1.0957, 0.0138712, 0.0003286, 5.72252e-05, -0.000179716, 0.000158575, 8.13239e-06, -4.90448e-05, -0.00722685, -0.0114989, -0.0143577, -0.0364637, -0.00496069, 0.00024409, -0.0103179, -0.0057832, 7.85679e-06, 0.206995, -0.0660662, -0.0217741, 0.127206, 0.220646, -19.9009, 0.0142668, 0.473124, -19.8969, 19.9025, 0.0202209, 0.0320733, 0.0115343, 5.04054, 4.96741, 5.07517, 4.81936, 0.380871, 0.376976, 0.382706, 0.369012, 
[2024-10-16 17:54:32.337357] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5091] , 15.3365, 537, 6.3587e-05, 7.53414e-05, -0.00164096, -0.00740105, -0.00671483, -0.0438503, -0.0127484, -0.00555755, 0.000577257, -0.0706015, 0.00718995, 0.0152951, 0, 0, -0.00142287, 0, 0, -0.0160056, 0.01924, -0.00163175, 0, 0.0183052, -0.170591, 0, 0.0183052, -0.170577, -0.00217471, 0.895489, 0.319264, 0.00398323, 6.3587e-05, 7.53414e-05, -0.000218091, 0.000161861, 8.70464e-06, -5.0842e-05, -0.00740105, -0.00671483, -0.0278447, -0.0319884, -0.0039258, 0.000577257, -0.0106826, -0.00583281, 1.02977e-05, -0.0889067, 0.177767, 0.0174699, 0.140573, 0.127086, -19.5637, 0.0319187, 0.376401, -19.561, 19.5646, 0.059081, -0.010704, -0.0071303, 4.71275, 5.03452, 5.01469, 4.80269, 0.36321, 0.380551, 0.379497, 0.368109, 
[2024-10-16 17:54:32.347375] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5099] , 15.3465, 536, -4.60297e-05, 0.000115763, -0.00173898, 0.0037032, -0.00387936, -0.0247564, -0.0128576, -0.00588003, 0.000524884, 0.0400166, -0.0183607, 0.0186763, 0, 0, -0.00158994, 0, 0, -0.0173361, 0.0163599, 0.00939539, 0, 0.0530245, -0.239859, 0, 0.0530245, -0.239839, -0.00308392, 1.48861, -1.04106, -0.0133263, -4.60297e-05, 0.000115763, -0.000149035, 0.000162496, 9.45806e-06, -5.30229e-05, 0.0037032, -0.00387936, -0.00742027, -0.0292175, -0.0152754, 0.000524884, -0.0110025, -0.00587207, 1.60703e-05, -0.0130079, 0.221479, 0.0217602, -0.0706961, 0.0703961, -20.1069, -0.188886, 0.328937, -20.1036, 20.1071, 0.064338, -0.0402867, -0.00964677, 4.75447, 5.25168, 5.09252, 5.00848, 0.365487, 0.391975, 0.383624, 0.379166, 
[2024-10-16 17:54:32.357406] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5105] , 15.3565, 555, -4.60297e-05, 0.000115763, -0.00173898, 0.0037032, -0.00387936, -0.0247564, -0.0128576, -0.00588003, 0.000524884, 0.0400166, -0.0183607, 0.0186763, 0, 0, -0.00177013, 0, 0, -0.0187257, 0.016349, 0.0093846, 0, 0.0137358, -0.0555253, 0, 0.0137358, -0.0555207, -0.000713901, 1.6915, -2.06077, -0.0263865, -4.60297e-05, 0.000115763, 3.11571e-05, 0.000162036, 1.06157e-05, -5.45133e-05, 0.0037032, -0.00387936, -0.0060307, -0.0292066, -0.0152646, 0.000524884, -0.0112946, -0.00602482, 2.13191e-05, 0.0262808, 0.03716, 0.0193902, -0.0706944, 0.0703918, -20.1683, -0.189246, 0.329722, -20.165, 20.1686, 0.0645583, -0.0423748, -0.0089718, 4.76563, 5.27454, 5.10136, 5.02703, 0.366095, 0.393165, 0.384091, 0.380153, 
[2024-10-16 17:54:32.367405] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5111] , 15.3665, 553, -0.000125881, 0.000138938, -0.00183672, -0.011317, -0.00573689, -0.0421268, -0.0132936, -0.00579357, 0.000663148, -0.0959475, -0.0283127, -0.00920131, 0, 0, -0.00196449, 0, 0, -0.0201782, 0.0186172, -0.00551985, 0, -0.00592302, 0.0342931, 0, -0.00592302, 0.0342901, 0.000455864, 1.27345, -1.61917, -0.0206974, -0.000125881, 0.000138938, 0.000127771, 0.000161576, 1.17733e-05, -5.42017e-05, -0.011317, -0.00573689, -0.0219486, -0.0319108, -0.000273712, 0.000663148, -0.0115867, -0.00617747, 2.6568e-05, -0.0900245, -0.0626027, -0.00965717, 0.223686, 0.105455, -19.7786, 0.109164, 0.368231, -19.7764, 19.7802, 0.0715557, -0.0276558, 0.00548235, 4.72599, 5.19104, 5.02227, 4.84085, 0.363934, 0.388807, 0.3799, 0.370175, 
[2024-10-16 17:54:32.377400] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5118] , 15.3765, 543, -0.000353485, 0.00019968, -0.00209236, -0.0130633, -0.000294096, -0.0465733, -0.0133942, -0.00580228, 0.000656166, -0.0443968, -0.0412788, -0.0408407, 0, 0, -0.00217427, 0, 0, -0.0216986, 0.01325, -0.00769889, 0, 0.0226661, -0.170145, 0, 0.0226661, -0.17013, -0.00227889, 0.567838, -0.546381, -0.00686957, -0.000353485, 0.00019968, 8.19099e-05, 0.000160317, 1.31627e-05, -5.2924e-05, -0.0130633, -0.000294096, -0.0248747, -0.0266442, 0.00189661, 0.000656166, -0.0119058, -0.0061802, 3.31994e-05, -0.0670628, 0.128851, -0.0385618, 0.266156, -0.00266114, -19.7132, 0.151769, 0.261215, -19.7126, 19.715, 0.0432131, -0.0259514, 0.0192386, 4.8119, 5.14017, 4.91251, 4.85038, 0.368608, 0.386136, 0.374035, 0.37069, 
[2024-10-16 17:54:32.387417] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5123] , 15.3865, 564, -0.000353485, 0.00019968, -0.00209236, -0.0130633, -0.000294096, -0.0465733, -0.0133942, -0.00580228, 0.000656166, -0.0443968, -0.0412788, -0.0408407, 0, 0, -0.0023985, 0, 0, -0.0232758, 0.0132501, -0.00765203, 0, -0.0542577, -0.267739, 0, -0.0542577, -0.267715, -0.00358605, 0.00387575, -0.371771, -0.00503667, -0.000353485, 0.00019968, 0.000306144, 0.000156782, 1.51595e-05, -5.21049e-05, -0.0130633, -0.000294096, -0.0232975, -0.0266443, 0.00184975, 0.000656166, -0.0121723, -0.00616124, 3.97611e-05, 0.00986096, 0.226436, -0.0372547, 0.266169, -0.00266848, -19.7828, 0.151378, 0.26214, -19.7823, 19.7846, 0.0131274, -0.032586, 0.0176953, 4.87645, 5.10284, 4.84875, 4.95655, 0.372096, 0.384169, 0.370602, 0.376395, 
[2024-10-16 17:54:32.397356] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5130] , 15.3965, 543, -0.00064221, 0.000323296, -0.00238357, -0.0159754, -0.00267249, -0.0438609, -0.0129753, -0.00588328, 0.000499374, -0.00350441, -0.0419453, -0.0487907, 0, 0, -0.00263925, 0, 0, -0.0249204, 0.0148907, -0.0108756, 0, -0.0794207, -0.267093, 0, -0.0794207, -0.26707, -0.00346552, -0.708529, -0.513816, -0.00730466, -0.00064221, 0.000323296, 0.000255675, 0.000153247, 1.71563e-05, -4.90434e-05, -0.0159754, -0.00267249, -0.0189405, -0.027866, 0.00499229, 0.000499374, -0.0124387, -0.00614274, 4.63228e-05, 0.0759163, 0.225125, -0.0453252, 0.333566, 0.0383117, -19.9045, 0.216476, 0.296424, -19.904, 19.9074, -0.0191739, -0.0365467, 0.0207068, 4.97735, 5.07814, 4.78893, 5.06295, 0.377507, 0.382863, 0.367362, 0.382059, 
[2024-10-16 17:54:32.407387] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5137] , 15.4065, 549, -0.00064221, 0.000323296, -0.00238357, -0.0159754, -0.00267249, -0.0438609, -0.0129753, -0.00588328, 0.000499374, -0.00350441, -0.0419453, -0.0487907, 0, 0, -0.00289736, 0, 0, -0.0266337, 0.0148828, -0.0108132, 0, -0.0515358, -0.27565, 0, -0.0515358, -0.275627, -0.00357655, -1.16006, -0.489477, -0.00672751, -0.00064221, 0.000323296, 0.000513784, 0.000146825, 2.03893e-05, -4.64867e-05, -0.0159754, -0.00267249, -0.0172272, -0.0278582, 0.00492996, 0.000499374, -0.0127174, -0.00609282, 5.13165e-05, 0.0480314, 0.233681, -0.0452142, 0.333589, 0.0382998, -19.9803, 0.216054, 0.297394, -19.9797, 19.9831, -0.0290717, -0.0369146, 0.020354, 5.01682, 5.07479, 4.78543, 5.10604, 0.379611, 0.382686, 0.367172, 0.384338, 
[2024-10-16 17:54:32.417331] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5142] , 15.4165, 488, -0.000797056, 0.000381665, -0.00247952, 0.00144541, -0.00299015, -0.0357366, -0.0125365, -0.00554565, 0.000644458, 0.0126728, 0.0982956, 0.0288955, 0, 0, -0.00317276, 0, 0, -0.028411, 0.0146101, 0.00546976, 0, -0.0311462, -0.234314, 0, -0.0311462, -0.234295, -0.00293739, -1.10413, -0.38094, -0.00502912, -0.000797056, 0.000381665, 0.000693234, 0.000140403, 2.36222e-05, -4.13488e-05, 0.00144541, -0.00299015, -0.00732557, -0.0271466, -0.0110154, 0.000644458, -0.0129959, -0.00604352, 5.63102e-05, 0.043819, 0.332591, 0.0318329, 0.00152225, 0.0420186, -20.2611, -0.110811, 0.296007, -20.2587, 20.2612, -0.0280148, -0.0395294, -0.0174096, 4.98442, 5.06057, 4.94347, 5.27271, 0.377884, 0.381933, 0.375695, 0.39307, 
[2024-10-16 17:54:32.427367] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5150] , 15.4265, 566, -0.00148501, 0.000663326, -0.002814, -0.0103844, -0.00592999, -0.0379621, -0.0119473, -0.00520931, 0.000462958, 0.0757632, -0.059563, -0.0231763, 0, 0, -0.00346587, 0, 0, -0.0302514, 0.0162493, -0.00747645, 0, -0.0215556, 0.0818922, 0, -0.0215556, 0.0818864, 0.000978364, -0.709684, -0.0493103, -0.000101225, -0.00148501, 0.000663326, 0.000651872, 0.000132433, 2.74389e-05, -3.44165e-05, -0.0103844, -0.00592999, -0.00771076, -0.0281966, 0.00226713, 0.000462958, -0.0132674, -0.00615367, 6.27548e-05, 0.0973188, -0.141449, -0.0241547, 0.25699, 0.0872999, -20.2617, 0.151478, 0.329253, -20.2603, 20.2635, -0.0227311, 0.0132373, 0.0105967, 5.1772, 5.00664, 5.02242, 5.05723, 0.388082, 0.379069, 0.379908, 0.381756, 
[2024-10-16 17:54:32.437391] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5155] , 15.4365, 532, -0.00148501, 0.000663326, -0.002814, -0.0103844, -0.00592999, -0.0379621, -0.0119473, -0.00520931, 0.000462958, 0.0757632, -0.059563, -0.0231763, 0, 0, -0.00377863, 0, 0, -0.0321626, 0.0162302, -0.00742623, 0, 0.0123406, 0.000780776, 0, 0.0123406, 0.00078072, 9.3279e-06, -0.200465, 1.39742, 0.0183041, -0.00148501, 0.000663326, 0.000964623, 0.000117583, 3.40721e-05, -2.78978e-05, -0.0103844, -0.00592999, -0.00579951, -0.0281774, 0.00221692, 0.000462958, -0.0135494, -0.006131, 6.73844e-05, 0.0634226, -0.0603438, -0.0231856, 0.257044, 0.0872755, -20.3465, 0.15109, 0.330242, -20.3451, 20.3483, -0.00122233, 0.0353768, 0.01151, 5.20884, 5.02192, 5.14673, 4.97085, 0.389739, 0.379881, 0.386481, 0.37716, 
[2024-10-16 17:54:32.447394] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5162] , 15.4465, 580, -0.00164028, 0.000772678, -0.00287572, -0.00704138, 0.00247684, -0.0495957, -0.0119144, -0.00457883, 0.000768858, -0.0441857, 0.0845195, 0.0260378, 0, 0, -0.00410947, 0, 0, -0.0341316, 0.00791377, -0.00525917, 0, 0.0249743, -0.0342297, 0, 0.0249743, -0.0342272, -0.000407815, 0.358675, 1.82897, 0.0238982, -0.00164028, 0.000772678, 0.00123375, 0.000102732, 4.07054e-05, -1.82515e-05, -0.00704138, 0.00247684, -0.0154642, -0.0198281, 0.000680331, 0.000768858, -0.0138311, -0.00610883, 7.2014e-05, -0.06916, 0.118747, 0.0264456, 0.198109, -0.0803822, -20.1304, 0.105871, 0.159315, -20.1307, 20.1316, 0.0325109, 0.0260489, -0.0118185, 4.99719, 5.01048, 5.20216, 4.92173, 0.378565, 0.379273, 0.389389, 0.37453, 
[2024-10-16 17:54:32.457442] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5168] , 15.4565, 556, -0.00187439, 0.000856955, -0.00300475, -0.000363937, -0.00759856, -0.0332515, -0.0117221, -0.0052202, 0.000674876, 0.0588533, -0.105243, -0.00118772, 0, 0, -0.00446134, 0, 0, -0.0361718, 0.0171247, 0.00146194, 0, -0.106525, -0.00948448, 0, -0.106525, -0.00948382, -0.000111176, 0.735738, 1.56411, 0.0205549, -0.00187439, 0.000856955, 0.00145658, 8.63297e-05, 4.84322e-05, -5.91404e-06, -0.000363937, -0.00759856, 0.0029203, -0.0288469, -0.00668214, 0.000674876, -0.0140294, -0.00610203, 7.97025e-05, 0.165378, -0.0957589, -0.00107654, 0.0774723, 0.111524, -20.6328, -0.0301601, 0.35332, -20.6302, 20.6332, 0.0123272, 0.0457912, 0.000998762, 5.25031, 5.07119, 5.30109, 5.0106, 0.391904, 0.382496, 0.394544, 0.379279, 
[2024-10-16 17:54:32.467307] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5173] , 15.4665, 489, -0.00226623, 0.00103662, -0.0031535, 0.00613376, -0.00269424, -0.0295523, -0.0119656, -0.00563429, 0.00107505, 0.0390002, -0.0261206, 0.0294411, 0, 0, -0.00483232, 0, 0, -0.0382688, 0.0123934, 0.00725453, 0, 3.43435e-05, 0.110459, 0, 3.43435e-05, 0.110451, 0.00132167, 0.341478, 1.06722, 0.0140211, -0.00226623, 0.00103662, 0.00167883, 6.75857e-05, 5.70017e-05, 8.65181e-06, 0.00613376, -0.00269424, 0.00871641, -0.024359, -0.0128888, 0.00107505, -0.0143179, -0.00616885, 8.64513e-05, 0.0389658, -0.136571, 0.0281194, -0.0337172, 0.0088735, -20.8111, -0.150962, 0.257915, -20.809, 20.8111, 0.0171058, 0.0417397, -0.0138774, 5.23705, 5.10029, 5.38255, 5.09125, 0.391212, 0.384034, 0.398756, 0.383557, 
[2024-10-16 17:54:32.477443] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5181] , 15.4765, 567, -0.00226623, 0.00103662, -0.0031535, 0.00613376, -0.00269424, -0.0295523, -0.0119656, -0.00563429, 0.00107505, 0.0390002, -0.0261206, 0.0294411, 0, 0, -0.00522699, 0, 0, -0.0404442, 0.0123896, 0.007243, 0, -0.0287858, 0.238242, 0, -0.0287858, 0.238225, 0.00285064, 0.360012, 0.877507, 0.0109887, -0.00226623, 0.00103662, 0.00207349, 4.49235e-05, 6.73679e-05, 2.54401e-05, 0.00613376, -0.00269424, 0.0108918, -0.0243552, -0.0128773, 0.00107505, -0.0145615, -0.00629774, 9.72018e-05, 0.067786, -0.264345, 0.0265904, -0.0336339, 0.0088354, -20.9086, -0.151428, 0.259043, -20.9065, 20.9087, 0.0131386, 0.0512829, -0.0133725, 5.2961, 5.09249, 5.4212, 5.09888, 0.394285, 0.383622, 0.400744, 0.38396, 
[2024-10-16 17:54:32.487402] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5187] , 15.4865, 559, -0.00242209, 0.00113641, -0.00321691, -0.0136196, 0.00170326, -0.0379733, -0.0125306, -0.00532465, 0.00104209, -0.0807628, -0.0225525, -0.024207, 0, 0, -0.00564125, 0, 0, -0.0426719, 0.00863216, -0.011772, 0, -0.0369221, 0.256163, 0, -0.0369221, 0.256143, 0.0032098, 0.175833, 0.994997, 0.0117008, -0.00242209, 0.00113641, 0.00242435, 2.22612e-05, 7.77341e-05, 4.6175e-05, -0.0136196, 0.00170326, 0.00469863, -0.0211628, 0.0064474, 0.00104209, -0.014805, -0.00642651, 0.000107952, -0.0438408, -0.278695, -0.0274168, 0.355512, -0.0806638, -20.7877, 0.244736, 0.179468, -20.7887, 20.7909, 0.0240746, 0.0485155, 0.0134293, 5.30074, 5.16072, 5.34347, 4.98594, 0.394526, 0.387216, 0.396739, 0.377966, 
[2024-10-16 17:54:32.497364] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5194] , 15.4965, 564, -0.0027039, 0.00135286, -0.00329003, -0.0153658, -0.000731595, -0.0392654, -0.012982, -0.00587541, 0.00112075, -0.0507923, -0.0517515, -0.0446374, 0, 0, -0.00607998, 0, 0, -0.0449746, 0.0109222, -0.0133077, 0, -0.0947134, -0.0811783, 0, -0.0947134, -0.0811715, -0.00105383, -0.03677, 0.901558, 0.0106566, -0.0027039, 0.00135286, 0.00278995, -1.95976e-06, 8.90982e-05, 7.04185e-05, -0.0153658, -0.000731595, 0.00570917, -0.0239042, 0.00743233, 0.00112075, -0.0150167, -0.00636204, 0.000118373, 0.0439211, 0.02942, -0.0435836, 0.40011, -0.0424898, -20.8531, 0.277535, 0.227799, -20.8539, 20.857, 0.00511249, 0.0134522, 0.0205855, 5.2878, 5.24192, 5.20969, 5.11761, 0.393854, 0.391466, 0.389783, 0.384948, 
[2024-10-16 17:54:32.507392] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5200] , 15.5065, 584, -0.0027039, 0.00135286, -0.00329003, -0.0153658, -0.000731595, -0.0392654, -0.012982, -0.00587541, 0.00112075, -0.0507923, -0.0517515, -0.0446374, 0, 0, -0.00654091, 0, 0, -0.0473365, 0.0109303, -0.0132146, 0, -0.0683473, -0.241191, 0, -0.0683473, -0.241171, -0.00313106, -0.403748, -0.65884, -0.00877938, -0.0027039, 0.00135286, 0.00325088, -2.89988e-05, 0.000102627, 9.8318e-05, -0.0153658, -0.000731595, 0.00807112, -0.0239123, 0.00733921, 0.00112075, -0.0152557, -0.00628771, 0.000129581, 0.017555, 0.189419, -0.0415064, 0.400209, -0.0425395, -20.9601, 0.277006, 0.229138, -20.9609, 20.964, -0.00236496, -0.0366765, 0.0185981, 5.19801, 5.3754, 5.0959, 5.29465, 0.389172, 0.398387, 0.383802, 0.39421, 
[2024-10-16 17:54:32.517332] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5206] , 15.5165, 534, -0.00294868, 0.00169398, -0.00342984, 0.00947956, 0.00189446, -0.0367423, -0.0128503, -0.00608881, 0.00132806, 0.0110293, 0.0560346, 0.0288733, 0, 0, -0.00702567, 0, 0, -0.0497628, 0.00775437, 0.00952354, 0, -0.0456804, -0.271516, 0, -0.0456804, -0.271494, -0.00348898, -0.479171, -2.26443, -0.0289511, -0.00294868, 0.00169398, 0.00359583, -5.60378e-05, 0.000116156, 0.000130827, 0.00947956, 0.00189446, 0.0130205, -0.0206047, -0.0156124, 0.00132806, -0.0154948, -0.00621432, 0.000140788, 0.0567097, 0.327528, 0.0323623, -0.0724136, -0.10774, -21.1253, -0.201183, 0.163815, -21.1241, 21.1257, -0.0137012, -0.0774093, -0.0188687, 5.06753, 5.40257, 5.09841, 5.55723, 0.382302, 0.399787, 0.383935, 0.40769, 
[2024-10-16 17:54:32.527361] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5213] , 15.5265, 550, -0.00307113, 0.00178057, -0.00357425, -0.0214706, -0.00129977, -0.0546203, -0.0129435, -0.00586064, 0.00145406, 0.0312864, -0.0437992, -0.00661721, 0, 0, -0.00753703, 0, 0, -0.0522633, 0.0105237, -0.0197796, 0, -0.0792132, 0.122394, 0, -0.0792132, 0.122384, 0.00158416, -0.330945, -3.01622, -0.0381843, -0.00307113, 0.00178057, 0.00396277, -8.55246e-05, 0.000133095, 0.000166785, -0.0214706, -0.00129977, -0.002357, -0.0234672, 0.013919, 0.00145406, -0.0157009, -0.00637044, 0.000154069, 0.1105, -0.166183, -0.00820137, 0.532695, -0.049446, -20.7692, 0.410894, 0.218638, -20.7709, 20.7761, -0.0155358, -0.0512777, 0.000444605, 5.09873, 5.29149, 5.02637, 5.35949, 0.383952, 0.394046, 0.380118, 0.397566, 
[2024-10-16 17:54:32.537305] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [5219] , 15.5365, 531, -0.00310628, 0.00189812, -0.00368717, 0.00691816, 0.00560788, -0.0406503, -0.0127116, -0.00590113, 0.00167634, -0.00431348, 0.0529926, 0.0345591, 0, 0, -0.00807083, 0, 0, -0.0548146, 0.00384151, 0.00669547, 0, -0.036984, -0.19272, 0, -0.036984, -0.192704, -0.0024497, -0.262787, -1.34897, -0.0165389, -0.00310628, 0.00189812, 0.00438366, -0.000116236, 0.000150901, 0.000206413, 0.00691816, 0.00560788, 0.0141643, -0.0165531, -0.0125966, 0.00167634, -0.0159355, -0.00623125, 0.000168609, 0.0326705, 0.245697, 0.0370088, -0.0165586, -0.188405, -21.2375, -0.142198, 0.0815869, -21.2377, 21.2383, -0.00521279, -0.050315, -0.0207858, 5.14125, 5.37571, 5.2199, 5.50145, 0.386193, 0.398403, 0.390317, 0.404851, 
