[2025-02-03 14:25:21.083494] [0x0000007fa946e010] [MocapTag] [0x00003479] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:25:21.437788] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [116] , 0.431123, 0.00901838, -0.1834, -0.147918, -0.994722, 0.00748236, -0.00222586, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.442347] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [117] , 0.441102, 0.00901838, -0.1834, -0.147918, -0.994722, 0.00748236, -0.00222586, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.445091] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [118] , 0.441102, 0.00902364, -0.183401, -0.147914, -0.994722, 0.00746597, -0.002232, -0.102315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.447903] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [119] , 0.441102, 0.00902364, -0.183401, -0.147914, -0.994722, 0.00746597, -0.002232, -0.102315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.450715] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [120] , 0.441102, 0.00902364, -0.183401, -0.147914, -0.994722, 0.00746597, -0.002232, -0.102315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.454622] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [121] , 0.451113, 0.00901766, -0.183395, -0.147918, -0.994722, 0.00745904, -0.00224241, -0.102307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.458215] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [122] , 0.451113, 0.00901766, -0.183395, -0.147918, -0.994722, 0.00745904, -0.00224241, -0.102307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.460906] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [123] , 0.451113, 0.00901766, -0.183395, -0.147918, -0.994722, 0.00745904, -0.00224241, -0.102307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.463598] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [124] , 0.461127, 0.00901792, -0.183398, -0.147916, -0.994723, 0.00744859, -0.00225609, -0.102304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.466607] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [125] , 0.461127, 0.00901792, -0.183398, -0.147916, -0.994723, 0.00744859, -0.00225609, -0.102304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.469185] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [126] , 0.461127, 0.00901792, -0.183398, -0.147916, -0.994723, 0.00744859, -0.00225609, -0.102304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.472847] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [127] , 0.471103, 0.00901979, -0.183397, -0.147914, -0.994722, 0.00745956, -0.00222535, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.476707] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [128] , 0.471103, 0.00901979, -0.183397, -0.147914, -0.994722, 0.00745956, -0.00222535, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.479310] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [129] , 0.471103, 0.00901979, -0.183397, -0.147914, -0.994722, 0.00745956, -0.00222535, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.481943] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [130] , 0.481106, 0.00901711, -0.183397, -0.147908, -0.994722, 0.00745299, -0.00221932, -0.102311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.485125] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [131] , 0.481106, 0.00901711, -0.183397, -0.147908, -0.994722, 0.00745299, -0.00221932, -0.102311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.487428] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [132] , 0.481106, 0.00901711, -0.183397, -0.147908, -0.994722, 0.00745299, -0.00221932, -0.102311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.490858] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [133] , 0.481106, 0.00901711, -0.183397, -0.147908, -0.994722, 0.00745299, -0.00221932, -0.102311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.494735] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [134] , 0.491113, 0.00901632, -0.183396, -0.147908, -0.994722, 0.00745459, -0.00223847, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.496174] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [135] , 0.491113, 0.00901632, -0.183396, -0.147908, -0.994722, 0.00745459, -0.00223847, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.498841] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [136] , 0.491113, 0.00901632, -0.183396, -0.147908, -0.994722, 0.00745459, -0.00223847, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.501630] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [137] , 0.501116, 0.00901365, -0.183403, -0.147907, -0.994722, 0.00745794, -0.0022661, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.506331] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [138] , 0.501116, 0.00901365, -0.183403, -0.147907, -0.994722, 0.00745794, -0.0022661, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.508794] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [139] , 0.501116, 0.00901365, -0.183403, -0.147907, -0.994722, 0.00745794, -0.0022661, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.511599] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [140] , 0.511131, 0.0090149, -0.183401, -0.14791, -0.994723, 0.00747775, -0.00224281, -0.1023, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.514478] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [141] , 0.511131, 0.0090149, -0.183401, -0.14791, -0.994723, 0.00747775, -0.00224281, -0.1023, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.517051] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [142] , 0.511131, 0.0090149, -0.183401, -0.14791, -0.994723, 0.00747775, -0.00224281, -0.1023, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.519685] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [143] , 0.511131, 0.0090149, -0.183401, -0.14791, -0.994723, 0.00747775, -0.00224281, -0.1023, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.524892] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [144] , 0.521103, 0.00902087, -0.183396, -0.147903, -0.994722, 0.00747361, -0.00225952, -0.102313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.527728] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [145] , 0.521103, 0.00902087, -0.183396, -0.147903, -0.994722, 0.00747361, -0.00225952, -0.102313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.530416] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [146] , 0.521103, 0.00902087, -0.183396, -0.147903, -0.994722, 0.00747361, -0.00225952, -0.102313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.533123] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [147] , 0.531114, 0.00902037, -0.183397, -0.147902, -0.994721, 0.00746701, -0.00227548, -0.102315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.538247] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [148] , 0.531114, 0.00902037, -0.183397, -0.147902, -0.994721, 0.00746701, -0.00227548, -0.102315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.541388] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [149] , 0.531114, 0.00902037, -0.183397, -0.147902, -0.994721, 0.00746701, -0.00227548, -0.102315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.544065] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [150] , 0.54111, 0.00902136, -0.183395, -0.147898, -0.994722, 0.00747776, -0.00224979, -0.102308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.546961] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [151] , 0.54111, 0.00902136, -0.183395, -0.147898, -0.994722, 0.00747776, -0.00224979, -0.102308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.549548] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [152] , 0.54111, 0.00902136, -0.183395, -0.147898, -0.994722, 0.00747776, -0.00224979, -0.102308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.554518] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [153] , 0.551117, 0.00901932, -0.183394, -0.147903, -0.994721, 0.00747088, -0.00226193, -0.102319, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.557313] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [154] , 0.551117, 0.00901932, -0.183394, -0.147903, -0.994721, 0.00747088, -0.00226193, -0.102319, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.560180] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [155] , 0.551117, 0.00901932, -0.183394, -0.147903, -0.994721, 0.00747088, -0.00226193, -0.102319, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.562771] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [156] , 0.561124, 0.00901845, -0.183398, -0.147904, -0.994722, 0.00748242, -0.00226423, -0.102307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.565801] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [157] , 0.561124, 0.00901845, -0.183398, -0.147904, -0.994722, 0.00748242, -0.00226423, -0.102307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.570729] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [158] , 0.561124, 0.00901845, -0.183398, -0.147904, -0.994722, 0.00748242, -0.00226423, -0.102307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.573325] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [159] , 0.57112, 0.00901869, -0.1834, -0.147903, -0.994722, 0.00747029, -0.00222927, -0.102308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.576223] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [160] , 0.57112, 0.00901869, -0.1834, -0.147903, -0.994722, 0.00747029, -0.00222927, -0.102308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.578922] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [161] , 0.57112, 0.00901869, -0.1834, -0.147903, -0.994722, 0.00747029, -0.00222927, -0.102308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.582780] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [162] , 0.581122, 0.00902039, -0.183402, -0.147908, -0.994722, 0.00748496, -0.00224812, -0.102311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.586704] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [163] , 0.581122, 0.00902039, -0.183402, -0.147908, -0.994722, 0.00748496, -0.00224812, -0.102311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.589302] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [164] , 0.581122, 0.00902039, -0.183402, -0.147908, -0.994722, 0.00748496, -0.00224812, -0.102311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.591758] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [165] , 0.591117, 0.00901844, -0.183404, -0.147911, -0.994723, 0.00745022, -0.00223379, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.594781] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [166] , 0.591117, 0.00901844, -0.183404, -0.147911, -0.994723, 0.00745022, -0.00223379, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.597673] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [167] , 0.591117, 0.00901844, -0.183404, -0.147911, -0.994723, 0.00745022, -0.00223379, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.601723] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [168] , 0.601123, 0.00901844, -0.183404, -0.147911, -0.994723, 0.00745022, -0.00223379, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.604636] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [169] , 0.601123, 0.00902063, -0.183404, -0.147909, -0.994722, 0.00745741, -0.00223752, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.607190] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [170] , 0.601123, 0.00902063, -0.183404, -0.147909, -0.994722, 0.00745741, -0.00223752, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.609829] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [171] , 0.601123, 0.00902063, -0.183404, -0.147909, -0.994722, 0.00745741, -0.00223752, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.612472] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [172] , 0.6111, 0.00901766, -0.183403, -0.147916, -0.994723, 0.00745708, -0.00225352, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.615517] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [173] , 0.6111, 0.00901766, -0.183403, -0.147916, -0.994723, 0.00745708, -0.00225352, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.620088] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [174] , 0.6111, 0.00901766, -0.183403, -0.147916, -0.994723, 0.00745708, -0.00225352, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.622827] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [175] , 0.621106, 0.00901889, -0.1834, -0.14791, -0.994723, 0.00744717, -0.00225536, -0.102297, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.626742] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [176] , 0.621106, 0.00901889, -0.1834, -0.14791, -0.994723, 0.00744717, -0.00225536, -0.102297, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.628457] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [177] , 0.621106, 0.00901889, -0.1834, -0.14791, -0.994723, 0.00744717, -0.00225536, -0.102297, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.631215] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [178] , 0.621106, 0.00901889, -0.1834, -0.14791, -0.994723, 0.00744717, -0.00225536, -0.102297, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.634334] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [179] , 0.631133, 0.0090199, -0.183403, -0.147916, -0.994724, 0.0074591, -0.00221048, -0.102288, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.637287] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [180] , 0.631133, 0.0090199, -0.183403, -0.147916, -0.994724, 0.0074591, -0.00221048, -0.102288, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.640093] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [181] , 0.631133, 0.0090199, -0.183403, -0.147916, -0.994724, 0.0074591, -0.00221048, -0.102288, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.642562] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [182] , 0.641119, 0.00902294, -0.183399, -0.147914, -0.994722, 0.00746163, -0.00220872, -0.102307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.645446] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [183] , 0.641119, 0.00902294, -0.183399, -0.147914, -0.994722, 0.00746163, -0.00220872, -0.102307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.650791] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [184] , 0.641119, 0.00902294, -0.183399, -0.147914, -0.994722, 0.00746163, -0.00220872, -0.102307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.652813] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [185] , 0.651123, 0.00902365, -0.183399, -0.14791, -0.994723, 0.00745287, -0.00223716, -0.102297, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.655337] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [186] , 0.651123, 0.00902365, -0.183399, -0.14791, -0.994723, 0.00745287, -0.00223716, -0.102297, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.657908] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [187] , 0.651123, 0.00902365, -0.183399, -0.14791, -0.994723, 0.00745287, -0.00223716, -0.102297, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.660836] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [188] , 0.651123, 0.00902365, -0.183399, -0.14791, -0.994723, 0.00745287, -0.00223716, -0.102297, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.665417] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [189] , 0.66112, 0.00915141, -0.183361, -0.147872, -0.994733, 0.00747158, -0.00172608, -0.102215, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.667972] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [190] , 0.66112, 0.00915141, -0.183361, -0.147872, -0.994733, 0.00747158, -0.00172608, -0.102215, 0.012776, 0.00384402, 0.00379519, 0, 0.101937, 0, 
[2025-02-03 14:25:21.670797] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [191] , 0.66112, 0.00915141, -0.183361, -0.147872, -0.994733, 0.00747158, -0.00172608, -0.102215, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.673464] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [192] , 0.671128, 0.00902622, -0.183394, -0.147911, -0.994722, 0.00747894, -0.00223883, -0.10231, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.676297] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [193] , 0.671128, 0.00902622, -0.183394, -0.147911, -0.994722, 0.00747894, -0.00223883, -0.10231, -0.012519, -0.00326696, -0.00384502, 0, -0.101714, 0, 
[2025-02-03 14:25:21.678816] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [194] , 0.671128, 0.00902622, -0.183394, -0.147911, -0.994722, 0.00747894, -0.00223883, -0.10231, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.682618] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [195] , 0.681105, 0.00902138, -0.183392, -0.147907, -0.994721, 0.00748534, -0.00225342, -0.102318, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.685427] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [196] , 0.681105, 0.00902138, -0.183392, -0.147907, -0.994721, 0.00748534, -0.00225342, -0.102318, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.689349] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [197] , 0.681105, 0.00902138, -0.183392, -0.147907, -0.994721, 0.00748534, -0.00225342, -0.102318, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.690922] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [198] , 0.681105, 0.00902138, -0.183392, -0.147907, -0.994721, 0.00748534, -0.00225342, -0.102318, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.693558] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [199] , 0.691119, 0.00902123, -0.183393, -0.147909, -0.994721, 0.00747963, -0.00226183, -0.102322, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.698231] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [200] , 0.691119, 0.00902123, -0.183393, -0.147909, -0.994721, 0.00747963, -0.00226183, -0.102322, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.700916] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [201] , 0.691119, 0.00902123, -0.183393, -0.147909, -0.994721, 0.00747963, -0.00226183, -0.102322, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.703600] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [202] , 0.70113, 0.00902438, -0.183389, -0.147904, -0.99472, 0.00747527, -0.00226523, -0.102325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.708694] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [203] , 0.70113, 0.00902438, -0.183389, -0.147904, -0.99472, 0.00747527, -0.00226523, -0.102325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.709238] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [204] , 0.70113, 0.00902438, -0.183389, -0.147904, -0.99472, 0.00747527, -0.00226523, -0.102325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.713606] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [205] , 0.711106, 0.00902082, -0.183394, -0.147908, -0.994721, 0.00748896, -0.00225243, -0.102314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.716471] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [206] , 0.711106, 0.00902082, -0.183394, -0.147908, -0.994721, 0.00748896, -0.00225243, -0.102314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.719052] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [207] , 0.711106, 0.00902082, -0.183394, -0.147908, -0.994721, 0.00748896, -0.00225243, -0.102314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.721718] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [208] , 0.721115, 0.00902086, -0.183398, -0.14791, -0.994721, 0.0074738, -0.00225901, -0.102316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.725619] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [209] , 0.721115, 0.00902086, -0.183398, -0.14791, -0.994721, 0.0074738, -0.00225901, -0.102316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.727159] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [210] , 0.721115, 0.00902086, -0.183398, -0.14791, -0.994721, 0.0074738, -0.00225901, -0.102316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.731990] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [211] , 0.731104, 0.00902214, -0.183399, -0.147905, -0.994722, 0.00746099, -0.00224357, -0.102314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.734967] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [212] , 0.731104, 0.00902214, -0.183399, -0.147905, -0.994722, 0.00746099, -0.00224357, -0.102314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.737909] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [213] , 0.731104, 0.00902214, -0.183399, -0.147905, -0.994722, 0.00746099, -0.00224357, -0.102314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.741002] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [214] , 0.731104, 0.00902214, -0.183399, -0.147905, -0.994722, 0.00746099, -0.00224357, -0.102314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.745245] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [215] , 0.741122, 0.0090223, -0.183404, -0.147913, -0.994723, 0.0074807, -0.00220686, -0.102304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.748345] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [216] , 0.741122, 0.0090223, -0.183404, -0.147913, -0.994723, 0.0074807, -0.00220686, -0.102304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.751981] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [217] , 0.751103, 0.0090223, -0.183404, -0.147913, -0.994723, 0.0074807, -0.00220686, -0.102304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.753722] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [218] , 0.751103, 0.00902018, -0.183405, -0.147908, -0.994723, 0.00745006, -0.00222792, -0.1023, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.756550] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [219] , 0.751103, 0.00902018, -0.183405, -0.147908, -0.994723, 0.00745006, -0.00222792, -0.1023, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.761556] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [220] , 0.761099, 0.00902018, -0.183405, -0.147908, -0.994723, 0.00745006, -0.00222792, -0.1023, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.764231] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [221] , 0.761099, 0.00901868, -0.183409, -0.147911, -0.994724, 0.00745386, -0.00222713, -0.102295, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.767229] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [222] , 0.761099, 0.00901868, -0.183409, -0.147911, -0.994724, 0.00745386, -0.00222713, -0.102295, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.769929] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [223] , 0.761099, 0.00901868, -0.183409, -0.147911, -0.994724, 0.00745386, -0.00222713, -0.102295, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.772761] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [224] , 0.771122, 0.00901893, -0.183407, -0.147903, -0.994723, 0.00744868, -0.00224796, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.777176] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [225] , 0.771122, 0.00901893, -0.183407, -0.147903, -0.994723, 0.00744868, -0.00224796, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.781007] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [226] , 0.771122, 0.00901893, -0.183407, -0.147903, -0.994723, 0.00744868, -0.00224796, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.782439] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [227] , 0.781122, 0.00901792, -0.183403, -0.147912, -0.994724, 0.0074518, -0.00223796, -0.102293, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.785377] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [228] , 0.781122, 0.00901792, -0.183403, -0.147912, -0.994724, 0.0074518, -0.00223796, -0.102293, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.788091] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [229] , 0.781122, 0.00901792, -0.183403, -0.147912, -0.994724, 0.0074518, -0.00223796, -0.102293, 0, 0, 0, 0, 0, 0, 
