[2024-07-25 21:08:05.144425] [0x0000007f9da45010] [MocapTag] [0x0000624f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-25 21:08:05.474008] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [115] , 0.471056, -3.1095, -0.4393, -0.170127, -0.999637, -0.0154723, -0.00674794, -0.0210189, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.476389] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [116] , 0.471056, -3.10949, -0.439293, -0.17012, -0.999637, -0.015488, -0.0067923, -0.0209926, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.477803] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [117] , 0.471056, -3.10949, -0.439293, -0.17012, -0.999637, -0.015488, -0.0067923, -0.0209926, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.480222] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [118] , 0.471056, -3.10949, -0.439293, -0.17012, -0.999637, -0.015488, -0.0067923, -0.0209926, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.483089] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [119] , 0.481056, -3.1095, -0.439287, -0.170126, -0.999635, -0.0155179, -0.00678378, -0.0210428, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.488129] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [120] , 0.481056, -3.1095, -0.439287, -0.170126, -0.999635, -0.0155179, -0.00678378, -0.0210428, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.490683] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [121] , 0.481056, -3.1095, -0.439287, -0.170126, -0.999635, -0.0155179, -0.00678378, -0.0210428, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.493891] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [122] , 0.491058, -3.10949, -0.439294, -0.170137, -0.999637, -0.0154901, -0.00670682, -0.0210109, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.495758] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [123] , 0.491058, -3.10949, -0.439294, -0.170137, -0.999637, -0.0154901, -0.00670682, -0.0210109, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.498351] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [124] , 0.491058, -3.10949, -0.439294, -0.170137, -0.999637, -0.0154901, -0.00670682, -0.0210109, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.500898] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [125] , 0.491058, -3.10949, -0.439294, -0.170137, -0.999637, -0.0154901, -0.00670682, -0.0210109, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.506236] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [126] , 0.501064, -3.10949, -0.439291, -0.170126, -0.999635, -0.0155373, -0.00670859, -0.021055, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.507300] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [127] , 0.501064, -3.10949, -0.439291, -0.170126, -0.999635, -0.0155373, -0.00670859, -0.021055, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.509722] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [128] , 0.501064, -3.10949, -0.439291, -0.170126, -0.999635, -0.0155373, -0.00670859, -0.021055, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.512470] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [129] , 0.511059, -3.10949, -0.439291, -0.170126, -0.999635, -0.0155373, -0.00670859, -0.021055, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.514942] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [130] , 0.511059, -3.1095, -0.439293, -0.170124, -0.999637, -0.0154791, -0.00675664, -0.0210022, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.520309] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [131] , 0.511059, -3.1095, -0.439293, -0.170124, -0.999637, -0.0154791, -0.00675664, -0.0210022, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.522494] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [132] , 0.52106, -3.1095, -0.439293, -0.170124, -0.999637, -0.0154791, -0.00675664, -0.0210022, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.524682] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [133] , 0.52106, -3.10951, -0.439369, -0.170174, -0.999633, -0.0157012, -0.00675369, -0.0210351, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.527536] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [134] , 0.52106, -3.10951, -0.439369, -0.170174, -0.999633, -0.0157012, -0.00675369, -0.0210351, 0, -0.00761818, -0.00493365, 0.0443935, 0, 0, 
[2024-07-25 21:08:05.529814] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [135] , 0.52106, -3.10951, -0.439369, -0.170174, -0.999633, -0.0157012, -0.00675369, -0.0210351, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.532464] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [136] , 0.53106, -3.10951, -0.439369, -0.170174, -0.999633, -0.0157012, -0.00675369, -0.0210351, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.536199] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [137] , 0.53106, -3.1095, -0.439285, -0.170118, -0.999635, -0.0155241, -0.00672573, -0.0210741, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.538896] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [138] , 0.53106, -3.1095, -0.439285, -0.170118, -0.999635, -0.0155241, -0.00672573, -0.0210741, 0, 0.00835196, 0.00554273, -0.0353575, 0, 0, 
[2024-07-25 21:08:05.543049] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [139] , 0.541055, -3.1095, -0.439285, -0.170118, -0.999635, -0.0155241, -0.00672573, -0.0210741, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.544004] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [140] , 0.541055, -3.10949, -0.4393, -0.170114, -0.999634, -0.0155655, -0.00674347, -0.0210953, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.546856] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [141] , 0.541055, -3.10949, -0.4393, -0.170114, -0.999634, -0.0155655, -0.00674347, -0.0210953, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.549278] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [142] , 0.541055, -3.10949, -0.4393, -0.170114, -0.999634, -0.0155655, -0.00674347, -0.0210953, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.553002] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [143] , 0.551059, -3.10949, -0.4393, -0.170114, -0.999634, -0.0155655, -0.00674347, -0.0210953, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.555000] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [144] , 0.551059, -3.10949, -0.439295, -0.170129, -0.999635, -0.0155221, -0.00672852, -0.0210664, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.557874] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [145] , 0.551059, -3.10949, -0.439295, -0.170129, -0.999635, -0.0155221, -0.00672852, -0.0210664, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.560265] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [146] , 0.551059, -3.10949, -0.439295, -0.170129, -0.999635, -0.0155221, -0.00672852, -0.0210664, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.563731] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [147] , 0.561059, -3.10949, -0.439295, -0.170129, -0.999635, -0.0155221, -0.00672852, -0.0210664, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.565302] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [148] , 0.561059, -3.1095, -0.439296, -0.170114, -0.999637, -0.0154653, -0.00677899, -0.0210055, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.570234] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [149] , 0.561059, -3.1095, -0.439296, -0.170114, -0.999637, -0.0154653, -0.00677899, -0.0210055, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.573280] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [150] , 0.571054, -3.1095, -0.439296, -0.170114, -0.999637, -0.0154653, -0.00677899, -0.0210055, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.575715] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [151] , 0.571054, -3.1095, -0.439296, -0.170116, -0.999636, -0.015481, -0.00669617, -0.0210677, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.577962] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [152] , 0.571054, -3.1095, -0.439296, -0.170116, -0.999636, -0.015481, -0.00669617, -0.0210677, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.580519] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [153] , 0.571054, -3.1095, -0.439296, -0.170116, -0.999636, -0.015481, -0.00669617, -0.0210677, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.584442] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [154] , 0.581061, -3.1095, -0.439296, -0.170116, -0.999636, -0.015481, -0.00669617, -0.0210677, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.586723] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [155] , 0.581061, -3.10949, -0.439301, -0.170127, -0.999635, -0.0155091, -0.00671273, -0.0210592, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.589467] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [156] , 0.581061, -3.10949, -0.439301, -0.170127, -0.999635, -0.0155091, -0.00671273, -0.0210592, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.592366] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [157] , 0.591043, -3.10949, -0.439301, -0.170127, -0.999635, -0.0155091, -0.00671273, -0.0210592, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.594746] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [158] , 0.591043, -3.10934, -0.439367, -0.170375, -0.999613, -0.0164648, -0.00734391, -0.0212088, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.599878] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [159] , 0.591043, -3.10934, -0.439367, -0.170375, -0.999613, -0.0164648, -0.00734391, -0.0212088, 0.0147464, -0.00653446, -0.0248571, 0.188279, -0.130688, 0, 
[2024-07-25 21:08:05.605220] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [160] , 0.601058, -3.10934, -0.439367, -0.170375, -0.999613, -0.0164648, -0.00734391, -0.0212088, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.605528] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [161] , 0.601058, -3.10934, -0.43937, -0.170394, -0.999609, -0.0166069, -0.00755753, -0.0212072, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.608861] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [162] , 0.601058, -3.10934, -0.43937, -0.170394, -0.999609, -0.0166069, -0.00755753, -0.0212072, 0, 0, 0, 0, -0.043305, 0, 
[2024-07-25 21:08:05.611142] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [163] , 0.601058, -3.10934, -0.43937, -0.170394, -0.999609, -0.0166069, -0.00755753, -0.0212072, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.615449] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [164] , 0.611062, -3.10951, -0.43929, -0.170115, -0.999636, -0.0155085, -0.00683999, -0.0209922, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.618353] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [165] , 0.611062, -3.10951, -0.43929, -0.170115, -0.999636, -0.0155085, -0.00683999, -0.0209922, -0.0170226, 0.0079921, 0.0279507, -0.216365, 0.148758, 0.03912, 
[2024-07-25 21:08:05.620898] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [166] , 0.611062, -3.10951, -0.43929, -0.170115, -0.999636, -0.0155085, -0.00683999, -0.0209922, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.623569] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [167] , 0.621062, -3.1095, -0.439288, -0.170122, -0.999636, -0.015499, -0.00678631, -0.0210229, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.626117] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [168] , 0.621062, -3.1095, -0.439288, -0.170122, -0.999636, -0.015499, -0.00678631, -0.0210229, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.630348] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [169] , 0.621062, -3.1095, -0.439288, -0.170122, -0.999636, -0.015499, -0.00678631, -0.0210229, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.633291] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [170] , 0.63106, -3.10949, -0.439288, -0.170121, -0.999635, -0.0155405, -0.00673642, -0.0210525, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.635807] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [171] , 0.63106, -3.10949, -0.439288, -0.170121, -0.999635, -0.0155405, -0.00673642, -0.0210525, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.638250] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [172] , 0.63106, -3.10949, -0.439288, -0.170121, -0.999635, -0.0155405, -0.00673642, -0.0210525, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.641271] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [173] , 0.641077, -3.10949, -0.439288, -0.170121, -0.999635, -0.0155405, -0.00673642, -0.0210525, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.643563] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [174] , 0.641077, -3.1095, -0.439284, -0.170121, -0.999636, -0.015504, -0.00679913, -0.0210221, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.648376] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [175] , 0.641077, -3.1095, -0.439284, -0.170121, -0.999636, -0.015504, -0.00679913, -0.0210221, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.650122] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [176] , 0.641077, -3.1095, -0.439284, -0.170121, -0.999636, -0.015504, -0.00679913, -0.0210221, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.652749] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [177] , 0.651063, -3.1095, -0.439284, -0.170121, -0.999636, -0.015504, -0.00679913, -0.0210221, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.655130] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [178] , 0.651063, -3.10949, -0.439289, -0.17011, -0.999637, -0.0154973, -0.00677817, -0.0209713, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.657973] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [179] , 0.651063, -3.10949, -0.439289, -0.17011, -0.999637, -0.0154973, -0.00677817, -0.0209713, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.660386] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [180] , 0.651063, -3.10949, -0.439289, -0.17011, -0.999637, -0.0154973, -0.00677817, -0.0209713, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.663964] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [181] , 0.661058, -3.10949, -0.439289, -0.17011, -0.999637, -0.0154973, -0.00677817, -0.0209713, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.666595] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [182] , 0.661058, -3.10949, -0.439295, -0.170119, -0.999637, -0.0154884, -0.00673242, -0.0209937, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.670226] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [183] , 0.661058, -3.10949, -0.439295, -0.170119, -0.999637, -0.0154884, -0.00673242, -0.0209937, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.671999] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [184] , 0.671053, -3.10949, -0.439295, -0.170119, -0.999637, -0.0154884, -0.00673242, -0.0209937, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.674615] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [185] , 0.671053, -3.10948, -0.439287, -0.170122, -0.999635, -0.0155062, -0.00669745, -0.0210616, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.678720] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [186] , 0.671053, -3.10948, -0.439287, -0.170122, -0.999635, -0.0155062, -0.00669745, -0.0210616, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.682116] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [187] , 0.681049, -3.10948, -0.439287, -0.170122, -0.999635, -0.0155062, -0.00669745, -0.0210616, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.684302] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [188] , 0.681049, -3.1095, -0.439287, -0.170109, -0.999636, -0.0154879, -0.006778, -0.0210265, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.686989] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [189] , 0.681049, -3.1095, -0.439287, -0.170109, -0.999636, -0.0154879, -0.006778, -0.0210265, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.689320] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [190] , 0.681049, -3.1095, -0.439287, -0.170109, -0.999636, -0.0154879, -0.006778, -0.0210265, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.692123] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [191] , 0.691054, -3.1095, -0.439287, -0.170109, -0.999636, -0.0154879, -0.006778, -0.0210265, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.695445] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [192] , 0.691054, -3.10948, -0.4393, -0.170121, -0.999635, -0.0155258, -0.00665168, -0.0210698, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.698376] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [193] , 0.691054, -3.10948, -0.4393, -0.170121, -0.999635, -0.0155258, -0.00665168, -0.0210698, 0.00203334, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.700917] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [194] , 0.691054, -3.10948, -0.4393, -0.170121, -0.999635, -0.0155258, -0.00665168, -0.0210698, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.703700] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [195] , 0.701063, -3.10949, -0.439286, -0.170105, -0.999636, -0.0155053, -0.00675591, -0.0210171, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.706333] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [196] , 0.701063, -3.10949, -0.439286, -0.170105, -0.999636, -0.0155053, -0.00675591, -0.0210171, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.711038] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [197] , 0.701063, -3.10949, -0.439286, -0.170105, -0.999636, -0.0155053, -0.00675591, -0.0210171, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.713570] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [198] , 0.711059, -3.10949, -0.439295, -0.170131, -0.999636, -0.0155064, -0.0067035, -0.0210473, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.716134] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [199] , 0.711059, -3.10949, -0.439295, -0.170131, -0.999636, -0.0155064, -0.0067035, -0.0210473, 0, 0, -0.00261257, 0, 0, 0, 
[2024-07-25 21:08:05.718713] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [200] , 0.711059, -3.10949, -0.439295, -0.170131, -0.999636, -0.0155064, -0.0067035, -0.0210473, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.721461] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [201] , 0.721061, -3.10949, -0.439295, -0.170131, -0.999636, -0.0155064, -0.0067035, -0.0210473, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.723928] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [202] , 0.721061, -3.1095, -0.439288, -0.170118, -0.999637, -0.0154745, -0.00683488, -0.0209589, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.729463] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [203] , 0.721061, -3.1095, -0.439288, -0.170118, -0.999637, -0.0154745, -0.00683488, -0.0209589, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.731308] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [204] , 0.731063, -3.1095, -0.439288, -0.170118, -0.999637, -0.0154745, -0.00683488, -0.0209589, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.733638] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [205] , 0.731063, -3.10948, -0.439292, -0.170132, -0.999637, -0.0154844, -0.00666348, -0.0210312, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.736479] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [206] , 0.731063, -3.10948, -0.439292, -0.170132, -0.999637, -0.0154844, -0.00666348, -0.0210312, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.739031] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [207] , 0.731063, -3.10948, -0.439292, -0.170132, -0.999637, -0.0154844, -0.00666348, -0.0210312, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.744126] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [208] , 0.741059, -3.10948, -0.439292, -0.170132, -0.999637, -0.0154844, -0.00666348, -0.0210312, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.745265] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [209] , 0.741059, -3.10951, -0.439289, -0.17012, -0.999637, -0.0154632, -0.0067731, -0.0209865, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.748111] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [210] , 0.741059, -3.10951, -0.439289, -0.17012, -0.999637, -0.0154632, -0.0067731, -0.0209865, -0.00287786, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.750665] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [211] , 0.741059, -3.10951, -0.439289, -0.17012, -0.999637, -0.0154632, -0.0067731, -0.0209865, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.753443] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [212] , 0.751063, -3.10949, -0.439286, -0.170124, -0.999635, -0.0155247, -0.0067851, -0.0210297, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.755867] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [213] , 0.751063, -3.10949, -0.439286, -0.170124, -0.999635, -0.0155247, -0.0067851, -0.0210297, 0.0020828, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.760097] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [214] , 0.751063, -3.10949, -0.439286, -0.170124, -0.999635, -0.0155247, -0.0067851, -0.0210297, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.763700] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [215] , 0.76106, -3.10949, -0.439286, -0.170124, -0.999635, -0.0155247, -0.0067851, -0.0210297, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.765396] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [216] , 0.76106, -3.10949, -0.439289, -0.17013, -0.999637, -0.0154956, -0.00675027, -0.0209856, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.768251] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [217] , 0.76106, -3.10949, -0.439289, -0.17013, -0.999637, -0.0154956, -0.00675027, -0.0209856, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.770798] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [218] , 0.76106, -3.10949, -0.439289, -0.17013, -0.999637, -0.0154956, -0.00675027, -0.0209856, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.774970] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [219] , 0.771052, -3.1095, -0.439285, -0.170125, -0.999636, -0.0154753, -0.00672782, -0.0210294, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.777873] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [220] , 0.771052, -3.1095, -0.439285, -0.170125, -0.999636, -0.0154753, -0.00672782, -0.0210294, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.780386] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [221] , 0.771052, -3.1095, -0.439285, -0.170125, -0.999636, -0.0154753, -0.00672782, -0.0210294, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.783996] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [222] , 0.781062, -3.1095, -0.439379, -0.170182, -0.999633, -0.0156482, -0.00667825, -0.0210699, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.785733] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [223] , 0.781062, -3.1095, -0.439379, -0.170182, -0.999633, -0.0156482, -0.00667825, -0.0210699, 0, -0.00946995, -0.00570249, 0, 0, 0, 
[2024-07-25 21:08:05.790178] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [224] , 0.781062, -3.1095, -0.439379, -0.170182, -0.999633, -0.0156482, -0.00667825, -0.0210699, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.793469] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [225] , 0.791058, -3.1095, -0.439379, -0.170182, -0.999633, -0.0156482, -0.00667825, -0.0210699, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.795399] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [226] , 0.791058, -3.1095, -0.4393, -0.170126, -0.999637, -0.015461, -0.00677725, -0.0210046, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.797989] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [227] , 0.791058, -3.1095, -0.4393, -0.170126, -0.999637, -0.015461, -0.00677725, -0.0210046, 0, 0.00796016, 0.00556861, -0.0377417, 0, 0, 
