[2025-02-03 17:53:05.855926] [0x0000007f808d0010] [MocapTag] [0x00005f2f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:53:08.222470] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [786] , 3.21433, -0.0308076, -0.203057, -0.149351, -0.999697, 0.00594841, 0.0100157, 0.0216656, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.224918] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [787] , 3.22433, -0.0307954, -0.203053, -0.149356, -0.999698, 0.00594108, 0.0100041, 0.0216259, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.228860] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [788] , 3.22433, -0.0307954, -0.203053, -0.149356, -0.999698, 0.00594108, 0.0100041, 0.0216259, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.230395] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [789] , 3.22433, -0.0307954, -0.203053, -0.149356, -0.999698, 0.00594108, 0.0100041, 0.0216259, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.234667] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [790] , 3.23433, -0.0307954, -0.203033, -0.14934, -0.999698, 0.00593698, 0.0100011, 0.0216436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.237567] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [791] , 3.23433, -0.0307954, -0.203033, -0.14934, -0.999698, 0.00593698, 0.0100011, 0.0216436, 0, 0.00200176, 0, 0, 0, 0, 
[2025-02-03 17:53:08.240152] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [792] , 3.23433, -0.0307954, -0.203033, -0.14934, -0.999698, 0.00593698, 0.0100011, 0.0216436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.242816] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [793] , 3.23433, -0.0307954, -0.203033, -0.14934, -0.999698, 0.00593698, 0.0100011, 0.0216436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.245608] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [794] , 3.24433, -0.0307885, -0.203026, -0.149346, -0.999698, 0.00595586, 0.0100174, 0.0216358, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.250346] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [795] , 3.24433, -0.0307885, -0.203026, -0.149346, -0.999698, 0.00595586, 0.0100174, 0.0216358, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.253382] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [796] , 3.24433, -0.0307885, -0.203026, -0.149346, -0.999698, 0.00595586, 0.0100174, 0.0216358, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.255451] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [797] , 3.25436, -0.030807, -0.203025, -0.149358, -0.999698, 0.0059466, 0.0100024, 0.0216402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.258909] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [798] , 3.25436, -0.030807, -0.203025, -0.149358, -0.999698, 0.0059466, 0.0100024, 0.0216402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.260731] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [799] , 3.25436, -0.030807, -0.203025, -0.149358, -0.999698, 0.0059466, 0.0100024, 0.0216402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.263267] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [800] , 3.25436, -0.0308086, -0.203017, -0.149347, -0.999699, 0.00595748, 0.0099503, 0.0216423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.286612] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [801] , 3.28438, -0.0308086, -0.203017, -0.149347, -0.999699, 0.00595748, 0.0099503, 0.0216423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.287272] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [802] , 3.28438, -0.0308086, -0.203017, -0.149347, -0.999699, 0.00595748, 0.0099503, 0.0216423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.287960] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [803] , 3.28438, -0.0308059, -0.203035, -0.149357, -0.999698, 0.00597188, 0.00998117, 0.0216333, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.288704] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [804] , 3.28438, -0.0308059, -0.203035, -0.149357, -0.999698, 0.00597188, 0.00998117, 0.0216333, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.289395] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [805] , 3.28438, -0.0308059, -0.203035, -0.149357, -0.999698, 0.00597188, 0.00998117, 0.0216333, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.290098] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [806] , 3.28438, -0.0308094, -0.203048, -0.149346, -0.999698, 0.00596324, 0.00993826, 0.0216619, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.290710] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [807] , 3.28438, -0.0308094, -0.203048, -0.149346, -0.999698, 0.00596324, 0.00993826, 0.0216619, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.291689] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [808] , 3.28438, -0.0308094, -0.203048, -0.149346, -0.999698, 0.00596324, 0.00993826, 0.0216619, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.293875] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [809] , 3.28438, -0.0308094, -0.203048, -0.149346, -0.999698, 0.00596324, 0.00993826, 0.0216619, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.297264] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [810] , 3.29434, -0.0308162, -0.203057, -0.149346, -0.999698, 0.00593189, 0.00995094, 0.0216622, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.304522] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [811] , 3.29434, -0.0308162, -0.203057, -0.149346, -0.999698, 0.00593189, 0.00995094, 0.0216622, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.305504] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [812] , 3.30433, -0.0308162, -0.203057, -0.149346, -0.999698, 0.00593189, 0.00995094, 0.0216622, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.306108] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [813] , 3.30433, -0.0308306, -0.203069, -0.149349, -0.999698, 0.00593945, 0.00997978, 0.0216435, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.307974] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [814] , 3.30433, -0.0308306, -0.203069, -0.149349, -0.999698, 0.00593945, 0.00997978, 0.0216435, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.312854] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [815] , 3.30433, -0.0308306, -0.203069, -0.149349, -0.999698, 0.00593945, 0.00997978, 0.0216435, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.315125] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [816] , 3.31431, -0.030822, -0.203057, -0.149345, -0.999699, 0.00594094, 0.00993705, 0.0216528, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.317801] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [817] , 3.31431, -0.030822, -0.203057, -0.149345, -0.999699, 0.00594094, 0.00993705, 0.0216528, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.320493] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [818] , 3.31431, -0.030822, -0.203057, -0.149345, -0.999699, 0.00594094, 0.00993705, 0.0216528, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.322926] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [819] , 3.31431, -0.0308071, -0.203055, -0.149351, -0.999699, 0.0059716, 0.00991554, 0.0216477, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.327877] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [820] , 3.32432, -0.0308071, -0.203055, -0.149351, -0.999699, 0.0059716, 0.00991554, 0.0216477, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.330054] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [821] , 3.32432, -0.0308071, -0.203055, -0.149351, -0.999699, 0.0059716, 0.00991554, 0.0216477, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.332859] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [822] , 3.32432, -0.0308071, -0.203055, -0.149351, -0.999699, 0.0059716, 0.00991554, 0.0216477, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.335438] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [823] , 3.33432, -0.0308012, -0.20304, -0.149353, -0.999699, 0.00598205, 0.00992222, 0.0216371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.338297] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [824] , 3.33432, -0.0308012, -0.20304, -0.149353, -0.999699, 0.00598205, 0.00992222, 0.0216371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.342049] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [825] , 3.33432, -0.0308012, -0.20304, -0.149353, -0.999699, 0.00598205, 0.00992222, 0.0216371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.344792] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [826] , 3.34433, -0.0307977, -0.203036, -0.149359, -0.999699, 0.00598644, 0.00992599, 0.0216266, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.347789] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [827] , 3.34433, -0.0307977, -0.203036, -0.149359, -0.999699, 0.00598644, 0.00992599, 0.0216266, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.350177] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [828] , 3.34433, -0.0307977, -0.203036, -0.149359, -0.999699, 0.00598644, 0.00992599, 0.0216266, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.352863] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [829] , 3.34433, -0.0307977, -0.203036, -0.149359, -0.999699, 0.00598644, 0.00992599, 0.0216266, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.358338] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [830] , 3.35432, -0.0308909, -0.203572, -0.150018, -0.999691, 0.00644471, 0.0112407, 0.0212158, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.361042] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [831] , 3.35432, -0.0308909, -0.203572, -0.150018, -0.999691, 0.00644471, 0.0112407, 0.0212158, -0.00932314, -0.0536112, -0.0658706, -0.096488, 0.26145, -0.0794172, 
[2025-02-03 17:53:08.362992] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [832] , 3.35432, -0.0308909, -0.203572, -0.150018, -0.999691, 0.00644471, 0.0112407, 0.0212158, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.365433] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [833] , 3.36432, -0.0310267, -0.203432, -0.149825, -0.999689, 0.00657822, 0.0106798, 0.0215606, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.368421] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [834] , 3.36432, -0.0310267, -0.203432, -0.149825, -0.999689, 0.00657822, 0.0106798, 0.0215606, -0.0135817, 0.0139971, 0.0192692, 0, -0.113196, 0.0684582, 
[2025-02-03 17:53:08.373580] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [835] , 3.36432, -0.0310267, -0.203432, -0.149825, -0.999689, 0.00657822, 0.0106798, 0.0215606, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.375252] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [836] , 3.37431, -0.0307884, -0.20322, -0.149212, -0.999682, 0.00496926, 0.0106718, 0.0223228, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.378321] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [837] , 3.37431, -0.0307884, -0.20322, -0.149212, -0.999682, 0.00496926, 0.0106718, 0.0223228, 0.0238312, 0.0211791, 0.0613011, 0.320196, 0, 0.149116, 
[2025-02-03 17:53:08.381097] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [838] , 3.37431, -0.0307884, -0.20322, -0.149212, -0.999682, 0.00496926, 0.0106718, 0.0223228, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.383694] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [839] , 3.37431, -0.0310561, -0.203019, -0.149795, -0.999699, 0.00621583, 0.0104015, 0.0213389, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.388185] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [840] , 3.38433, -0.0310561, -0.203019, -0.149795, -0.999699, 0.00621583, 0.0104015, 0.0213389, -0.0267672, 0.0200982, -0.0582759, -0.246072, -0.0583645, -0.194615, 
[2025-02-03 17:53:08.390523] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [841] , 3.38433, -0.0310561, -0.203019, -0.149795, -0.999699, 0.00621583, 0.0104015, 0.0213389, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.393313] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [842] , 3.38433, -0.0308923, -0.20344, -0.149745, -0.999682, 0.00649667, 0.011122, 0.0216734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.396053] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [843] , 3.39433, -0.0308923, -0.20344, -0.149745, -0.999682, 0.00649667, 0.011122, 0.0216734, 0.0163759, -0.0421038, 0.00502431, -0.0599861, 0.142422, 0.0685435, 
[2025-02-03 17:53:08.399532] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [844] , 3.39433, -0.0308923, -0.20344, -0.149745, -0.999682, 0.00649667, 0.011122, 0.0216734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.403456] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [845] , 3.39433, -0.0308923, -0.20344, -0.149745, -0.999682, 0.00649667, 0.011122, 0.0216734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.406724] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [846] , 3.40433, -0.0310305, -0.202917, -0.149913, -0.999716, 0.00602348, 0.00943512, 0.0210622, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.408958] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [847] , 3.40433, -0.0310305, -0.202917, -0.149913, -0.999716, 0.00602348, 0.00943512, 0.0210622, -0.0138147, 0.0523403, -0.0167976, 0.10314, -0.334487, -0.12557, 
[2025-02-03 17:53:08.411833] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [848] , 3.40433, -0.0310305, -0.202917, -0.149913, -0.999716, 0.00602348, 0.00943512, 0.0210622, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.414451] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [849] , 3.40433, -0.0308488, -0.203448, -0.150005, -0.999696, 0.00617741, 0.0110259, 0.0211642, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.419086] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [850] , 3.41433, -0.0308488, -0.203448, -0.150005, -0.999696, 0.00617741, 0.0110259, 0.0211642, 0.0181652, -0.0530937, -0.00923094, -0.0377655, 0.317315, 0, 
[2025-02-03 17:53:08.421810] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [851] , 3.41433, -0.0308488, -0.203448, -0.150005, -0.999696, 0.00617741, 0.0110259, 0.0211642, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.424459] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [852] , 3.41433, -0.0310259, -0.203368, -0.149713, -0.999683, 0.00645277, 0.0113972, 0.021486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.427466] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [853] , 3.42434, -0.0310259, -0.203368, -0.149713, -0.999683, 0.00645277, 0.0113972, 0.021486, -0.0177059, 0.00799488, 0.0292014, -0.0573874, 0.0726379, 0.0655055, 
[2025-02-03 17:53:08.429976] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [854] , 3.42434, -0.0310259, -0.203368, -0.149713, -0.999683, 0.00645277, 0.0113972, 0.021486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.433696] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [855] , 3.42434, -0.0310259, -0.203368, -0.149713, -0.999683, 0.00645277, 0.0113972, 0.021486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.437963] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [856] , 3.43432, -0.0310735, -0.202941, -0.149839, -0.999704, 0.00637768, 0.0101574, 0.0211812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.439166] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [857] , 3.43432, -0.0310735, -0.202941, -0.149839, -0.999704, 0.00637768, 0.0101574, 0.0211812, -0.00476211, 0.0427511, -0.012596, 0, -0.247175, -0.0628937, 
[2025-02-03 17:53:08.442025] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [858] , 3.43432, -0.0310735, -0.202941, -0.149839, -0.999704, 0.00637768, 0.0101574, 0.0211812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.444713] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [859] , 3.44432, -0.0307152, -0.203265, -0.149864, -0.999711, 0.00620763, 0.0101805, 0.0208755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.449929] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [860] , 3.44432, -0.0307152, -0.203265, -0.149864, -0.999711, 0.00620763, 0.0101805, 0.0208755, 0.0358257, -0.0324395, -0.0024515, 0, 0, -0.06148, 
[2025-02-03 17:53:08.452617] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [861] , 3.44432, -0.0307152, -0.203265, -0.149864, -0.999711, 0.00620763, 0.0101805, 0.0208755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.455706] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [862] , 3.45432, -0.0306845, -0.203067, -0.149349, -0.99971, 0.0056236, 0.00947292, 0.0213992, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.460728] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [863] , 3.45432, -0.0306845, -0.203067, -0.149349, -0.99971, 0.0056236, 0.00947292, 0.0213992, 0.0030785, 0.0197711, 0.0514764, 0.118804, -0.139662, 0.102736, 
[2025-02-03 17:53:08.461273] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [864] , 3.45432, -0.0306845, -0.203067, -0.149349, -0.99971, 0.0056236, 0.00947292, 0.0213992, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.464434] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [865] , 3.45432, -0.0306845, -0.203067, -0.149349, -0.99971, 0.0056236, 0.00947292, 0.0213992, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.467222] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [866] , 3.46433, -0.0305805, -0.203076, -0.149334, -0.999711, 0.0041992, 0.00984084, 0.0215233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.470041] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [867] , 3.46433, -0.0305805, -0.203076, -0.149334, -0.999711, 0.0041992, 0.00984084, 0.0215233, 0.0103964, 0, 0, 0.283027, 0.0795715, 0, 
[2025-02-03 17:53:08.472654] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [868] , 3.46433, -0.0305805, -0.203076, -0.149334, -0.999711, 0.0041992, 0.00984084, 0.0215233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.475417] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [869] , 3.47431, -0.0305316, -0.203104, -0.14942, -0.999707, 0.00442231, 0.0099406, 0.0216112, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.479975] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [870] , 3.47431, -0.0305316, -0.203104, -0.14942, -0.999707, 0.00442231, 0.0099406, 0.0216112, 0.00489115, -0.00286469, -0.00865337, -0.045228, 0, 0, 
[2025-02-03 17:53:08.482685] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [871] , 3.47431, -0.0305316, -0.203104, -0.14942, -0.999707, 0.00442231, 0.0099406, 0.0216112, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.485710] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [872] , 3.48432, -0.0306951, -0.203084, -0.149028, -0.999691, 0.00534467, 0.00951973, 0.02232, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.488189] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [873] , 3.48432, -0.0306951, -0.203084, -0.149028, -0.999691, 0.00534467, 0.00951973, 0.02232, -0.0163487, 0.002013, 0.0392009, -0.18394, -0.0889398, 0.143122, 
[2025-02-03 17:53:08.490779] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [874] , 3.48432, -0.0306951, -0.203084, -0.149028, -0.999691, 0.00534467, 0.00951973, 0.02232, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.495996] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [875] , 3.49431, -0.0305972, -0.203233, -0.149117, -0.999704, 0.00463241, 0.00966526, 0.0218396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.498905] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [876] , 3.49431, -0.0305972, -0.203233, -0.149117, -0.999704, 0.00463241, 0.00966526, 0.0218396, 0.00978717, -0.0148511, -0.00884716, 0.142694, 0, -0.0973124, 
[2025-02-03 17:53:08.501684] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [877] , 3.49431, -0.0305972, -0.203233, -0.149117, -0.999704, 0.00463241, 0.00966526, 0.0218396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.504284] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [878] , 3.49431, -0.0304303, -0.203353, -0.149086, -0.999687, 0.00434385, 0.0113473, 0.0218587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.507168] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [879] , 3.50433, -0.0304303, -0.203353, -0.149086, -0.999687, 0.00434385, 0.0113473, 0.0218587, 0.0166894, -0.0120079, 0.00304234, 0.0502586, 0.337587, 0, 
[2025-02-03 17:53:08.510836] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [880] , 3.50433, -0.0304303, -0.203353, -0.149086, -0.999687, 0.00434385, 0.0113473, 0.0218587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.513038] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [881] , 3.50433, -0.0304303, -0.203353, -0.149086, -0.999687, 0.00434385, 0.0113473, 0.0218587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.515761] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [882] , 3.51432, -0.0305923, -0.202958, -0.149437, -0.999711, 0.00453304, 0.00993784, 0.0214274, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.518463] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [883] , 3.51432, -0.0305923, -0.202958, -0.149437, -0.999711, 0.00453304, 0.00993784, 0.0214274, -0.0161987, 0.039498, -0.0351137, 0, -0.282255, -0.0873543, 
[2025-02-03 17:53:08.521145] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [884] , 3.51432, -0.0305923, -0.202958, -0.149437, -0.999711, 0.00453304, 0.00993784, 0.0214274, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.525745] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [885] , 3.52431, -0.0309718, -0.203177, -0.149892, -0.999701, 0.00617988, 0.0100019, 0.0214194, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.528650] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [886] , 3.52431, -0.0309718, -0.203177, -0.149892, -0.999701, 0.00617988, 0.0100019, 0.0214194, -0.0379559, -0.0218785, -0.0454657, -0.32959, 0, 0, 
[2025-02-03 17:53:08.531144] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [887] , 3.52431, -0.0309718, -0.203177, -0.149892, -0.999701, 0.00617988, 0.0100019, 0.0214194, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.533774] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [888] , 3.52431, -0.0305404, -0.203166, -0.149197, -0.999693, 0.00498472, 0.0108564, 0.0217281, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.536741] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [889] , 3.53432, -0.0305404, -0.203166, -0.149197, -0.999693, 0.00498472, 0.0108564, 0.0217281, 0.0431471, 0, 0.0695391, 0.234652, 0.175686, 0.0603668, 
[2025-02-03 17:53:08.541360] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [890] , 3.53432, -0.0305404, -0.203166, -0.149197, -0.999693, 0.00498472, 0.0108564, 0.0217281, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.544203] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [891] , 3.53432, -0.0308415, -0.203162, -0.149246, -0.999678, 0.00523466, 0.0110492, 0.0222534, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:08.546816] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [892] , 3.54433, -0.0308415, -0.203162, -0.149246, -0.999678, 0.00523466, 0.0110492, 0.0222534, -0.0301125, 0, -0.00497689, -0.0519753, 0.0368867, 0.105879, 
[2025-02-03 17:53:08.549523] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [893] , 3.54433, -0.0308415, -0.203162, -0.149246, -0.999678, 0.00523466, 0.0110492, 0.0222534, 0, 0, 0, 0, 0, 0, 
