[2025-02-03 17:53:05.855926] [0x0000007f808d0010] [MocapTag] [0x00005f2f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:53:20.231802] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3263] , 15.2243, 2.45811, 1.861, -0.375413, 0.285576, -0.0768427, -0.649146, -0.700822, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.242118] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3265] , 15.2343, 2.45859, 1.87291, -0.380118, 0.276927, -0.0633051, -0.644608, -0.709778, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.245385] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3266] , 15.2443, 2.45859, 1.87291, -0.380118, 0.276927, -0.0633051, -0.644608, -0.709778, 0.0472715, 1.19034, -0.470517, 1.65081, 0.425056, 2.97432, 
[2025-02-03 17:53:20.248807] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3267] , 15.2443, 2.45859, 1.87291, -0.380118, 0.276927, -0.0633051, -0.644608, -0.709778, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.251353] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3269] , 15.2443, 2.45938, 1.88413, -0.383813, 0.269697, -0.0492819, -0.637772, -0.719779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.254504] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3270] , 15.2443, 2.45938, 1.88413, -0.383813, 0.269697, -0.0492819, -0.637772, -0.719779, 0.0793435, 1.12225, -0.369501, 2.21498, 0.61416, 2.70355, 
[2025-02-03 17:53:20.255185] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3271] , 15.2543, 2.45938, 1.88413, -0.383813, 0.269697, -0.0492819, -0.637772, -0.719779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.260731] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3273] , 15.2543, 2.45938, 1.88413, -0.383813, 0.269697, -0.0492819, -0.637772, -0.719779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.263041] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3274] , 15.2543, 2.46108, 1.89417, -0.387203, 0.263825, -0.0356665, -0.628239, -0.731054, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.266298] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3275] , 15.2643, 2.46108, 1.89417, -0.387203, 0.263825, -0.0356665, -0.628239, -0.731054, 0.169907, 1.00418, -0.339046, 2.84947, 0.652936, 2.30961, 
[2025-02-03 17:53:20.270846] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3277] , 15.2643, 2.46108, 1.89417, -0.387203, 0.263825, -0.0356665, -0.628239, -0.731054, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.271736] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3278] , 15.2643, 2.4624, 1.90667, -0.388859, 0.253323, -0.0281979, -0.623002, -0.739527, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.273926] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3279] , 15.2643, 2.4624, 1.90667, -0.388859, 0.253323, -0.0281979, -0.623002, -0.739527, 0.132729, 1.2496, -0.165582, 1.46384, -0.562596, 2.47886, 
[2025-02-03 17:53:20.275070] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3280] , 15.2743, 2.4624, 1.90667, -0.388859, 0.253323, -0.0281979, -0.623002, -0.739527, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.275735] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3281] , 15.2743, 2.4624, 1.90667, -0.388859, 0.253323, -0.0281979, -0.623002, -0.739527, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.276334] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3282] , 15.2743, 2.45779, 1.92157, -0.389062, 0.235738, -0.0119089, -0.626574, -0.742759, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.276890] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3283] , 15.2743, 2.45779, 1.92157, -0.389062, 0.235738, -0.0119089, -0.626574, -0.742759, -0.46141, 1.49029, -0.0203081, -0.787568, 0.394163, 5.03209, 
[2025-02-03 17:53:20.279928] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3285] , 15.2743, 2.45779, 1.92157, -0.389062, 0.235738, -0.0119089, -0.626574, -0.742759, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.282106] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3286] , 15.2743, 2.45779, 1.92157, -0.389062, 0.235738, -0.0119089, -0.626574, -0.742759, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.286825] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3287] , 15.2844, 2.45858, 1.93386, -0.388261, 0.231178, 0.0126363, -0.625896, -0.744749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.289548] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3289] , 15.2844, 2.45858, 1.93386, -0.388261, 0.231178, 0.0126363, -0.625896, -0.744749, 0.0791908, 1.22879, 0.0801347, 0.404418, 3.18845, 3.72784, 
[2025-02-03 17:53:20.292348] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3290] , 15.2844, 2.45858, 1.93386, -0.388261, 0.231178, 0.0126363, -0.625896, -0.744749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.295083] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3291] , 15.2943, 2.45979, 1.94546, -0.385374, 0.221888, 0.0322196, -0.623443, -0.74903, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.297560] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3292] , 15.2943, 2.45979, 1.94546, -0.385374, 0.221888, 0.0322196, -0.623443, -0.74903, 0.12029, 1.16, 0.288692, 0.612938, 1.76355, 3.84562, 
[2025-02-03 17:53:20.302507] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3294] , 15.2943, 2.45979, 1.94546, -0.385374, 0.221888, 0.0322196, -0.623443, -0.74903, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.303704] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3295] , 15.2943, 2.46008, 1.95703, -0.383081, 0.210584, 0.0448514, -0.618258, -0.75591, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.306406] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3296] , 15.3043, 2.46008, 1.95703, -0.383081, 0.210584, 0.0448514, -0.618258, -0.75591, 0.0298125, 1.15724, 0.229229, 1.2202, 0.345126, 3.2089, 
[2025-02-03 17:53:20.308889] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3298] , 15.3043, 2.46008, 1.95703, -0.383081, 0.210584, 0.0448514, -0.618258, -0.75591, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.311781] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3299] , 15.3043, 2.46008, 1.95703, -0.383081, 0.210584, 0.0448514, -0.618258, -0.75591, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.314787] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3300] , 15.3143, 2.46039, 1.96965, -0.379059, 0.203844, 0.064495, -0.614026, -0.759776, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.317573] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3301] , 15.3143, 2.46039, 1.96965, -0.379059, 0.203844, 0.064495, -0.614026, -0.759776, 0.0310511, 1.26197, 0.402283, 0.871301, 2.13983, 3.35448, 
[2025-02-03 17:53:20.320129] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3303] , 15.3143, 2.46039, 1.96965, -0.379059, 0.203844, 0.064495, -0.614026, -0.759776, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.322397] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3304] , 15.3143, 2.46052, 1.98108, -0.374687, 0.191701, 0.0737017, -0.606216, -0.768323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.325049] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3305] , 15.3243, 2.46052, 1.98108, -0.374687, 0.191701, 0.0737017, -0.606216, -0.768323, 0.0123767, 1.14328, 0.437185, 1.79621, -0.283298, 2.80201, 
[2025-02-03 17:53:20.328697] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3306] , 15.3243, 2.46052, 1.98108, -0.374687, 0.191701, 0.0737017, -0.606216, -0.768323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.330093] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3308] , 15.3243, 2.46052, 1.98108, -0.374687, 0.191701, 0.0737017, -0.606216, -0.768323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.333559] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3309] , 15.3243, 2.46099, 1.99316, -0.368943, 0.18284, 0.0885412, -0.600131, -0.773675, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.336052] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3310] , 15.3343, 2.46099, 1.99316, -0.368943, 0.18284, 0.0885412, -0.600131, -0.773675, 0.0472327, 1.20724, 0.574382, 1.22098, 1.15156, 3.02727, 
[2025-02-03 17:53:20.338530] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3311] , 15.3343, 2.46099, 1.99316, -0.368943, 0.18284, 0.0885412, -0.600131, -0.773675, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.341523] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3313] , 15.3343, 2.46099, 1.99316, -0.368943, 0.18284, 0.0885412, -0.600131, -0.773675, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.343438] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3314] , 15.3343, 2.46909, 2.00179, -0.3622, 0.187633, 0.099826, -0.587798, -0.780591, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.346530] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3315] , 15.3443, 2.46909, 2.00179, -0.3622, 0.187633, 0.099826, -0.587798, -0.780591, 0.81041, 0.863153, 0.674338, 3.08323, 2.14599, -0.045681, 
[2025-02-03 17:53:20.350618] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3317] , 15.3443, 2.46909, 2.00179, -0.3622, 0.187633, 0.099826, -0.587798, -0.780591, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.351712] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3318] , 15.3443, 2.46909, 2.00179, -0.3622, 0.187633, 0.099826, -0.587798, -0.780591, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.354175] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3319] , 15.3443, 2.46929, 2.01294, -0.354906, 0.174501, 0.110794, -0.583262, -0.785544, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.356949] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3320] , 15.3543, 2.46929, 2.01294, -0.354906, 0.174501, 0.110794, -0.583262, -0.785544, 0.0194841, 1.11554, 0.729345, 0.700617, 0.129634, 3.352, 
[2025-02-03 17:53:20.359440] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3322] , 15.3543, 2.46929, 2.01294, -0.354906, 0.174501, 0.110794, -0.583262, -0.785544, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.362032] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3323] , 15.3543, 2.46929, 2.01294, -0.354906, 0.174501, 0.110794, -0.583262, -0.785544, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.365085] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3324] , 15.3643, 2.46307, 2.02736, -0.346584, 0.153188, 0.134783, -0.586714, -0.783667, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.368539] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3325] , 15.3643, 2.46307, 2.02736, -0.346584, 0.153188, 0.134783, -0.586714, -0.783667, -0.621989, 1.44162, 0.832232, -2.06592, 1.44905, 6.80029, 
[2025-02-03 17:53:20.370259] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3327] , 15.3643, 2.46307, 2.02736, -0.346584, 0.153188, 0.134783, -0.586714, -0.783667, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.373321] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3328] , 15.3643, 2.46377, 2.03889, -0.33733, 0.14182, 0.148098, -0.580655, -0.787905, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.375586] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3329] , 15.3743, 2.46377, 2.03889, -0.33733, 0.14182, 0.148098, -0.580655, -0.787905, 0.0702511, 1.15284, 0.925345, 0.860167, 0.769091, 3.29807, 
[2025-02-03 17:53:20.379969] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3331] , 15.3743, 2.46377, 2.03889, -0.33733, 0.14182, 0.148098, -0.580655, -0.787905, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.382712] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3332] , 15.3743, 2.46408, 2.05078, -0.326591, 0.132218, 0.163004, -0.574793, -0.790924, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.387869] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3333] , 15.3843, 2.46408, 2.05078, -0.326591, 0.132218, 0.163004, -0.574793, -0.790924, 0.0311707, 1.1892, 1.07393, 0.676858, 1.28692, 3.23033, 
[2025-02-03 17:53:20.388529] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3334] , 15.3843, 2.46408, 2.05078, -0.326591, 0.132218, 0.163004, -0.574793, -0.790924, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.390231] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3336] , 15.3843, 2.46408, 2.05078, -0.326591, 0.132218, 0.163004, -0.574793, -0.790924, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.392913] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3337] , 15.3843, 2.46463, 2.06261, -0.314355, 0.123728, 0.179351, -0.568946, -0.792985, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.397261] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3338] , 15.3943, 2.46463, 2.06261, -0.314355, 0.123728, 0.179351, -0.568946, -0.792985, 0.0548232, 1.18315, 1.2236, 0.512481, 1.6938, -625.065, 
[2025-02-03 17:53:20.401884] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3340] , 15.3943, 2.46463, 2.06261, -0.314355, 0.123728, 0.179351, -0.568946, -0.792985, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.403532] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3341] , 15.3943, 2.4651, 2.07423, -0.301727, 0.113843, 0.193529, -0.562747, -0.795551, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.405716] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3342] , 15.4043, 2.4651, 2.07423, -0.301727, 0.113843, 0.193529, -0.562747, -0.795551, 0.0471075, 1.16144, 1.26278, 0.598538, 1.19872, 3.20935, 
[2025-02-03 17:53:20.407673] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3343] , 15.4043, 2.4651, 2.07423, -0.301727, 0.113843, 0.193529, -0.562747, -0.795551, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.412385] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3345] , 15.4043, 2.4651, 2.07423, -0.301727, 0.113843, 0.193529, -0.562747, -0.795551, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.414834] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3346] , 15.4143, 2.46564, 2.08688, -0.288686, 0.104114, 0.210857, -0.555059, -0.797878, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.417703] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3347] , 15.4143, 2.46564, 2.08688, -0.288686, 0.104114, 0.210857, -0.555059, -0.797878, 0.0535487, 1.2654, 1.30415, 0.681651, 1.78587, 3.54648, 
[2025-02-03 17:53:20.420318] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3349] , 15.4143, 2.46564, 2.08688, -0.288686, 0.104114, 0.210857, -0.555059, -0.797878, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.422831] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3350] , 15.4143, 2.46635, 2.09819, -0.274247, 0.0935495, 0.225119, -0.549512, -0.799128, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.425722] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3351] , 15.4243, 2.46635, 2.09819, -0.274247, 0.0935495, 0.225119, -0.549512, -0.799128, 0.0709957, 1.13116, 1.44384, 0.192738, 1.18711, 3.44112, 
[2025-02-03 17:53:20.430346] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3353] , 15.4243, 2.46635, 2.09819, -0.274247, 0.0935495, 0.225119, -0.549512, -0.799128, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.432803] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3354] , 15.4243, 2.46689, 2.10909, -0.259173, 0.0816108, 0.236001, -0.54222, -0.802272, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.435680] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3355] , 15.4343, 2.46689, 2.10909, -0.259173, 0.0816108, 0.236001, -0.54222, -0.802272, 0.0546054, 1.09031, 1.50748, 0.802553, 0.515684, 3.11837, 
[2025-02-03 17:53:20.441238] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3357] , 15.4343, 2.46689, 2.10909, -0.259173, 0.0816108, 0.236001, -0.54222, -0.802272, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.441833] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3358] , 15.4343, 2.46689, 2.10909, -0.259173, 0.0816108, 0.236001, -0.54222, -0.802272, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.444738] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3359] , 15.4443, 2.46752, 2.12086, -0.243516, 0.0725812, 0.245617, -0.5345, -0.805428, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.447461] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3360] , 15.4443, 2.46752, 2.12086, -0.243516, 0.0725812, 0.245617, -0.5345, -0.805428, 0.0625761, 1.17624, 1.56562, 1.02333, 0.687298, 2.42643, 
[2025-02-03 17:53:20.450165] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3362] , 15.4443, 2.46752, 2.12086, -0.243516, 0.0725812, 0.245617, -0.5345, -0.805428, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.452441] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3363] , 15.4443, 2.46779, 2.13416, -0.227881, 0.0682178, 0.249846, -0.521905, -0.812735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.456554] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3364] , 15.4543, 2.46779, 2.13416, -0.227881, 0.0682178, 0.249846, -0.521905, -0.812735, 0.0265396, 1.33015, 1.56357, 2.83206, 0.463897, 0.533843, 
[2025-02-03 17:53:20.459482] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3366] , 15.4543, 2.46779, 2.13416, -0.227881, 0.0682178, 0.249846, -0.521905, -0.812735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.462050] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3367] , 15.4543, 2.46779, 2.13416, -0.227881, 0.0682178, 0.249846, -0.521905, -0.812735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.464432] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3368] , 15.4543, 2.46826, 2.14783, -0.213417, 0.0660429, 0.244503, -0.50542, -0.824868, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.467375] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3369] , 15.4643, 2.46826, 2.14783, -0.213417, 0.0660429, 0.244503, -0.50542, -0.824868, 0.0474825, 1.36751, 1.44639, 4.65497, -0.817549, -1.42031, 
[2025-02-03 17:53:20.469689] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3371] , 15.4643, 2.46826, 2.14783, -0.213417, 0.0660429, 0.244503, -0.50542, -0.824868, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.472310] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3372] , 15.4643, 2.4693, 2.15958, -0.200993, 0.063766, 0.235525, -0.494348, -0.834315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.475802] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3373] , 15.4743, 2.4693, 2.15958, -0.200993, 0.063766, 0.235525, -0.494348, -0.834315, 0.103629, 1.17445, 1.24238, 3.45299, -1.58801, -1.46489, 
[2025-02-03 17:53:20.478607] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3374] , 15.4743, 2.4693, 2.15958, -0.200993, 0.063766, 0.235525, -0.494348, -0.834315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.480846] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3376] , 15.4743, 2.4693, 2.15958, -0.200993, 0.063766, 0.235525, -0.494348, -0.834315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.483243] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3377] , 15.4743, 2.47114, 2.17016, -0.19088, 0.0585282, 0.232726, -0.485753, -0.84051, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.485975] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3378] , 15.4843, 2.47114, 2.17016, -0.19088, 0.0585282, 0.232726, -0.485753, -0.84051, 0.184693, 1.05827, 1.01129, 2.22356, -0.893727, 0.075984, 
[2025-02-03 17:53:20.489421] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3380] , 15.4843, 2.47114, 2.17016, -0.19088, 0.0585282, 0.232726, -0.485753, -0.84051, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.493487] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3381] , 15.4843, 2.47114, 2.17016, -0.19088, 0.0585282, 0.232726, -0.485753, -0.84051, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.494919] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3382] , 15.4943, 2.47265, 2.18111, -0.185757, 0.0513023, 0.22979, -0.469898, -0.850741, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.497438] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3383] , 15.4943, 2.47265, 2.18111, -0.185757, 0.0513023, 0.22979, -0.469898, -0.850741, 0.150741, 1.09543, 0.512303, 3.94499, -0.99088, 0.0371456, 
[2025-02-03 17:53:20.500376] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3385] , 15.4943, 2.47265, 2.18111, -0.185757, 0.0513023, 0.22979, -0.469898, -0.850741, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.502623] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3386] , 15.4943, 2.47, 2.19284, -0.187061, 0.0372716, 0.226503, -0.444964, -0.865629, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.506940] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3387] , 15.5043, 2.47, 2.19284, -0.187061, 0.0372716, 0.226503, -0.444964, -0.865629, -0.264805, 1.17274, -0.130448, 5.89545, -1.54077, 0.829387, 
[2025-02-03 17:53:20.509429] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3389] , 15.5043, 2.47, 2.19284, -0.187061, 0.0372716, 0.226503, -0.444964, -0.865629, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.511640] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3390] , 15.5043, 2.47, 2.19284, -0.187061, 0.0372716, 0.226503, -0.444964, -0.865629, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.514238] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3391] , 15.5043, 2.47205, 2.20663, -0.185803, 0.030509, 0.216843, -0.420411, -0.880513, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.516539] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3392] , 15.5144, 2.47205, 2.20663, -0.185803, 0.030509, 0.216843, -0.420411, -0.880513, 0.204709, 1.37836, 0.125809, 6.25691, -1.95621, -1.07133, 
[2025-02-03 17:53:20.518898] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3394] , 15.5144, 2.47205, 2.20663, -0.185803, 0.030509, 0.216843, -0.420411, -0.880513, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.523619] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3395] , 15.5144, 2.47205, 2.20663, -0.185803, 0.030509, 0.216843, -0.420411, -0.880513, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.526535] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3396] , 15.5243, 2.47232, 2.2223, -0.185841, 0.0144198, 0.223946, -0.397065, -0.889932, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.528778] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3397] , 15.5243, 2.47232, 2.2223, -0.185841, 0.0144198, 0.223946, -0.397065, -0.889932, 0.0271356, 1.56739, -0.00380254, 4.56891, 0.276843, 2.634, 
[2025-02-03 17:53:20.531549] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3399] , 15.5243, 2.47232, 2.2223, -0.185841, 0.0144198, 0.223946, -0.397065, -0.889932, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.533693] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3400] , 15.5243, 2.4721, 2.23752, -0.188098, 0.00414505, 0.228359, -0.375265, -0.898338, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:20.536739] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [3401] , 15.5343, 2.4721, 2.23752, -0.188098, 0.00414505, 0.228359, -0.375265, -0.898338, -0.0219249, 1.52157, -0.225668, 4.4692, 0.367859, 1.34025, 
