[2025-02-03 14:35:07.608734] [0x0000007f9a42d010] [MocapTag] [0x000043c1] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:35:07.953389] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [116] , 0.952503, 0.0212136, -0.179879, -0.14375, -0.999869, -0.00372072, 0.0128811, 0.00904823, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.956319] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [117] , 0.952503, 0.0212136, -0.179879, -0.14375, -0.999869, -0.00372072, 0.0128811, 0.00904823, -0.00258082, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.959440] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [118] , 0.952503, 0.0212136, -0.179879, -0.14375, -0.999869, -0.00372072, 0.0128811, 0.00904823, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.963268] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [119] , 0.962501, 0.0212136, -0.179879, -0.14375, -0.999869, -0.00372072, 0.0128811, 0.00904823, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.966036] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [120] , 0.962501, 0.0212354, -0.179881, -0.143727, -0.99987, -0.00368111, 0.0128612, 0.00903354, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.968767] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [121] , 0.962501, 0.0212354, -0.179881, -0.143727, -0.99987, -0.00368111, 0.0128612, 0.00903354, 0.00217715, 0, 0.00232047, 0, 0, 0, 
[2025-02-03 14:35:07.971572] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [122] , 0.962501, 0.0212354, -0.179881, -0.143727, -0.99987, -0.00368111, 0.0128612, 0.00903354, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.974015] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [123] , 0.972499, 0.021204, -0.179887, -0.143711, -0.999869, -0.00367394, 0.0128952, 0.00903531, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.976640] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [124] , 0.972499, 0.021204, -0.179887, -0.143711, -0.999869, -0.00367394, 0.0128952, 0.00903531, -0.00313777, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.980145] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [125] , 0.972499, 0.021204, -0.179887, -0.143711, -0.999869, -0.00367394, 0.0128952, 0.00903531, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.982504] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [126] , 0.972499, 0.0211887, -0.179894, -0.143697, -0.999869, -0.00369537, 0.0129352, 0.00904869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.985495] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [127] , 0.982497, 0.0211887, -0.179894, -0.143697, -0.999869, -0.00369537, 0.0129352, 0.00904869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.987873] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [128] , 0.982497, 0.0211887, -0.179894, -0.143697, -0.999869, -0.00369537, 0.0129352, 0.00904869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.990481] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [129] , 0.982497, 0.0211887, -0.179894, -0.143697, -0.999869, -0.00369537, 0.0129352, 0.00904869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.995166] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [130] , 0.992494, 0.0212151, -0.179891, -0.143695, -0.99987, -0.00368794, 0.0128428, 0.00902373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.997824] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [131] , 0.992494, 0.0212151, -0.179891, -0.143695, -0.99987, -0.00368794, 0.0128428, 0.00902373, 0.0026381, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.001030] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [132] , 0.992494, 0.0212151, -0.179891, -0.143695, -0.99987, -0.00368794, 0.0128428, 0.00902373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.003042] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [133] , 1.00249, 0.0211948, -0.179889, -0.143701, -0.999869, -0.00372355, 0.0129051, 0.00904207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.005982] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [134] , 1.00249, 0.0211948, -0.179889, -0.143701, -0.999869, -0.00372355, 0.0129051, 0.00904207, -0.0020206, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.008515] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [135] , 1.00249, 0.0211948, -0.179889, -0.143701, -0.999869, -0.00372355, 0.0129051, 0.00904207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.012031] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [136] , 1.00249, 0.0211948, -0.179889, -0.143701, -0.999869, -0.00372355, 0.0129051, 0.00904207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.015917] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [137] , 1.01251, 0.0212134, -0.179906, -0.143698, -0.999867, -0.00373453, 0.0129979, 0.00908448, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.017377] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [138] , 1.01251, 0.0212134, -0.179906, -0.143698, -0.999867, -0.00373453, 0.0129979, 0.00908448, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.020171] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [139] , 1.01251, 0.0212134, -0.179906, -0.143698, -0.999867, -0.00373453, 0.0129979, 0.00908448, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.022753] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [140] , 1.02251, 0.0212145, -0.179894, -0.143731, -0.999868, -0.00375258, 0.0129415, 0.00907587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.027476] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [141] , 1.02251, 0.0212145, -0.179894, -0.143731, -0.999868, -0.00375258, 0.0129415, 0.00907587, 0, 0, -0.0032726, 0, 0, 0, 
[2025-02-03 14:35:08.030011] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [142] , 1.02251, 0.0212145, -0.179894, -0.143731, -0.999868, -0.00375258, 0.0129415, 0.00907587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.032487] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [143] , 1.02251, 0.0212172, -0.179901, -0.143736, -0.999867, -0.00376664, 0.0129776, 0.00909433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.036381] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [144] , 1.03252, 0.0212172, -0.179901, -0.143736, -0.999867, -0.00376664, 0.0129776, 0.00909433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.037731] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [145] , 1.03252, 0.0212172, -0.179901, -0.143736, -0.999867, -0.00376664, 0.0129776, 0.00909433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.040469] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [146] , 1.03252, 0.0212172, -0.179901, -0.143736, -0.999867, -0.00376664, 0.0129776, 0.00909433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.044092] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [147] , 1.04251, 0.0212391, -0.179896, -0.143748, -0.999867, -0.00376716, 0.012984, 0.00909971, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.046672] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [148] , 1.04251, 0.0212391, -0.179896, -0.143748, -0.999867, -0.00376716, 0.012984, 0.00909971, 0.00218454, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.049221] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [149] , 1.04251, 0.0212391, -0.179896, -0.143748, -0.999867, -0.00376716, 0.012984, 0.00909971, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.051874] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [150] , 1.04251, 0.021231, -0.179886, -0.143761, -0.999868, -0.00378529, 0.012956, 0.0090914, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.054658] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [151] , 1.05251, 0.021231, -0.179886, -0.143761, -0.999868, -0.00378529, 0.012956, 0.0090914, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.059222] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [152] , 1.05251, 0.021231, -0.179886, -0.143761, -0.999868, -0.00378529, 0.012956, 0.0090914, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.061617] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [153] , 1.05251, 0.0212087, -0.179889, -0.143772, -0.999868, -0.00379396, 0.012926, 0.00910048, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.064384] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [154] , 1.06252, 0.0212087, -0.179889, -0.143772, -0.999868, -0.00379396, 0.012926, 0.00910048, -0.00222468, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.066981] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [155] , 1.06252, 0.0212087, -0.179889, -0.143772, -0.999868, -0.00379396, 0.012926, 0.00910048, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.069593] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [156] , 1.06252, 0.0212087, -0.179889, -0.143772, -0.999868, -0.00379396, 0.012926, 0.00910048, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.072207] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [157] , 1.06252, 0.0212001, -0.179896, -0.143762, -0.999867, -0.00379333, 0.0129808, 0.00911705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.077139] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [158] , 1.07251, 0.0212001, -0.179896, -0.143762, -0.999867, -0.00379333, 0.0129808, 0.00911705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.079409] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [159] , 1.07251, 0.0212001, -0.179896, -0.143762, -0.999867, -0.00379333, 0.0129808, 0.00911705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.082415] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [160] , 1.07251, 0.0212228, -0.179888, -0.143761, -0.999868, -0.00376894, 0.0129311, 0.00908881, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.084863] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [161] , 1.08253, 0.0212228, -0.179888, -0.143761, -0.999868, -0.00376894, 0.0129311, 0.00908881, 0.00227633, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.087266] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [162] , 1.08253, 0.0212228, -0.179888, -0.143761, -0.999868, -0.00376894, 0.0129311, 0.00908881, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.094004] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [163] , 1.09251, 0.0212228, -0.179888, -0.143761, -0.999868, -0.00376894, 0.0129311, 0.00908881, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.095411] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [164] , 1.09251, 0.0212267, -0.179893, -0.143752, -0.999868, -0.00374183, 0.0129634, 0.00909273, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.098004] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [165] , 1.09251, 0.0212267, -0.179893, -0.143752, -0.999868, -0.00374183, 0.0129634, 0.00909273, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.100960] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [166] , 1.09251, 0.0212267, -0.179893, -0.143752, -0.999868, -0.00374183, 0.0129634, 0.00909273, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.104172] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [167] , 1.10252, 0.0212278, -0.179884, -0.143749, -0.999869, -0.00372783, 0.0128811, 0.00905466, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.108632] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [168] , 1.10252, 0.0212278, -0.179884, -0.143749, -0.999869, -0.00372783, 0.0128811, 0.00905466, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.111392] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [169] , 1.10252, 0.0212278, -0.179884, -0.143749, -0.999869, -0.00372783, 0.0128811, 0.00905466, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.114136] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [170] , 1.11251, 0.0212077, -0.179887, -0.143728, -0.999868, -0.00373065, 0.0129414, 0.00905729, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.117892] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [171] , 1.11251, 0.0212077, -0.179887, -0.143728, -0.999868, -0.00373065, 0.0129414, 0.00905729, -0.00200809, 0, 0.00214624, 0, 0, 0, 
[2025-02-03 14:35:08.120633] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [172] , 1.11251, 0.0212077, -0.179887, -0.143728, -0.999868, -0.00373065, 0.0129414, 0.00905729, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.124179] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [173] , 1.12251, 0.0212163, -0.17989, -0.143706, -0.999869, -0.00369042, 0.0129117, 0.00904986, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.127246] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [174] , 1.12251, 0.0212163, -0.17989, -0.143706, -0.999869, -0.00369042, 0.0129117, 0.00904986, 0, 0, 0.00216198, 0, 0, 0, 
[2025-02-03 14:35:08.129647] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [175] , 1.12251, 0.0212163, -0.17989, -0.143706, -0.999869, -0.00369042, 0.0129117, 0.00904986, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.132644] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [176] , 1.12251, 0.0212084, -0.179886, -0.143687, -0.999869, -0.00368006, 0.0128921, 0.00902872, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.135092] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [177] , 1.13252, 0.0212084, -0.179886, -0.143687, -0.999869, -0.00368006, 0.0128921, 0.00902872, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.139616] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [178] , 1.13252, 0.0212084, -0.179886, -0.143687, -0.999869, -0.00368006, 0.0128921, 0.00902872, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.142370] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [179] , 1.13252, 0.021229, -0.179878, -0.143682, -0.99987, -0.00368769, 0.0128453, 0.00901142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.145151] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [180] , 1.14252, 0.021229, -0.179878, -0.143682, -0.99987, -0.00368769, 0.0128453, 0.00901142, 0.00206727, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.148254] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [181] , 1.14252, 0.021229, -0.179878, -0.143682, -0.99987, -0.00368769, 0.0128453, 0.00901142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.150382] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [182] , 1.14252, 0.021229, -0.179878, -0.143682, -0.99987, -0.00368769, 0.0128453, 0.00901142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.154679] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [183] , 1.15253, 0.0212156, -0.179884, -0.143684, -0.999869, -0.00370416, 0.0128993, 0.00903853, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.162154] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [184] , 1.15253, 0.0212156, -0.179884, -0.143684, -0.999869, -0.00370416, 0.0128993, 0.00903853, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.162444] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [185] , 1.15253, 0.0212156, -0.179884, -0.143684, -0.999869, -0.00370416, 0.0128993, 0.00903853, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.163011] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [186] , 1.16253, 0.0212309, -0.179889, -0.143694, -0.999868, -0.00373958, 0.0129602, 0.00906633, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.169048] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [187] , 1.16253, 0.0212309, -0.179889, -0.143694, -0.999868, -0.00373958, 0.0129602, 0.00906633, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.169583] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [188] , 1.16253, 0.0212309, -0.179889, -0.143694, -0.999868, -0.00373958, 0.0129602, 0.00906633, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.171936] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [189] , 1.16253, 0.0212309, -0.179889, -0.143694, -0.999868, -0.00373958, 0.0129602, 0.00906633, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.174513] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [190] , 1.17252, 0.0212197, -0.1799, -0.14371, -0.999867, -0.00375657, 0.0130424, 0.00909122, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.177331] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [191] , 1.17252, 0.0212197, -0.1799, -0.14371, -0.999867, -0.00375657, 0.0130424, 0.00909122, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.179906] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [192] , 1.17252, 0.0212197, -0.1799, -0.14371, -0.999867, -0.00375657, 0.0130424, 0.00909122, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.183201] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [193] , 1.18252, 0.0212326, -0.17989, -0.143743, -0.999866, -0.0037616, 0.0130563, 0.0090998, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.187262] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [194] , 1.18252, 0.0212326, -0.17989, -0.143743, -0.999866, -0.0037616, 0.0130563, 0.0090998, 0, 0, -0.00334547, 0, 0, 0, 
[2025-02-03 14:35:08.189860] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [195] , 1.18252, 0.0212326, -0.17989, -0.143743, -0.999866, -0.0037616, 0.0130563, 0.0090998, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.192403] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [196] , 1.18252, 0.0212174, -0.1799, -0.143759, -0.999865, -0.00379077, 0.0131051, 0.00912475, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.195887] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [197] , 1.19252, 0.0212174, -0.1799, -0.143759, -0.999865, -0.00379077, 0.0131051, 0.00912475, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.197700] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [198] , 1.19252, 0.0212174, -0.1799, -0.143759, -0.999865, -0.00379077, 0.0131051, 0.00912475, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.200385] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [199] , 1.19252, 0.0212174, -0.1799, -0.143759, -0.999865, -0.00379077, 0.0131051, 0.00912475, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.204023] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [200] , 1.20252, 0.0212214, -0.179887, -0.14378, -0.999866, -0.00378913, 0.0130411, 0.00912122, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.207262] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [201] , 1.20252, 0.0212214, -0.179887, -0.14378, -0.999866, -0.00378913, 0.0130411, 0.00912122, 0, 0, -0.00204377, 0, 0, 0, 
[2025-02-03 14:35:08.209385] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [202] , 1.20252, 0.0212214, -0.179887, -0.14378, -0.999866, -0.00378913, 0.0130411, 0.00912122, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.212243] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [203] , 1.20252, 0.021204, -0.179903, -0.143779, -0.999867, -0.00379179, 0.0129755, 0.00912711, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.214857] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [204] , 1.21252, 0.021204, -0.179903, -0.143779, -0.999867, -0.00379179, 0.0129755, 0.00912711, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.219220] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [205] , 1.21252, 0.021204, -0.179903, -0.143779, -0.999867, -0.00379179, 0.0129755, 0.00912711, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.221645] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [206] , 1.21252, 0.0212172, -0.179888, -0.143786, -0.999869, -0.00374492, 0.0128575, 0.00908957, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.224512] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [207] , 1.22252, 0.0212172, -0.179888, -0.143786, -0.999869, -0.00374492, 0.0128575, 0.00908957, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.227141] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [208] , 1.22252, 0.0212172, -0.179888, -0.143786, -0.999869, -0.00374492, 0.0128575, 0.00908957, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.229629] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [209] , 1.22252, 0.0212172, -0.179888, -0.143786, -0.999869, -0.00374492, 0.0128575, 0.00908957, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.232360] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [210] , 1.22252, 0.0212188, -0.179893, -0.143759, -0.99987, -0.00374842, 0.0127942, 0.00907378, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.235709] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [211] , 1.23252, 0.0212188, -0.179893, -0.143759, -0.99987, -0.00374842, 0.0127942, 0.00907378, 0, 0, 0.00262474, 0, 0, 0, 
[2025-02-03 14:35:08.238261] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [212] , 1.23252, 0.0212188, -0.179893, -0.143759, -0.99987, -0.00374842, 0.0127942, 0.00907378, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.241125] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [213] , 1.23252, 0.0212188, -0.179893, -0.143759, -0.99987, -0.00374842, 0.0127942, 0.00907378, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.243855] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [214] , 1.24251, 0.0211923, -0.179884, -0.14375, -0.99987, -0.00374273, 0.0128172, 0.00905307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.246509] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [215] , 1.24251, 0.0211923, -0.179884, -0.14375, -0.99987, -0.00374273, 0.0128172, 0.00905307, -0.00265055, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.251203] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [216] , 1.24251, 0.0211923, -0.179884, -0.14375, -0.99987, -0.00374273, 0.0128172, 0.00905307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.253804] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [217] , 1.25253, 0.0212236, -0.17989, -0.143725, -0.99987, -0.00372037, 0.0128317, 0.00906094, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.256771] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [218] , 1.25253, 0.0212236, -0.17989, -0.143725, -0.99987, -0.00372037, 0.0128317, 0.00906094, 0.00313198, 0, 0.00253256, 0, 0, 0, 
[2025-02-03 14:35:08.259126] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [219] , 1.25253, 0.0212236, -0.17989, -0.143725, -0.99987, -0.00372037, 0.0128317, 0.00906094, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.261773] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [220] , 1.25253, 0.0212058, -0.179892, -0.143713, -0.999869, -0.00372454, 0.0128726, 0.00905102, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.267295] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [221] , 1.26252, 0.0212058, -0.179892, -0.143713, -0.999869, -0.00372454, 0.0128726, 0.00905102, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.269001] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [222] , 1.26252, 0.0212058, -0.179892, -0.143713, -0.999869, -0.00372454, 0.0128726, 0.00905102, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.271609] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [223] , 1.26252, 0.0212058, -0.179892, -0.143713, -0.999869, -0.00372454, 0.0128726, 0.00905102, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.274159] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [224] , 1.27252, 0.0212273, -0.179895, -0.143698, -0.999869, -0.00369009, 0.0129414, 0.00904537, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.277081] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [225] , 1.27252, 0.0212273, -0.179895, -0.143698, -0.999869, -0.00369009, 0.0129414, 0.00904537, 0.00215526, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.279649] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [226] , 1.27252, 0.0212273, -0.179895, -0.143698, -0.999869, -0.00369009, 0.0129414, 0.00904537, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.283897] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [227] , 1.2825, 0.0212372, -0.179892, -0.143697, -0.999868, -0.00370399, 0.0129567, 0.00903681, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:08.286626] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [228] , 1.2825, 0.0212372, -0.179892, -0.143697, -0.999868, -0.00370399, 0.0129567, 0.00903681, 0, 0, 0, 0, 0, 0, 
